Artwork_Title,date,name,nationality,birth_date,death_date,dimensions_inch,medium,credit_line,description,image_url,EA_id
Gravesend Bay,1921,Alexander Zerdin Kruse,American,1890,1972,17 x 20 1/2,red chalk on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/28328/resize:format$003dfull,ff0122e62541
"Grill Room, Century Club",,Charles A. Vanderhoof,American,1853,1918,14 5/8 x 17 5/8,pen and black ink on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/20454/resize:format$003dfull,427e7dc42a7c
Group of Trees,1946,E. A. Burbank,American,1858,1949,10 1/16 x 10 1/8,graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Mrs. Adelaide Bray.",,http://emuseum.huntington.org/internal/media/dispatcher/22327/resize:format$003dfull,181f97e63722
Gunboats Entering Savannah River Above Ft. Pulaski; Loss of Steamer Winfield Scott,,Theodore Russell Davis,American,1840,1894,8 x 9,graphite and gray wash heightened with white on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/18105/resize:format$003dfull,c9ea1fb66c8e
"Hailing a Passing Ship, Gibralter",,Henry Reuterdahl,American,1871,1925,15 x 20,gouache en grisaille on board,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/18043/resize:format$003dfull,f76b51b969cc
Half-Dome,1871,James David Smillie,American,1833,1909,9 x 6 1/4,graphite heightened with Chinese white on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/28318/resize:format$003dfull,58bfc7422889
"Half-Dome, from the Merced River",1871,James David Smillie,American,1833,1909,9 x 6 1/4,graphite heightened with Chinese white on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/28299/resize:format$003dfull,8222ba88bda1
Hammerstein Theater,,Alexander Zerdin Kruse,American,1890,1972,14 x 16 1/4,charcoal on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of the Kruse family Trust",,http://emuseum.huntington.org/internal/media/dispatcher/28326/resize:format$003dfull,d5932e1e0dbb
Hanging Garden,1892,Harry Fenn,American,1838/45,1911,10 1/4 x 18,pen and black ink on paper laid on board,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/18032/resize:format$003dfull,9f07a3b61dd9
Happy Days No Smog,1955,Don Freeman,American,1908,1978,11 13/16 x 8 3/4,"ink, graphite, crayon, and gouache on paper","The Huntington Library, Art Collections, and Botanical Gardens. Gift of Bonnie and Lee Stone",,http://emuseum.huntington.org/internal/media/dispatcher/30269/resize:format$003dfull,905550574a3f
Harbor Scene,1893,Charles Erskine Wood,American,1852,1944,6 11/16 x 9 15/16,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens.",,http://emuseum.huntington.org/internal/media/dispatcher/16157/resize:format$003dfull,473e223df01b
Harbor Scene,,Charles Erskine Wood,American,1852,1944,5 5/8 x 10 5/8,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens.",,http://emuseum.huntington.org/internal/media/dispatcher/16168/resize:format$003dfull,9eff1b9a0067
Harbor Scene,,Charles Erskine Wood,American,1852,1944,5 11/16 x 10 5/8,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens.",,http://emuseum.huntington.org/internal/media/dispatcher/16169/resize:format$003dfull,b08b052d7226
Harbor Scene in Blow,1760,John Greenwood,American,1727,1792,7 x 9 1/2,ink on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/16332/resize:format$003dfull,febe29759807
Harry Wickey Listening to Music,1949,Cecil Crosley Bell,American,1906,1970,11 x 17,watercolor and graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Bonnie and Lee Stone",,http://emuseum.huntington.org/internal/media/dispatcher/30273/resize:format$003dfull,79d6e7329430
Head of Italian Fisherman,1884,Christian Jorgensen,American,1860,1935,17 x 13 5/8,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Mrs. Virgil W. Jorgensen",,http://emuseum.huntington.org/internal/media/dispatcher/27935/resize:format$003dfull,83d26d96f453
"Headquarters, Army of the Potomac",,Edwin James Meeker,American,1853,1936,9 1/2 x 16,pen and black ink on board,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/18097/resize:format$003dfull,2f96023d34e8
Home Relief Case,1930,Don Freeman,American,1908,1978,11 x 10 1/16,"litho crayon, black ink, and charcoal on paper","The Huntington Library, Art Collections, and Botanical Gardens. Gift of Bonnie and Lee Stone",,http://emuseum.huntington.org/internal/media/dispatcher/30268/resize:format$003dfull,f129ea0dd46a
Home Relief Inspector #2,1937,Don Freeman,American,1908,1978,9 7/8 x 9 13/16,charcoal on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Bonnie and Lee Stone",,http://emuseum.huntington.org/internal/media/dispatcher/30267/resize:format$003dfull,d42a24a97d8e
Home Relief Investigator,1933,Don Freeman,American,1908,1978,11 1/16 x 9 1/2,"crayon, ink wash, charcoal, and graphite on paper","The Huntington Library, Art Collections, and Botanical Gardens. Gift of Bonnie and Lee Stone",,http://emuseum.huntington.org/internal/media/dispatcher/30266/resize:format$003dfull,8f60d44ca312
Homeless Man with a Police Officer,,W. H. Gallaway,American,1879,1910,13 x 13 3/8,ink on paper,"The Huntington Library, Art Collections, and Botanical Gardens.  Anonymous Gift",,http://emuseum.huntington.org/internal/media/dispatcher/28009/resize:format$003dfull,ecfafaf8fda6
Horse Racing - Yosemite,1871,James David Smillie,American,1833,1909,9 x 6 1/4,graphite heightened with Chinese white on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/28312/resize:format$003dfull,5d08e7a84518
Horse Racing in Yosemite,1871,James David Smillie,American,1833,1909,9 x 6 1/4,graphite heightened with Chinese white on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/28319/resize:format$003dfull,5ef31781f20f
"House at Water's Edge, August 27, 1890",1890,Joseph Basil Girard,American,1846,1918,3 9/16 x 8 9/16,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/20083/resize:format$003dfull,f0a24bfc94fc
"House at Water's Edge, September 15, 1890",1890,Joseph Basil Girard,American,1846,1918,4 11/16 x 6 3/4,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/20086/resize:format$003dfull,e0626890855b
House by a River with Bridge,,Joseph Basil Girard,American,1846,1918,5 7/16 x 8 13/16,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Jane Hemphill",,http://emuseum.huntington.org/internal/media/dispatcher/20175/resize:format$003dfull,01054cb2bd1d
House on River with a Woman with Basket Walking Along Path,,Joseph Basil Girard,American,1846,1918,6 13/16 x 8 15/16,graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/20169/resize:format$003dfull,6180d6576c3e
Hunter,,B. Baker,American,,,14 1/2 x 16,ink on paper,"The Huntington Library, Art Collections, and Botanical Gardens.  Anonymous Gift",,http://emuseum.huntington.org/internal/media/dispatcher/28016/resize:format$003dfull,0f147ee3f25c
Huntsman with Rifle,1845-1847,John Frederick Kensett,American,1816,1872,11 1/2 x 8 1/2,graphite and watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. \r\nGift of Michael St. Clair and Paul M. Jones through the Courtesy of Babcock Galleries, New York",,http://emuseum.huntington.org/internal/media/dispatcher/16338/resize:format$003dfull,c8c5b05b7dcc
Huntsman with Rifle, 1845-1847,John Frederick Kensett,American,1816,1872,11 1/2 x 8 1/2,graphite and watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. \r\nGift of Michael St. Clair and Paul M. Jones through the Courtesy of Babcock Galleries, New York",,http://emuseum.huntington.org/internal/media/dispatcher/16379/resize:format$003dfull,df51a67c0ad4
"I'd Hate to Fall Under Your Spell, Mr. Shoaf",,James Thurber,American,1894,1961,8 1/2 x 11,pen and black ink on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/16248/resize:format$003dfull,ba79515709de
Ice Harvesting,,T. Dart Walker,American,1850,1914,12 7/8 x 19 3/8,"brush, black ink, gouache, graphite and Chinese white on board","The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/18033/resize:format$003dfull,f7800c3b2456
Immodesty of the Sheath Skirt is Repellant to American Women,1908,Orson Lowell,American,1871,1956,21 x 31 1/4,black ink on board,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/27982/resize:format$003dfull,2ff6d284554e
In the Cãnada-Queretaro, 1885-1932,Christian Jorgensen,American,1860,1935,9 3/4 x 14 9/16,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Mrs. Virgil W. Jorgensen",,http://emuseum.huntington.org/internal/media/dispatcher/27922/resize:format$003dfull,ed04c095e4ad
"Indian Teepees Near the Yakima Reservation, Washington",1890,Charles Erskine Wood,American,1852,1944,6 15/16 x 9 13/16,watercolor and graphite on paper laid on cardboard,"The Huntington Library, Art Collections, and Botanical Gardens.",,http://emuseum.huntington.org/internal/media/dispatcher/16154/resize:format$003dfull,cdfcf89114a6
Indians Making Canoes (Montagnais Indians),1895,Winslow Homer,American,1836,1910,14 x 20,watercolor,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/724/resize:format$003dfull,782b6f88c8a6
Indians Making Chemuck,1871,James David Smillie,American,1833,1909,9 x 6 1/4,graphite heightened with Chinese white on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/28311/resize:format$003dfull,0b7eda84efe5
Industry,,American School,,,,5 3/4 x 9 1/2,"pen, ink, gauche and graphite on board","The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/18082/resize:format$003dfull,3bc019690cfb
"Infanta, Souvenir of Velasquez",1899,William Merritt Chase,American,1849,1916,11 1/8 x 7 3/8,black ink on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/16245/resize:format$003dfull,ba2653645bee
"Interchange of the Shot on the Mississippi, Between Fort Wood K'y, X three",,Alexander Simplot,American,1837,1914,4 3/8 x 10,graphite on brown paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/18095/resize:format$003dfull,c54ca2a419bb
"Jedburgh Abbey, Scotland, Febuary 20, 1908",1908,Joseph Basil Girard,American,1846,1918,5 9/16 x 7 3/16,watercolor and graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/20111/resize:format$003dfull,4e7576c15f2b
John L. Norton,1797,Charles Balthazar Julien Fevret de Saint-Mémin,French,1770,1852,19 1/2 x 14,graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Mrs. Frederick C. Overbury",,http://emuseum.huntington.org/internal/media/dispatcher/27954/resize:format$003dfull,85f95900adf3
John Sloan's Art Class,,Alexander Zerdin Kruse,American,1890,1972,18 1/4 x 24 1/4,charcoal,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Mr. and Mrs. Benedict Kruse",,http://emuseum.huntington.org/internal/media/dispatcher/28329/resize:format$003dfull,b96cc9e2af2d
Jus On'ly Gwin' Long,,Theodore Russell Davis,American,1840,1894,7 3/4 x 11 9/16,graphite and ink on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/18059/resize:format$003dfull,42cf3d447882
Kash-Kash's Daughter,,Charles Erskine Wood,American,1852,1944,9 15/16 x 7,graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens.",,http://emuseum.huntington.org/internal/media/dispatcher/16159/resize:format$003dfull,5b8536a3d438
"Kash-Kash, Chief or Leading Man of Cayuse - Blind",,Charles Erskine Wood,American,1852,1944,9 15/16 x 7,graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens.",,http://emuseum.huntington.org/internal/media/dispatcher/16160/resize:format$003dfull,2ca73326561f
Katerina Ivanovna,1933,Boardman Robinson,American,1876,1952,15 x 11 3/4,graphite and oil on paper laid on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Paul S. Kearns",,http://emuseum.huntington.org/internal/media/dispatcher/20453/resize:format$003dfull,de3e567648b3
Keat's Grave,1924,Charles Erskine Wood,American,1852,1944,12 3/8 x 8 5/8,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens.",,http://emuseum.huntington.org/internal/media/dispatcher/16135/resize:format$003dfull,3564d7a9f5df
