technique,provenance,title,imageUrl,dimensions,artist,type,url,EA_id
Haitian oils on masonite,Gift of the artist,Humilite,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5Cdes+Pres%5CHumilite%2Ejpg,"29"" x 20""",Francois Turenne des Pres,VISUAL ART,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Francois+Turenne+des+Pres&whereclause=where+maker%3D%27Francois+Turenne+des+Pres%27+OR+cleanmaker%3D%27Francois+Turenne+des+Pres%27+OR+maker1%3D%27Francois+Turenne+des+Pres%27+OR+maker2%3D%27Francois+Turenne+des+Pres%27+OR+maker3%3D%27Francois+Turenne+des+Pres%27+OR+maker4%3D%27Francois+Turenne+des+Pres%27+OR+maker5%3D%27Francois+Turenne+des+Pres%27&current_record=7,b22b75fe83b3
"wood, ivory, leather, goat",Gift of Dr. and Mrs. Harland Goldwater,Woman,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CDAS+Foto%5CWoman%2Ejpg,"43"" x 36"" x 24""",Frank E. Cummings III,VISUAL ART,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Frank+E%2E+Cummings+III&whereclause=where+maker%3D%27Frank+E%2E+Cummings+III%27+OR+cleanmaker%3D%27Frank+E%2E+Cummings+III%27+OR+maker1%3D%27Frank+E%2E+Cummings+III%27+OR+maker2%3D%27Frank+E%2E+Cummings+III%27+OR+maker3%3D%27Frank+E%2E+Cummings+III%27+OR+maker4%3D%27Frank+E%2E+Cummings+III%27+OR+maker5%3D%27Frank+E%2E+Cummings+III%27&current_record=1,d25796498f3e
Oil on paper,Gift of Myron and Dawn Glenn,Abstract Landscape,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CFrank+Williams%5CWilliams%5FLandscape%2Ejpg,"14"" H x 10"" W",Frank James Williams,VISUAL ART,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Frank+James+Williams&whereclause=where+maker%3D%27Frank+James+Williams%27+OR+cleanmaker%3D%27Frank+James+Williams%27+OR+maker1%3D%27Frank+James+Williams%27+OR+maker2%3D%27Frank+James+Williams%27+OR+maker3%3D%27Frank+James+Williams%27+OR+maker4%3D%27Frank+James+Williams%27+OR+maker5%3D%27Frank+James+Williams%27&current_record=1,5439d7bf1087
Charcoal pencil on paper,Gift of Myron and Dawn Glenn,The Call,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CFrank+Williams%5CWilliams%5FTheCall%2Ejpg,"38.5"" H x 28.25"" W",Frank James Williams,VISUAL ART,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Frank+James+Williams&whereclause=where+maker%3D%27Frank+James+Williams%27+OR+cleanmaker%3D%27Frank+James+Williams%27+OR+maker1%3D%27Frank+James+Williams%27+OR+maker2%3D%27Frank+James+Williams%27+OR+maker3%3D%27Frank+James+Williams%27+OR+maker4%3D%27Frank+James+Williams%27+OR+maker5%3D%27Frank+James+Williams%27&current_record=2,e3743f7e3d72
engraving on newsprint,"Gift of Friends, The Foundation of the California African American Museum","The Plantation Police, or Home Guard, Examining Passes on the Road Leading to the Levee of the Mississippi River",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CHarper%27s+Weekly%5CCivilWar%5FPlantationPolice+copy%2Ejpg,15.5 H x 10.25 W,Frederick B. Schell,HISTORY,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Frederick+B%2E+Schell&whereclause=where+maker%3D%27Frederick+B%2E+Schell%27+OR+cleanmaker%3D%27Frederick+B%2E+Schell%27+OR+maker1%3D%27Frederick+B%2E+Schell%27+OR+maker2%3D%27Frederick+B%2E+Schell%27+OR+maker3%3D%27Frederick+B%2E+Schell%27+OR+maker4%3D%27Frederick+B%2E+Schell%27+OR+maker5%3D%27Frederick+B%2E+Schell%27&current_record=1,5917388cd938
Oil on linen,California Afro-American Museum Foundation purchase,After the Hunt,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CAFTERH%7E1%2EBMP,"60 x 48""",Frederick James Brown,VISUAL ART,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Frederick+James+Brown&whereclause=where+maker%3D%27Frederick+James+Brown%27+OR+cleanmaker%3D%27Frederick+James+Brown%27+OR+maker1%3D%27Frederick+James+Brown%27+OR+maker2%3D%27Frederick+James+Brown%27+OR+maker3%3D%27Frederick+James+Brown%27+OR+maker4%3D%27Frederick+James+Brown%27+OR+maker5%3D%27Frederick+James+Brown%27&current_record=1,725c9ada3134
Oil on paper,Gift of Lauree and Larry Turman,U.S. Made,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CBrown%5FTurman%2Ejpg,"30"" H x 22"" W",Frederick James Brown,VISUAL ART,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Frederick+James+Brown&whereclause=where+maker%3D%27Frederick+James+Brown%27+OR+cleanmaker%3D%27Frederick+James+Brown%27+OR+maker1%3D%27Frederick+James+Brown%27+OR+maker2%3D%27Frederick+James+Brown%27+OR+maker3%3D%27Frederick+James+Brown%27+OR+maker4%3D%27Frederick+James+Brown%27+OR+maker5%3D%27Frederick+James+Brown%27&current_record=2,930d802e46e0
Sheet music,Gift of Estate of Marjorie P. Johnson,"""Oh! What A Beautiful City""",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5CTrioImages%5CSheet%5Fmusic%5CPooleJohnson%5Fsheetmusic+copy%2Ejpg,12 H x 9 W,"G. Schirmer, Inc",HISTORY,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+G%2E+Schirmer%2C+Inc&whereclause=where+maker%3D%27G%2E+Schirmer%2C+Inc%27+OR+cleanmaker%3D%27G%2E+Schirmer%2C+Inc%27+OR+maker1%3D%27G%2E+Schirmer%2C+Inc%27+OR+maker2%3D%27G%2E+Schirmer%2C+Inc%27+OR+maker3%3D%27G%2E+Schirmer%2C+Inc%27+OR+maker4%3D%27G%2E+Schirmer%2C+Inc%27+OR+maker5%3D%27G%2E+Schirmer%2C+Inc%27&current_record=1,47b464ce7852
"Cotton, fabric, cardboard, metal safety pin and plastic buttons",Gift of Kenneth Bartmess,,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CDolls%5CJemima%5FtoasterCover%2Ejpg,"16"" H x 12"" W x 3"" D",Gertrude Alden,HISTORY,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Gertrude+Alden&whereclause=where+maker%3D%27Gertrude+Alden%27+OR+cleanmaker%3D%27Gertrude+Alden%27+OR+maker1%3D%27Gertrude+Alden%27+OR+maker2%3D%27Gertrude+Alden%27+OR+maker3%3D%27Gertrude+Alden%27+OR+maker4%3D%27Gertrude+Alden%27+OR+maker5%3D%27Gertrude+Alden%27&current_record=1,f94038f517cd
Fabric and brass,"Gift of William Spiller, Jr.",,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CSpiller%5CGPA+crest%2Ejpg,"3 x 3¼""",Golf Professional Association,HISTORY,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Golf+Professional+Association&whereclause=where+maker%3D%27Golf+Professional+Association%27+OR+cleanmaker%3D%27Golf+Professional+Association%27+OR+maker1%3D%27Golf+Professional+Association%27+OR+maker2%3D%27Golf+Professional+Association%27+OR+maker3%3D%27Golf+Professional+Association%27+OR+maker4%3D%27Golf+Professional+Association%27+OR+maker5%3D%27Golf+Professional+Association%27&current_record=1,f92d7e05de0d
printed paper,Museum purchase,"LIFE Magazine ""The Cry That Will Be Heard""",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CLIFE%2Ebmp,"13.5"" H x 10.5"" W",Gordon Parks,LIBRARY/ARCHIVES,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Gordon+Parks&whereclause=where+maker%3D%27Gordon+Parks%27+OR+cleanmaker%3D%27Gordon+Parks%27+OR+maker1%3D%27Gordon+Parks%27+OR+maker2%3D%27Gordon+Parks%27+OR+maker3%3D%27Gordon+Parks%27+OR+maker4%3D%27Gordon+Parks%27+OR+maker5%3D%27Gordon+Parks%27&current_record=1,9d1f954cbb32
"paper, lithography ink",California Afro-American Museum Foundation purchase,Levi Strauss and Company [bill head],http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CGrafton+T%2E+Brown%5CLevi%2Ejpg,"8.5"" H x 8.5"" W",Grafton Tyler Brown,VISUAL ART,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Grafton+Tyler+Brown&whereclause=where+maker%3D%27Grafton+Tyler+Brown%27+OR+cleanmaker%3D%27Grafton+Tyler+Brown%27+OR+maker1%3D%27Grafton+Tyler+Brown%27+OR+maker2%3D%27Grafton+Tyler+Brown%27+OR+maker3%3D%27Grafton+Tyler+Brown%27+OR+maker4%3D%27Grafton+Tyler+Brown%27+OR+maker5%3D%27Grafton+Tyler+Brown%27&current_record=1,d108c5ae35dd
"paper, lithography ink",California Afro-American Museum Foundation purchase,"Wells Fargo Mining Co. Virginia District, Storey County, NV [stock certificate]",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CGrafton+T%2E+Brown%5CWells+Fargo%2Ejpg,"5.25"" H x 9.25"" W",Grafton Tyler Brown,VISUAL ART,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Grafton+Tyler+Brown&whereclause=where+maker%3D%27Grafton+Tyler+Brown%27+OR+cleanmaker%3D%27Grafton+Tyler+Brown%27+OR+maker1%3D%27Grafton+Tyler+Brown%27+OR+maker2%3D%27Grafton+Tyler+Brown%27+OR+maker3%3D%27Grafton+Tyler+Brown%27+OR+maker4%3D%27Grafton+Tyler+Brown%27+OR+maker5%3D%27Grafton+Tyler+Brown%27&current_record=2,a3b6e205273c
"paper, lithography ink",California Afro-American Museum Foundation purchase,Queen Mining Co.,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CGRAFTO%7E1%2EBRO%5CQUEEN%2EJPG,"4 x 9½""",Grafton Tyler Brown,VISUAL ART,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Grafton+Tyler+Brown&whereclause=where+maker%3D%27Grafton+Tyler+Brown%27+OR+cleanmaker%3D%27Grafton+Tyler+Brown%27+OR+maker1%3D%27Grafton+Tyler+Brown%27+OR+maker2%3D%27Grafton+Tyler+Brown%27+OR+maker3%3D%27Grafton+Tyler+Brown%27+OR+maker4%3D%27Grafton+Tyler+Brown%27+OR+maker5%3D%27Grafton+Tyler+Brown%27&current_record=3,22c076c5e504
"paper, lithography ink",California Afro-American Museum Foundation purchase,"Ghirardelli, Coffee, Chocolate and Spice Manufactory [billhead]",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CGRAFTO%7E1%2EBRO%5CGHIRAD%7E1%2EJPG,"5"" H x 9.5"" W",Grafton Tyler Brown,VISUAL ART,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Grafton+Tyler+Brown&whereclause=where+maker%3D%27Grafton+Tyler+Brown%27+OR+cleanmaker%3D%27Grafton+Tyler+Brown%27+OR+maker1%3D%27Grafton+Tyler+Brown%27+OR+maker2%3D%27Grafton+Tyler+Brown%27+OR+maker3%3D%27Grafton+Tyler+Brown%27+OR+maker4%3D%27Grafton+Tyler+Brown%27+OR+maker5%3D%27Grafton+Tyler+Brown%27&current_record=4,3ad8a00f8482
"paper, lithography ink",California Afro-American Museum Foundation purchase,"Residence, Ranch and Dairy of V. Guerrero, Half Moon Bay, San Mateo, California",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CGrafton+T%2E+Brown%5CGuerrero%2Ejpg,"18"" x 33""",Grafton Tyler Brown,VISUAL ART,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Grafton+Tyler+Brown&whereclause=where+maker%3D%27Grafton+Tyler+Brown%27+OR+cleanmaker%3D%27Grafton+Tyler+Brown%27+OR+maker1%3D%27Grafton+Tyler+Brown%27+OR+maker2%3D%27Grafton+Tyler+Brown%27+OR+maker3%3D%27Grafton+Tyler+Brown%27+OR+maker4%3D%27Grafton+Tyler+Brown%27+OR+maker5%3D%27Grafton+Tyler+Brown%27&current_record=5,b1b3063cdd3e
"paper, lithography ink",California Afro-American Museum Foundation purchase,"Willow Glen Rancho, Residence of T.W. Moore, Pescadero, San Mateo Co. Cal.",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CGrafton+T%2E+Brown%5CWillow+Glen+Rancho%2Ejpg,"19"" H x 33"" W x 2"" D",Grafton Tyler Brown,VISUAL ART,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Grafton+Tyler+Brown&whereclause=where+maker%3D%27Grafton+Tyler+Brown%27+OR+cleanmaker%3D%27Grafton+Tyler+Brown%27+OR+maker1%3D%27Grafton+Tyler+Brown%27+OR+maker2%3D%27Grafton+Tyler+Brown%27+OR+maker3%3D%27Grafton+Tyler+Brown%27+OR+maker4%3D%27Grafton+Tyler+Brown%27+OR+maker5%3D%27Grafton+Tyler+Brown%27&current_record=6,97a29632ac58
"paper, lithography ink",California Afro-American Museum Foundation purchase,"San Felix Station, M. Carey, Prop. San Mateo County California",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CGrafton+T%2E+Brown%5CSan+Felix+Station%2Ejpg,"16"" x 19½""",Grafton Tyler Brown,VISUAL ART,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Grafton+Tyler+Brown&whereclause=where+maker%3D%27Grafton+Tyler+Brown%27+OR+cleanmaker%3D%27Grafton+Tyler+Brown%27+OR+maker1%3D%27Grafton+Tyler+Brown%27+OR+maker2%3D%27Grafton+Tyler+Brown%27+OR+maker3%3D%27Grafton+Tyler+Brown%27+OR+maker4%3D%27Grafton+Tyler+Brown%27+OR+maker5%3D%27Grafton+Tyler+Brown%27&current_record=7,aab3e9e27447
"paper, lithography ink",California Afro-American Museum Foundation purchase,"Lake Ranch, Residence of R.T. Ray",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CGrafton+T%2E+Brown%5CRay%2Ejpg,"17"" x 20""",Grafton Tyler Brown,VISUAL ART,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Grafton+Tyler+Brown&whereclause=where+maker%3D%27Grafton+Tyler+Brown%27+OR+cleanmaker%3D%27Grafton+Tyler+Brown%27+OR+maker1%3D%27Grafton+Tyler+Brown%27+OR+maker2%3D%27Grafton+Tyler+Brown%27+OR+maker3%3D%27Grafton+Tyler+Brown%27+OR+maker4%3D%27Grafton+Tyler+Brown%27+OR+maker5%3D%27Grafton+Tyler+Brown%27&current_record=8,b9909d78745e
"paper, lithography ink",California Afro-American Museum Foundation purchase,"Ocean View Ranch, Property & Residence of Jacob Downing, San Gregorio, San Mateo Co., Cal.",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CGRAFTO%7E1%2EBRO%5CJDOWNI%7E1%2EJPG,"23) 5"" x 12.25""; 24) 6 9/16"" x 12.25"" (images)",Grafton Tyler Brown,VISUAL ART,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Grafton+Tyler+Brown&whereclause=where+maker%3D%27Grafton+Tyler+Brown%27+OR+cleanmaker%3D%27Grafton+Tyler+Brown%27+OR+maker1%3D%27Grafton+Tyler+Brown%27+OR+maker2%3D%27Grafton+Tyler+Brown%27+OR+maker3%3D%27Grafton+Tyler+Brown%27+OR+maker4%3D%27Grafton+Tyler+Brown%27+OR+maker5%3D%27Grafton+Tyler+Brown%27&current_record=9,f34153358576
"paper, lithography ink",California Afro-American Museum Foundation purchase,"Residence of John Donnelly, San Mateo, California",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CGrafton+T%2E+Brown%5CJ%2E+Donnelly%2Ejpg,"16"" H x 18.75"" W x 2"" D",Grafton Tyler Brown,VISUAL ART,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Grafton+Tyler+Brown&whereclause=where+maker%3D%27Grafton+Tyler+Brown%27+OR+cleanmaker%3D%27Grafton+Tyler+Brown%27+OR+maker1%3D%27Grafton+Tyler+Brown%27+OR+maker2%3D%27Grafton+Tyler+Brown%27+OR+maker3%3D%27Grafton+Tyler+Brown%27+OR+maker4%3D%27Grafton+Tyler+Brown%27+OR+maker5%3D%27Grafton+Tyler+Brown%27&current_record=10,7dfb71a48c25
"paper, lithography ink",California Afro-American Museum Foundation purchase,"E.A. Husing, Dealer in Groceries, Dry Goods, Hardware, Crockery, Boots and Shoes",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CGrafton+T%2E+Brown%5CHusing%2Ejpg,"15"" x 18""",Grafton Tyler Brown,VISUAL ART,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Grafton+Tyler+Brown&whereclause=where+maker%3D%27Grafton+Tyler+Brown%27+OR+cleanmaker%3D%27Grafton+Tyler+Brown%27+OR+maker1%3D%27Grafton+Tyler+Brown%27+OR+maker2%3D%27Grafton+Tyler+Brown%27+OR+maker3%3D%27Grafton+Tyler+Brown%27+OR+maker4%3D%27Grafton+Tyler+Brown%27+OR+maker5%3D%27Grafton+Tyler+Brown%27&current_record=11,3f55c30a2cb9
"paper, lithography ink",California Afro-American Museum Foundation purchase,"Property of J. Kentfield, Redwood City, San Mateo County California",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CGRAFTO%7E1%2EBRO%5CJKENTF%7E1%2EJPG,"17"" x 19½""",Grafton Tyler Brown,VISUAL ART,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Grafton+Tyler+Brown&whereclause=where+maker%3D%27Grafton+Tyler+Brown%27+OR+cleanmaker%3D%27Grafton+Tyler+Brown%27+OR+maker1%3D%27Grafton+Tyler+Brown%27+OR+maker2%3D%27Grafton+Tyler+Brown%27+OR+maker3%3D%27Grafton+Tyler+Brown%27+OR+maker4%3D%27Grafton+Tyler+Brown%27+OR+maker5%3D%27Grafton+Tyler+Brown%27&current_record=12,7dac5ec190e7
"paper, lithography ink",California Afro-American Museum Foundation purchase,"Northern Belle Mill and Mining, August 27, 1824, No. 14965 50 Shares",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CGRAFTO%7E1%2EBRO%5CBELL%2EJPG,"4 x 9""",Grafton Tyler Brown,VISUAL ART,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Grafton+Tyler+Brown&whereclause=where+maker%3D%27Grafton+Tyler+Brown%27+OR+cleanmaker%3D%27Grafton+Tyler+Brown%27+OR+maker1%3D%27Grafton+Tyler+Brown%27+OR+maker2%3D%27Grafton+Tyler+Brown%27+OR+maker3%3D%27Grafton+Tyler+Brown%27+OR+maker4%3D%27Grafton+Tyler+Brown%27+OR+maker5%3D%27Grafton+Tyler+Brown%27&current_record=13,56a81d17ba2e
"paper, lithography ink",California Afro-American Museum Foundation purchase,Best and Belcher Mining Co. [stock certificate],http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CGRAFTO%7E1%2EBRO%5CBELCHER%2EJPG,"4"" H x 9"" W",Grafton Tyler Brown,VISUAL ART,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Grafton+Tyler+Brown&whereclause=where+maker%3D%27Grafton+Tyler+Brown%27+OR+cleanmaker%3D%27Grafton+Tyler+Brown%27+OR+maker1%3D%27Grafton+Tyler+Brown%27+OR+maker2%3D%27Grafton+Tyler+Brown%27+OR+maker3%3D%27Grafton+Tyler+Brown%27+OR+maker4%3D%27Grafton+Tyler+Brown%27+OR+maker5%3D%27Grafton+Tyler+Brown%27&current_record=14,88197f4d8e4f
"paper, lithography ink",California Afro-American Museum Foundation purchase,Garibaldi Mining,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CGRAFTO%7E1%2EBRO%5CGARIBA%7E1%2EJPG,"4 x 9""",Grafton Tyler Brown,VISUAL ART,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Grafton+Tyler+Brown&whereclause=where+maker%3D%27Grafton+Tyler+Brown%27+OR+cleanmaker%3D%27Grafton+Tyler+Brown%27+OR+maker1%3D%27Grafton+Tyler+Brown%27+OR+maker2%3D%27Grafton+Tyler+Brown%27+OR+maker3%3D%27Grafton+Tyler+Brown%27+OR+maker4%3D%27Grafton+Tyler+Brown%27+OR+maker5%3D%27Grafton+Tyler+Brown%27&current_record=15,dce63b853c7c
"paper, lithography ink",California Afro-American Museum Foundation purchase,Loretta Silver Mine,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CGRAFTO%7E1%2EBRO%5CLORETTA%2EJPG,"4 x 9""",Grafton Tyler Brown,VISUAL ART,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Grafton+Tyler+Brown&whereclause=where+maker%3D%27Grafton+Tyler+Brown%27+OR+cleanmaker%3D%27Grafton+Tyler+Brown%27+OR+maker1%3D%27Grafton+Tyler+Brown%27+OR+maker2%3D%27Grafton+Tyler+Brown%27+OR+maker3%3D%27Grafton+Tyler+Brown%27+OR+maker4%3D%27Grafton+Tyler+Brown%27+OR+maker5%3D%27Grafton+Tyler+Brown%27&current_record=16,effc79d2fd77
"paper, lithography ink",California Afro-American Museum Foundation purchase,Peoples' Ice Company,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CGRAFTO%7E1%2EBRO%5CPEOPLES%2EJPG,"4"" x 9""",Grafton Tyler Brown,VISUAL ART,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Grafton+Tyler+Brown&whereclause=where+maker%3D%27Grafton+Tyler+Brown%27+OR+cleanmaker%3D%27Grafton+Tyler+Brown%27+OR+maker1%3D%27Grafton+Tyler+Brown%27+OR+maker2%3D%27Grafton+Tyler+Brown%27+OR+maker3%3D%27Grafton+Tyler+Brown%27+OR+maker4%3D%27Grafton+Tyler+Brown%27+OR+maker5%3D%27Grafton+Tyler+Brown%27&current_record=17,2fdcf52fbcb5
"paper, lithography ink",California Afro-American Museum Foundation purchase,Metallic-Equator Consolidated Mining Co.,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CGRAFTO%7E1%2EBRO%5CMETALLIC%2EJPG,"4 x 9""",Grafton Tyler Brown,VISUAL ART,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Grafton+Tyler+Brown&whereclause=where+maker%3D%27Grafton+Tyler+Brown%27+OR+cleanmaker%3D%27Grafton+Tyler+Brown%27+OR+maker1%3D%27Grafton+Tyler+Brown%27+OR+maker2%3D%27Grafton+Tyler+Brown%27+OR+maker3%3D%27Grafton+Tyler+Brown%27+OR+maker4%3D%27Grafton+Tyler+Brown%27+OR+maker5%3D%27Grafton+Tyler+Brown%27&current_record=18,1db5eb2ef4a3
"paper, lithography ink",California Afro-American Museum Foundation purchase,Mechanic's Institute 8th Industrial Exhibition Admission Pass,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CGRAFTO%7E1%2EBRO%5CMECHAN%7E1%2EJPG,"2"" x 3½""",Grafton Tyler Brown,VISUAL ART,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Grafton+Tyler+Brown&whereclause=where+maker%3D%27Grafton+Tyler+Brown%27+OR+cleanmaker%3D%27Grafton+Tyler+Brown%27+OR+maker1%3D%27Grafton+Tyler+Brown%27+OR+maker2%3D%27Grafton+Tyler+Brown%27+OR+maker3%3D%27Grafton+Tyler+Brown%27+OR+maker4%3D%27Grafton+Tyler+Brown%27+OR+maker5%3D%27Grafton+Tyler+Brown%27&current_record=19,83c2b69bd22c
"paper, lithography ink",California Afro-American Museum Foundation purchase,Commission Scrip $5,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CGRAFTO%7E1%2EBRO%5CSCRIP%2EJPG,"3"" x 6""",Grafton Tyler Brown,VISUAL ART,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Grafton+Tyler+Brown&whereclause=where+maker%3D%27Grafton+Tyler+Brown%27+OR+cleanmaker%3D%27Grafton+Tyler+Brown%27+OR+maker1%3D%27Grafton+Tyler+Brown%27+OR+maker2%3D%27Grafton+Tyler+Brown%27+OR+maker3%3D%27Grafton+Tyler+Brown%27+OR+maker4%3D%27Grafton+Tyler+Brown%27+OR+maker5%3D%27Grafton+Tyler+Brown%27&current_record=20,37d7636478ee
Rotogravure,Gift of Edward T. Garcia,"""I'm Beginning to See the Light""",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CSheet%5Fmusic%5CGarcia%5Fsheetmusic%5CBeginning%5FLight+copy%2Ejpg,"12"" H x 9"" W",Grand Music Corporation Music Publishers,LIBRARY/ARCHIVES,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Grand+Music+Corporation+Music+Publishers&whereclause=where+maker%3D%27Grand+Music+Corporation+Music+Publishers%27+OR+cleanmaker%3D%27Grand+Music+Corporation+Music+Publishers%27+OR+maker1%3D%27Grand+Music+Corporation+Music+Publishers%27+OR+maker2%3D%27Grand+Music+Corporation+Music+Publishers%27+OR+maker3%3D%27Grand+Music+Corporation+Music+Publishers%27+OR+maker4%3D%27Grand+Music+Corporation+Music+Publishers%27+OR+maker5%3D%27Grand+Music+Corporation+Music+Publishers%27&current_record=1,f051f9e3f290
