description,title,artist,credit,materials,image_URL,dimensions,EA_id
"3 negatives : b&amp;w; ; 4 x 5 in.  Ogas award Nobuo, September 19, 1956.  Caucasian women model Japanese influenced clothing.  Probably designs by Kow Kaneko of Pasadena.","Ogas Award Nobuo, September 19, 1956",Rafu Shimpo,"Photograph by Toyo Miyatake Studio, Gift of the Alan Miyatake Family",,http://media.janm.org/collections/janm_96.267.369_3_a.jpg,,b6fb3fb16be1
"1 photographic print : b&amp;w; ; 5 x 7 in.  1 negative : b&amp;w; ; 4 x 5 in.  Published in Rafu Shimpo, December 20, 1956.  Two men, Soichi Fukui and Joe Yamagawa, representing the Los Angeles Veteran Coordinating Council (LAVCC), present a check donation to a man, Joseph Ito, representing Shonien, the Japanese Children's Home at Shonien in Los Angeles, California.  Ito stands at left in eyeglasses as Yamagawa hands him a check for $351.65.  All men wear suits.","Los Angeles Veteran Coordinating Council donation to Shonien (Japanese Children's Home), Los Angeles, California, December 8, 1956","Miyatake, Toyo","Photograph by Toyo Miyatake Studio, Gift of the Alan Miyatake Family",,http://media.janm.org/collections/janm_96.267.386_1_p_a.jpg,,2e82c80707f1
"Matted and framed.  Nine figures with yellow wings fly in green space over a low brown horizon.  Four figures on right play musical instruments: large harpist in purple at center, bald clarinet player and floutist to the right and second harpist behind at upper left.  Four figures to the left have mouths open as if singing: three hold open books.  Below the purple harpist a figure holds a red bowl.",Untitled,"Date, Hideo",Gift of Hideo Date,watercolor; paper,http://media.janm.org/collections/janm_99.111.51_a.jpg,"H: 15 in, W: 19.5 in",2b6ac025ff70
"1 photographic print : b&amp;w; ; 5 x 7 in.  1 negative : b&amp;w; ; 4 x 5 in.  Print published in Rafu Shimpo, May 23, 1956.  Installation of Mrs. Ken Kozasa as president of the Parents Teachers Association (PTA) at the John Muir Junior High School in Los Angeles, California, May 22, 1956.  Kozasa receives gavel from Mrs. L. B. Stanton.  Two Caucasian women and one man stand at left; Caucasian woman stands right of Kosasa.  The women wear dresses and small hats, some with netting.  The man in center wears a suit.  Drapery in background.","Installation of Mrs. Ken Kozasa as Muir Junior High School PTA president, Los Angeles, California, May 22, 1956","Miyatake, Toyo","Photograph by Toyo Miyatake Studio, Gift of the Alan Miyatake Family",,http://media.janm.org/collections/janm_96.267.346_1_p_a.jpg,,0de3e87aa913
"1 negative : b&amp;w; ; 4 x 5 in.  Studio head and shoulder portrait of Roy Sakakida, a young man who graduated with Phi Beta Kappa honors at University of California, Los Angeles, dressed in black graduation gown with white V at collar over white shirt and necktie, black mortarboard with tassel on proper L and rimless eyeglasses, Los Angeles, California, June 17, 1953..","Roy Sakakida in graduation cap and gown, head and shoulder portrait, Los Angeles, California, June 17, 1953",Rafu Shimpo,"Photograph by Toyo Miyatake Studio, Gift of the Alan Miyatake Family",,http://media.janm.org/collections/janm_96.267.185_1_a.jpg,,0850013d5c98
"1 negative : b&amp;w; ; 4 x 5 in.  Studio head and shoulder portrait of Jean Fumiye Aoki of Fremont, a high school student who graduated with Ephebian Society honors, dressed in mortarboard, gown and light-colored cat's eye eyeglasses, Los Angeles County, California, June 10, 1953.","Jean Aoki in graduation cap and gown, head and shoulder portrait, Los Angeles, California, June 10, 1953",Rafu Shimpo,"Photograph by Toyo Miyatake Studio, Gift of the Alan Miyatake Family",,http://media.janm.org/collections/janm_96.267.184_1_a.jpg,,09115aaabd5d
"1 photographic print : b&amp;w; ; 2 1/4 x 3 1/4 in.  1 negative : b&amp;w; ; 4 x 5 in.  Studio head and shoulder portrait of a smiling young woman, ASBO president Jane Masumura, at an angle, Los Angeles, California, January 20, 1953.  Masumura wears a sweater over a white-collared blouse.  She looks to the right of the viewer.","Jane Masumura, head and shoulder portrait, Los Angeles, California, January 20, 1953","Miyatake, Toyo","Photograph by Toyo Miyatake Studio, Gift of the Alan Miyatake Family",,http://media.janm.org/collections/janm_96.267.173_2_a.jpg,,dd9af4a10f9c
"1 negative : b&amp;w; ; 5 x 7 in.  Studio three-quarter portrait of Stella Nakadate of the Starettes, who was crowned ""Miss Shonien"" at the Inter-Club Council dance, and two other women, Los Angeles, California, March 28, 1953.  Nakadate sits in sleeveless belted dress with flower crown on her head in the center.  Two women in sleeveless blouses and belted skirts sit next to her at different levels, holding small floral bouquets.  The look to left of viewer.","Stella Nakadata and two women, three-quarter portrait, Los Angeles, California, March 28, 1953",Rafu Shimpo,"Photograph by Toyo Miyatake Studio, Gift of the Alan Miyatake Family",,http://media.janm.org/collections/janm_96.267.176_1_a.jpg,,64f9ab24b9f5
"1 photographic print : b&amp;w; ; 5 x 7 in.  Dressed in suit, hat and eyeglasses, an older man, Mr. Nomura of Japan, arrives at Los Angeles International Airport, California, October 20, 1953.  <br>","Mr. Nomura of Japan at Los Angeles International Airport, California, October 20, 1953","Miyatake, Archie","Photograph by Toyo Miyatake Studio, Gift of the Alan Miyatake Family",,http://media.janm.org/collections/janm_96.267.191_1_p_a.jpg,,251b95e2e1b4
"Mounted on board, unframed.  In the background a smoking smokestack looms up between two buildings, which are partially hidden by trees.  In the foreground a small bridge in the lower right opens onto a path past a mound of dirt.  Tall grasses span the midground.  A building stands to the right.",Untitled? (Camp Warehouse (I)),"Sugimoto, Henry","Gift of Madeleine Sugimoto and Naomi Tagawa, Japanese American National Museum",oil; canvas; board,http://media.janm.org/collections/janm_92.97.57_a.jpg,"H: 13.5 in, W: 16 in, D: .25 in",c58196926483
"2 photographic prints : b&amp;w; ; 5 x 7 in.  Future Japanese Prime Minister, Hayato Ikeda, at a dinner party with Little Tokyo businessmen at Lem's Chop Suey in Little Tokyo, Los Angeles, California, September 30, 1953.  Group of men eating and drinking in narrow room with jackets hanging on hooks behind them.  Includes Dr. James Hara (ears, nose and throat specialist) and Jutaro Narumi of Asia Company on the extreme right.","Mr. Hayato Ikeda at party at Lems Cafe, Los Angeles, California, September 30, 1953","Miyatake, Archie","Photograph by Toyo Miyatake Studio, Gift of the Alan Miyatake Family",,http://media.janm.org/collections/janm_96.267.190_2_p_a.jpg,,263f66caae8d
"1 photographic print : b&amp;w; ; 5 x 7 in.  1 negative : b&amp;w; ; 5 x 7 in.  Studio head and shoulder portrait of Mr. Igauye, an older man wearing eyeglasses, suit and dark necktie, Los Angeles, California, July 1953.","Mr. Igauye, head and shoulder portrait, California, July 1953","Miyatake, Archie","Photograph by Toyo Miyatake Studio, Gift of the Alan Miyatake Family",,http://media.janm.org/collections/janm_96.267.189_1_p_a.jpg,,13fbd7b85ccc
"1 negative : b&amp;w; ; 5 x 7 in.  Studio half-portrait of Henry Hashimoto of Asia Travel, Los Angeles, California, December 17, 1953.  Man in suit and checkered necktie leans on on proper right arm, looking left of viewer through eyeglasses.","Henry Hashimoto of Asia Travel, half-portrait, Los Angeles, California, December 17, 1953",Rafu Shimpo,"Photograph by Toyo Miyatake Studio, Gift of the Alan Miyatake Family",,http://media.janm.org/collections/janm_96.267.193_1_a.jpg,,140238f029ac
"1 negative : b&amp;w; ; 4 x 5 in.  Published in Rafu Shimpo, June 17, 1953.  Studio head and shoulder portrait of Glenn Nakadate, a Garfield High School student who graduated with Ephebian Society honors, dressed in mortarboard and gown, Los Angeles, California, June 1, 1953..","Glenn Nakadate in graduation cap and gown, head and shoulder portrait, Los Angeles, California, June 1, 1953",Rafu Shimpo,"Photograph by Toyo Miyatake Studio, Gift of the Alan Miyatake Family",,http://media.janm.org/collections/janm_96.267.183_1_a.jpg,,44581a35eca1
"1 photographic print : b&amp;w; ; 5 x 7 in.  2 negatives : b&amp;w; ; 5 x 7 in.  Published in Rafu Shimpo, May 28, 1953, Japanese section.  Studio half-portraits of Mrs. Tatsuko Hoshino and Mrs. Nakamura, Los Angeles, California, May 20, 1953.  Includes individual portrait of Hoshino in eyeglasses and a dark hat with netting; and a portrait of the two women wearing light-colored coats and hats posing side by side looking directly at the viewer with Nakamura in a white hat.","Mrs. Tatsuko Hoshino and Mrs. Nakamura, half-portrait, Los Angeles, California, May 20, 1953",Rafu Shimpo,"Photograph by Toyo Miyatake Studio, Gift of the Alan Miyatake Family",,http://media.janm.org/collections/janm_96.267.181_3_a.jpg,,833361c6a433
"1 negative : b&amp;w; ; 4 x 5 in.  Studio head and shoulder portrait of Yaeko Matsushima, a smiling young woman in a white top, Los Angeles, California, December 13, 1953.","Miss Yaeko Matsushima, head and shoulder portrait, Los Angeles, California, December 13, 1953",Rafu Shimpo,"Photograph by Toyo Miyatake Studio, Gift of the Alan Miyatake Family",,http://media.janm.org/collections/janm_96.267.192_1_a.jpg,,1e08c73f4a3e
"6 photographic prints : b&amp;w; ; 5 x 7 in.  3 negatives : b&amp;w; ; 4 x 5 in.  Seinan Judo competition at Koyasan Buddhist Temple in Los Angeles, California, 1953?  Includes full-length and three-quarter portrait of a Japanese man, Mr. Kuniyuki, in a light colored suit standing outside in front of a brick wall, Kuniyuki receiving a certificate written in Japanese for years of teaching Judo from the president of Kodokan; and boys competing in Koyasan hall.","Seinan Judo competition, Los Angeles, California, 1953?",Rafu Shimpo,"Photograph by Toyo Miyatake Studio, Gift of the Alan Miyatake Family",,http://media.janm.org/collections/janm_96.267.469_9_a.jpg,,62357e1a381c
"2 photographic prints : b&amp;w; ; 5 x 7 in.  California Nisei Posts of Veterans of Foreign Wars gather in front of World War II monument dominated by a statue of a soldier, Sadao Munemori, standing atop a tall white column for a special service for fallen men of the last war in Evergreen Cemetery in Boyle Heights, Los Angeles, California, February 22, 1953.  Includes presentation of wreath and flowers by seven Japanese and Caucasian men, including (left to right) Val Tanaka of Boy Scout Troop 379 (holding bugle), Frank Dobashi of San Francisco, Gordon Winton of the Dept of Service, Reverend Paul Nagano of Japanese Evangelical Missionary Society, Fumio Shiroyama of Hanford, Frank Oshita and Salem Yagawa; and a large group portrait, including Salem Yagawa (kneeling, far left, front), Val Tanaka (second from left, front), Jack Nagano (third from left, back) and Reverend Paul Nagano (fourth from left, back).  Tanaka wears a uniform and holds a bugle.  Most men wear suits and garrison caps.  Wreaths and graves surround monument.  Houses, trees and utility poles in background.<br>","Veterans of Foreign Wars at World War II monument at Evergreen Cemetery, Los Angeles, California, February 22, 1953","Miyatake, Archie","Photograph by Toyo Miyatake Studio, Gift of the Alan Miyatake Family",,http://media.janm.org/collections/janm_96.267.174_2_p_a.jpg,,6349624b7754
"Stretched and unframed.  Abstract of overlapping shapes in hues of yellow, blue, red, brown, black, green, purple, gray against blue-gray hued background right.  Green angular shape, upper left corner; purple-gray form, bottom left corner.  Purple, blue and brown form curves back and forth on right ; sinuous red and white looped forms on left.",Untitled,"Date, Hideo",Gift of Hideo Date,oil; canvas,http://media.janm.org/collections/janm_99.111.154_a.jpg,"H: 18 in, W: 24 in",cf1c4e4351ef
"1 photographic print : b&amp;w; ; 5 x 7 in.  Published in Rafu Shimpo, March 26, 1953.  Young woman, the popular Japanese singer and movie star Chiemi Eri, stands in front of Rafu Shimpo office in Little Tokyo, Los Angeles, California, March 23, 1953.  Dressed in a light colored blouse, plaid skirt and white flats, Eri holds a jacket over her folded arms in front of ""Rafu Shimpo, L.A. Japanese Daily News"" on wall.","Singer Chiemi Eri in front of Rafu Shimpo building, Los Angeles, California, March 23, 1953","Tani, Jiro","Photograph by Toyo Miyatake Studio, Gift of the Alan Miyatake Family",,http://media.janm.org/collections/janm_96.267.175_1_p_a.jpg,,c9f3975f9947
"1 negative : b&amp;w; ; 4 x 5 in.  Studio half-portrait of Burt Keiji Yamasaki, a John Marshall High School student delegate selected by Commodore Perry Post 525 to attend the annual American Legion Boys State convention in Sacramento, California, 1953.  Dressed in suit with white shirt, abstract design necktie and white kerchief in breast pocket.","Burt Yamasaki, Boys State delegate, head and shoulder portrait, California, May 22, 1953",Rafu Shimpo,"Photograph by Toyo Miyatake Studio, Gift of the Alan Miyatake Family",,http://media.janm.org/collections/janm_96.267.182_1_a.jpg,,9163837bdf45
"2 negatives : b&amp;w; ; 4 x 5 in.  Men in suits at Citizenship recognition night where Naturalization awards were presented to winning naturalized Issei essay writers at Union Church in Los Angeles, California, November 30, 1956.  Includes two men presenting booklet to a Caucasian man in an overseas cap, ""Commander"" and ""792"" in front of stained glass windows; and three men holding hands as they stand in aisle.","Citizenship recognition night at Union Church, Los Angeles, California, November 30, 1956",Rafu Shimpo,"Photograph by Toyo Miyatake Studio, Gift of the Alan Miyatake Family",,http://media.janm.org/collections/janm_96.267.381_1_a.jpg,,6878432888d0
