title,sourceURL,imageURL,artist,nationality,materials,dimensions,creationDate,galleryLabel,provenance,relatedArtworksURL,relatedArtworksTitle,birthDate,deathDate,EA_id
Calypso,http://www.imamuseum.org/art/collections/artwork/calypso-hitchcock-george,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/a3/a3802584-68b8-4f21-9cad-97125f9a21ab.jpg,"Hitchcock, George",American,oil on canvas,,about 1906,"The elusive qualities of sunshine and breezes are captured in Calypso閳ユ ?flowing classical garb, the billowy clouds and brilliantly colored flowers.
In Greek mythology Calypso was the sea nymph who saved Odysseus from a shipwreck.
Hitchcock worked in Holland and became one of America閳ユ ?leading expatriate painters.",,,,1850,1913,c4a6bbd7cd58
Portrait of Charles H. Brewer (Boy Fishing with Dog),http://www.imamuseum.org/art/collections/artwork/portrait-charles-h-brewer-boy-fishing-dog-cox-jacob,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/a5/a5c32976-937a-4987-971f-474e4cf8c417.jpg,"Cox, Jacob",American,oil on canvas,,about 1868,"Jacob Cox was trained as a tinsmith, a trade that he followed for a time even after he began painting in the early 1840s.
Cox received many portrait commissions but found more personal enjoyment in painting landscapes.
The carefully depicted pet and the image of leisure activity combine to create an engaging impression of the boy閳ユ ?personality and interests.",,,,1810,1892,eb28ee5fd041
Alaska,http://www.imamuseum.org/art/collections/artwork/alaska-bierstadt-albert,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/74/7496feb1-fa91-4f2f-a162-31569079a031.jpg,"Bierstadt, Albert",American,oil on canvas,,about 1889,"Bierstadt's subject is the vast scale and awe-inspiring effect of fog-shrouded mountains and wilderness. ?Though it is entitled Alaska, the actual site may be in British Columbia or Washington.
Bierstadt searched America's wildest regions for his romantic vistas.",,,,1830,1902,1ff4514c72cb
His Majesty Receives,http://www.imamuseum.org/art/collections/artwork/his-majesty-receives-beard-william-holbrook,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/9d/9d178b75-53ca-4d65-9caa-55c7119ce364.jpg,"Beard, William Holbrook",American,oil on canvas,,1885,,,,,1824,1900,f16333e2bf18
Lake Shawangunk,http://www.imamuseum.org/art/collections/artwork/lake-shawangunk-whittredge-worthington,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/8b/8b78f16d-1fcb-42af-947a-4a8aec99b169.jpg,"Whittredge, Worthington",American,oil on canvas,,1863,"This panoramic view captures the atmosphere and luminous colors of the Catskills in autumn.
The light-filled sky reflected in the water may be a metaphor for spiritual and physical harmony.
A tiny image of a boat in the center of the lake leaves a trail of ripples in the water.",Piece was a gift of the Newhouse Galleries in 1944,,,1820,1910,5ab2db40a947
Pleasant Run,http://www.imamuseum.org/art/collections/artwork/pleasant-run-tc-steele,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/32/32ec6410-37eb-4250-b568-4e0c328e2bd8.jpg,T.C. Steele,American,oil on canvas,,1885,"The dark tonalities, backlighting, and even the composition relate to Steele's Bavarian scenes.
In 1885, Pleasant Run defined the eastern and southern limits of Indianapolis.
Painted a few months after Steele returned from Germany, this work is a masterpiece of his Munich manner.",,,,1847,1926,c8fe33d598e8
Joan of Arc,http://www.imamuseum.org/art/collections/artwork/joan-arc-melchers-gari,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/52/52d9ef85-91c2-4730-9382-f57307a684b0.jpg,"Melchers, Gari",,oil on canvas,,,,,,,,,688fee349ce8
Portrait of James Whitcomb Riley,http://www.imamuseum.org/art/collections/artwork/portrait-james-whitcomb-riley-sargent-john-singer,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/36/36068d92-8f11-4c9d-87b7-600bde9c6ebb.jpg,John Singer Sargent,American,oil on canvas,36 x 30 1/2 in.,1903,"Riley is posed in a contemplative manner holding a book to suggest his profession as a writer.
In 1898 Riley delivered a poetry reading to benefit the Art Association of Indianapolis, the forerunner of the Indianapolis Museum of Art.",,,,1856,1925,a5b4a19754b4
The Harbor Light,http://www.imamuseum.org/art/collections/artwork/harbor-light-harrison-birge,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/3c/3c8fdc6d-f4f3-4977-9035-e4e79151946d.jpg,"Harrison, Birge",American,oil on canvas,,about 1900-1910,"Harrison is identified with an American style called Tonalism.
In Tonalist paintings a single hue dominates the composition, which evokes the nuances of light and atmosphere.
The softened details and unpeopled terrain exhibit Tonalism閳ユ ?quiet, meditative state.",,,,1854,1929,9c9474e1fcf1
The Pianist (Stanley Addicks),http://www.imamuseum.org/art/collections/artwork/pianist-stanley-addicks-eakins-thomas,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/5d/5d2949a8-c50f-4b17-8a8a-d362209beb83.jpg,"Eakins, Thomas",American,oil on canvas,,1896,"Addicks appears rapt in thought or perhaps preoccupied by an absorbing melody.
Pianist Stanley Addicks belonged to the circle of friends who provided most of Eakins ?subjects.
Eakins is known for his realism and sensitivity to the psychological aspects of portraiture.",,,,1844,1916,8d017d8d8b26
An August Sunset - Prairie Dell,http://www.imamuseum.org/art/collections/artwork/august-sunset-prairie-dell-adams-john-ottis,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/53/531a75fb-6768-40b1-8836-2b3cda793b81.jpg,"Adams, John Ottis",American,oil on canvas,,1894,"Here the sun sets over the rich, green, prairie landscape. ?A bright orange orb suggests the end of a hot summer day.
This painting is characteristic of the flatness and horizontality of the landscape.
Prairie Dell is an area in Prairie Township, not far from Adams's home in Muncie, Indiana.",Owned by Winifred Brady Adams (wife of the artist); given to the museum by sons of the artist,,,1851,1927,e4be4b4df000
Old Market Woman,http://www.imamuseum.org/art/collections/artwork/old-market-woman-forsyth-william-j,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/9c/9cd64336-2c2d-45a3-863b-f186af5945b3.jpg,"Forsyth, William J.",American,oil on canvas,,1885,"Forsyth focuses on the timeworn quality of the woman's hands and facial features.
This canvas exemplifies the Munich Schools' dark tonality and bravura brushwork.
In 1882 William Forsyth traveled to Munich to study at the Royal Academy.",Purchased from the artist by Friends of American Art and donated to the museum.,,,1854,1935,ee435ad1203f
Landscape near Dachau,http://www.imamuseum.org/art/collections/artwork/landscape-near-dachau-currier-joseph-frank,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/ee/eef7d324-7a52-4651-8a50-47fbb58f928f.jpg,"Currier, Joseph Frank",American,oil on canvas,18 3/4 x 37 1/2 in.,about 1880,"The subdued tones typical of the Munich School are applied with a freedom of execution unusual for the period.
This broad landscape exemplifies Currier閳ユ ?bold, emotional response to the powers of nature.
Currier studied in Munich and鑱絪ometimes painted the dark moors of nearby Dachau.",,,,1843,1909,95fdf9894be1
Concretion,http://www.imamuseum.org/art/collections/artwork/concretion-morris-george-lovett-kingsland,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/74/74f43856-ea7b-470d-92a9-ed1bdbf12896.jpg,"Morris, George Lovett Kingsland",,oil on canvas,,1937,"Concretion is an abstract work, based upon the relationship of colored forms in an undefined space. ?The lively organic shapes maintain a rhythmic and harmonic balance.
The artist felt that painting could express a universal language, not dependent on subject matter or representational images.",The artist to Hirschl and Adler Galleries in New York; IMA 1978,,,,,585c05ff8e04
Frog Fountain,http://www.imamuseum.org/art/collections/artwork/frog-fountain-scudder-janet,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/f4/f4a561d1-8944-48b3-84e8-59db0b687455.jpg,"Scudder, Janet",American,bronze,29 1/4 x 20 1/4 x 14 in.,1901,"This nude figure of a child surrounded by a base of frogs was inspired by children Scudder observed in Italy.
Scudder was one of the premier artists of garden sculpture of her era.
Frog Fountain is Scudder's best-known work.",...purchased (from the artiist?) by the Women's Department Club in 1928.  It was donated to the IMA by the club in 1984,,,1873,1940,ce9eaf54dc5f
Crocuses,http://www.imamuseum.org/art/collections/artwork/crocuses-forsyth-william-j,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/07/07837ae0-844f-4ee5-861d-ae24e7e6cc36.jpg,"Forsyth, William J.",American,oil on canvas,18 x 24 in.,,"This still life is painted with Forsyth's deft brushwork and dramatic flair for color.
Forsyth was a member of Indiana's impressionist painters known as the Hoosier Group.
The artist was the primary instructor at the Herron Art School in Indianapolis for almost 30 years.",,http://www.imamuseum.org/art/collections/artwork/bloom-grape-tc-steele,The Bloom of the Grape,1854,1935,6f823a68781b
Portrait of Edith Whitehill Clowes,http://www.imamuseum.org/art/collections/artwork/portrait-edith-whitehill-clowes-pezzati-pietro,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/c7/c75751d8-51cd-4f4d-846d-01b12b32bf2a.jpg,"Pezzati, Pietro",American,oil on canvas,55 1/4 x 42 1/2 in. (framed),,,,http://www.imamuseum.org/art/collections/artwork/portrait-dr-george-henry-alexander-clowes-pezzati-pietro,Portrait of Dr. George Henry Alexander Clowes,1902,1993,9e6812b7c659
Landscape,http://www.imamuseum.org/art/collections/artwork/landscape-hart-william-m,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/8d/8da0ae50-bfbb-42ff-90d5-8cbff54eb4b1.jpg,"Hart, William M.",American,oil on canvas,10 x 14 in.,19th century,,,,,1823,1894,171ed150ac47
Portrait Medallion (Louise Hartshorne Moore),http://www.imamuseum.org/art/collections/artwork/portrait-medallion-louise-hartshorne-moore-scudder-janet,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/9a/9af6f260-b989-4b9c-bf75-e1e2a90b0285.jpg,"Scudder, Janet",American,silver,H: 4 1/2 in. W: 3 in.,1901,,,,,1873,1940,dd4d5921826b
Wyoming Desert,http://www.imamuseum.org/art/collections/artwork/wyoming-desert-riess-wilhelm-j,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/a8/a8ecfc39-f6a6-49a8-bdad-7a6ad8e89e44.jpg,"Riess, Wilhelm J.",American,oil on canvas,36 x 47 in.,1908,,,,,1856,1919,802d0bdf3c41
Portrait of Jules Bastien-Lepage,http://www.imamuseum.org/art/collections/artwork/portrait-jules-bastien-lepage-saint-gaudens-augustus,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/7e/7e981619-764b-4320-af02-7d1e0fcd1692.jpg,"Saint-Gaudens, Augustus",American,Bronze Relief,14 1/2 x 10 1/2 in.,1880-1880,,,,,1848,1907,0481e5ba182f
On the Balcony,http://www.imamuseum.org/art/collections/artwork/balcony-rush-olive,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/7e/7ec1e932-637b-4209-932d-03319ae5acb8.jpg,"Rush, Olive",American,oil on canvas,32 1/4 x 26 in.,,,,,,1873,1966,df624205b695
Fruit Still Life,http://www.imamuseum.org/art/collections/artwork/fruit-still-life-cox-jacob,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/f6/f60bf99d-f852-43a5-b6c0-47b7d231dfe0.jpg,"Cox, Jacob",American,oil on canvas,31 x 40 in.,,,,http://www.imamuseum.org/art/collections/artwork/melons-hartley-marsden,Melons,1810,1892,cdd9a22bb2d1
"Gramercy Park, New York",http://www.imamuseum.org/art/collections/artwork/gramercy-park-new-york-howell-felicie,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/21/21d4ce5c-35f3-4acd-940c-304934c90161.jpg,"Howell, Felicie",,oil on canvas,30 x 24 in.,1920,,,,,1897,1968,7fc287bbf885
Ice Bound Vessels,http://www.imamuseum.org/art/collections/artwork/ice-bound-vessels-mulhaupt-frederick-john,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/0e/0e76e20c-8943-4346-bca2-6d6d192029e4.jpg,"Mulhaupt, Frederick John",,oil on canvas,36 x 36 in.,about 1920,,,,,,,2dc9cf9b1df3
Portrait of Evans Woolen,http://www.imamuseum.org/art/collections/artwork/portrait-evans-woolen-david-k-rubins,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/f9/f9c218f3-8f61-4e80-bc74-084f420af6ed.jpg,David K. Rubins,American,,55 in.,1944-1944,,,,,1902,1985,1bc88984593b
Portrait of Paul Peckham,http://www.imamuseum.org/art/collections/artwork/portrait-paul-peckham-peckham-lewis,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/34/3462ec43-7315-4544-942a-97cc2f6f9a4b.jpg,"Peckham, Lewis",,watercolor on ivory,1 3/4 x 1 in.,about 1810-1820,"James Peale's likeness of Revolutionary War officer Thomas Humphrey Cushing is typical of his best technique. Peale passed his skills on to his daughter Anna whose portrait is similar to her father's natural flesh tones and firm drawing style.
Miniature portraits have been used as mementos since ancient times.",,,,,,db584e65fb34
Self-Portrait,http://www.imamuseum.org/art/collections/artwork/self-portrait-peckham-lewis-0,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/f2/f28f09af-d8ef-4e06-8d70-cee787c8d4c1.jpg,"Peckham, Lewis",,watercolor on ivory,2 3/4 x 2 1/4 in.,about 1810-1820,"James Peale's likeness of Revolutionary War officer Thomas Humphrey Cushing is typical of his best technique. Peale passed his skills on to his daughter Anna whose portrait is similar to her father's natural flesh tones and firm drawing style.
Miniature portraits have been used as mementos since ancient times.",,,,,,05b28932ebeb
Portrait of William Forsyth,http://www.imamuseum.org/art/collections/artwork/portrait-william-forsyth-forrest-f-stark,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/1c/1c1780cc-cf13-41dd-aa50-fc47b3fa223e.jpg,Forrest F. Stark,American,,H: 13 in.,,,,,,1903,,a40b6c884a16
Reclining Nude,http://www.imamuseum.org/art/collections/artwork/reclining-nude-duveneck-frank,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/e3/e3f32084-493f-43a1-8688-0bbb0c715e78.jpg,"Duveneck, Frank",American,oil on canvas,27 x 54 in.,1892-1892,,,,,1848,1919,cbb64ead4f8d
