dim,made,prov,title,nationality,artist,image_url,birth_date,death_date,EA_id
comp: 45-1/4 x 41 in. (114.9 x 104.1 cm); sheet: 46-1/2 x 42-1/8 in. (118.1 x 107.0 cm),1961,"Norton Simon Museum, Gift of Mr. and Mrs. Paul Kantor","Untitled,",American,Larry Bell,,1939.0,,bfc877a9e869
40 x 40 x 40 in. (101.6 x 101.6 x 101.6 cm),1969,"Norton Simon Museum, Gift of the Artist","Untitled,",American,Larry Bell,http://images.nortonsimon.org/viewer/index.php?id=P.1969.102,1939.0,,6fcd4f754b3c
49-3/4 x 42 in. (126.4 x 106.7 cm),1961,"Norton Simon Museum, Gift of Mr. and Mrs. Paul Kantor","Untitled,",American,Larry Bell,,1939.0,,8ffdd1fb3602
45-1/8 x 42 in. (114.6 x 106.7 cm),1961,"Norton Simon Museum, Gift of Mr. and Mrs. Paul Kantor","Untitled,",American,Larry Bell,,1939.0,,71912a32e2c6
12-1/4 x 12-1/4 x 12-1/4 in. (31.1 x 31.1 x 31.1 cm),1962,"Norton Simon Museum, Museum Purchase with funds donated by the members of the 1967-68 Blum/Coplans Class, Pasadena Art Museum","Untitled,",American,Larry Bell,http://images.nortonsimon.org/viewer/index.php?id=P.1968.02,1939.0,,62ad5f27ef9b
framed: 60-5/8 x 90 in. (154.0 x 228.6 cm); canvas: 48-1/2 x 77-1/4 in. (123.2 x 196.2 cm),c. 1544-45,Norton Simon Art Foundation,"The Flight into Egypt,",Italian,Jacopo Bassano (Jacopo da Ponte),http://images.nortonsimon.org/viewer/index.php?id=M.1969.35.P,1510.0,1592.0,4f0280784800
31 x 25-3/4 in. (78.7 x 65.4 cm),after 1570,The Norton Simon Foundation,"Portrait of a Lady,",Italian,Jacopo Bassano (Jacopo da Ponte),http://images.nortonsimon.org/viewer/index.php?id=F.1965.1.002.P,1510.0,1592.0,957de6b4c5e9
65 x 65 in. (165.1 x 165.1 cm),1962,"Norton Simon Museum, Anonymous Gift through the American Federation of Arts","Ida Rose,",American,Larry Bell,http://images.nortonsimon.org/viewer/index.php?id=P.1962.24,1939.0,,a96f056ca4e9
Image: 9-1/2 x 12-15/16 in. (24.1 x 32.9 cm); Paper: 9-9/16 x 13-3/8 in. (24.3 x 34.0 cm),1968,"Norton Simon Museum, Gift of the Artist","Homage to E.P.,",American,Thomas Francis Barrow,http://images.nortonsimon.org/viewer/index.php?id=PH.1969.03,1938.0,,77c4f72402a7
Image: 9-3/8 x 13-7/8 in. (23.8 x 35.2 cm); Paper: 9-3/4 x 13-15/16 in. (24.8 x 35.4 cm),1968,"Norton Simon Museum, Gift of the Artist","Soft Traveling Machine,",American,Thomas Francis Barrow,http://images.nortonsimon.org/viewer/index.php?id=PH.1969.02,1938.0,,7ed0aa2515ef
48-1/2 x 48-1/2 x 3 in. (123.2 x 123.2 x 7.6 cm),1963,"Norton Simon Museum, Museum Purchase, Fellows Acquisition Fund","A Wisp of the Girl She Used to Be,",American,Larry Bell,http://images.nortonsimon.org/viewer/index.php?id=P.1971.2,1939.0,,a5c039de660e
33-3/4 x 26-3/4 in. (85.7 x 67.9 cm),15th century,The Norton Simon Foundation,"Virgin and Child,",Italian,Giovanni Bellini,http://images.nortonsimon.org/viewer/index.php?id=F.1965.1.003.P,1430.0,1516.0,1365961ba478
10-1/4 x 7-7/8 in. (26 x 20 cm),1474,Norton Simon Art Foundation,"Portrait of Joerg Fugger,",Italian,Giovanni Bellini,http://images.nortonsimon.org/viewer/index.php?id=M.1969.13.P,1430.0,1516.0,23b69245fa17
Sheet: 5-1/2 x 5-1/4 in. (14.0 x 13.3 cm),1968,"Norton Simon Museum, Anonymous Gift, 1969","Players Dracula Cuarto,",American,Billy Al Bengston,http://images.nortonsimon.org/viewer/index.php?id=P.1969.092.417,1934.0,,fbcdd391d978
26-7/8 x 18-3/4 in. (68.3 x 47.6 cm),15th century,The Norton Simon Foundation,"Madonna and Child in Landscape,",Italian,Giovanni Bellini,http://images.nortonsimon.org/viewer/index.php?id=F.1965.1.004.P,1430.0,1516.0,eb0c46dbb0df
Sheet: 15 x 14 in. (38.1 x 35.6 cm); Image: 2-7/8 x 2-1/2 in. (7.3 x 6.4 cm),1968,"Norton Simon Museum, Anonymous Gift, 1969","Paradise Dracula,",American,Billy Al Bengston,http://images.nortonsimon.org/viewer/index.php?id=P.1969.092.394,1934.0,,03f5e45df0cc
Sheet: 13-1/2 x 13 in. (34.3 x 33.0 cm); Image: 8-1/2 x 8 in. (21.6 x 20.3 cm),1968,"Norton Simon Museum, Anonymous Gift, 1969","Oasis Dracula,",American,Billy Al Bengston,http://images.nortonsimon.org/viewer/index.php?id=P.1969.092.409,1934.0,,c1307e19d8cd
Sheet: 5-1/2 x 5-1/4 in. (14.0 x 13.3 cm); Image: 4-1/4 x 3-1/2 in. (10.8 x 8.9 cm),1968,"Norton Simon Museum, Anonymous Gift, 1969","Players Dracula Octavo,",American,Billy Al Bengston,http://images.nortonsimon.org/viewer/index.php?id=P.1969.092.421,1934.0,,5dd8ba85688d
Sheet: 21-1/2 x 21-1/2 in. (54.6 x 54.6 cm),1968,"Norton Simon Museum, Anonymous Gift, 1969","Joiner's Unique Dracula,",American,Billy Al Bengston,http://images.nortonsimon.org/viewer/index.php?id=P.1969.092.410,1934.0,,72b54e664f59
"Sheet: parallelogram, 11-1/2 x 11 in. (29.2 x 27.9 cm)",1968,"Norton Simon Museum, Anonymous Gift, 1969","Hollywood Hawaiian Dracula,",American,Billy Al Bengston,http://images.nortonsimon.org/viewer/index.php?id=P.1969.092.398,1934.0,,0a6350ac9734
Sheet: 21-1/2 x 21-1/2 in. (54.6 x 54.6 cm),1968,"Norton Simon Museum, Anonymous Gift, 1969","Le Roi Dracula,",American,Billy Al Bengston,http://images.nortonsimon.org/viewer/index.php?id=P.1969.092.413,1934.0,,d81007dbbb9b
"Sheet: parallelogram, 11 x 10-1/2 in. (27.9 x 26.7 cm)",1968,"Norton Simon Museum, Anonymous Gift, 1969","Downtowner Dracula,",American,Billy Al Bengston,http://images.nortonsimon.org/viewer/index.php?id=P.1969.092.397,1934.0,,b74ba61b5eaf
"Sheet: parallelogram, 11-1/2 x 10-3/4 in. (29.2 x 27.3 cm)",1968,"Norton Simon Museum, Anonymous Gift, 1969","Executive Party Dracula,",American,Billy Al Bengston,http://images.nortonsimon.org/viewer/index.php?id=P.1969.092.395,1934.0,,9431d770c882
Sheet: 7-3/4 x 7-1/2 in. (19.7 x 19.1 cm); Image: 5-3/4 x 6-1/4 in. (14.6 x 15.9 cm),1968,"Norton Simon Museum, Anonymous Gift, 1969","Dan River Dracula,",American,Billy Al Bengston,http://images.nortonsimon.org/viewer/index.php?id=P.1969.092.412,1934.0,,ee336a7498ed
Image: 6-1/2 x 9-1/4 in. (16.5 x 23.5 cm),1967,"Norton Simon Museum, Gift of the Artist","Colma,",American,Gordon L. Bennett,http://images.nortonsimon.org/viewer/index.php?id=PH.1969.37,1933.0,,7e4c7fcc0927
Sheet: 5-1/2 x 5-1/4 in. (14.0 x 13.3 cm); Image: 5 x 4-3/4 in. (12.7 x 12.1 cm),1968,"Norton Simon Museum, Anonymous Gift, 1969","Players Dracula Primero,",American,Billy Al Bengston,http://images.nortonsimon.org/viewer/index.php?id=P.1969.092.414,1934.0,,25d62f5b9055
Sheet: 14-3/4 x 14-3/4 in. (37.5 x 37.5 cm),1972,"Norton Simon Museum, Gift of Mrs. Jennifer Jones Simon","Untitled,",American,Billy Al Bengston,http://images.nortonsimon.org/viewer/index.php?id=P.1977.16,1934.0,,13cc186ef7d0
"Sheet: parallelogram, 10-3/4 x 10-1/2 in. (27.3 x 26.7 cm)",1968,"Norton Simon Museum, Anonymous Gift, 1969","Twilight Executive Dracula,",American,Billy Al Bengston,http://images.nortonsimon.org/viewer/index.php?id=P.1969.092.396,1934.0,,e19a10eb6ce1
Sheet: 5 x 4-5/8 in. (12.7 x 11.7 cm),1968,"Norton Simon Museum, Anonymous Gift, 1969","Saga Dracula Tercero,",American,Billy Al Bengston,http://images.nortonsimon.org/viewer/index.php?id=P.1969.092.407,1934.0,,3c4b6d4ee022
Sheet: 5 x 4-5/8 in. (12.7 x 11.7 cm),1968,"Norton Simon Museum, Anonymous Gift, 1969","Saga Dracula Cuarto,",American,Billy Al Bengston,http://images.nortonsimon.org/viewer/index.php?id=P.1969.092.408,1934.0,,5072962dc56b
44 x 68-1/4 in. (111.8 x 173.4 cm),c. 1625,The Norton Simon Foundation,"Aldrovandi Dog,",Italian,Giovanni Francesco Barbieri called Guercino,http://images.nortonsimon.org/viewer/index.php?id=F.1984.2.P,1591.0,1666.0,3e2a2a17038a
Image: 5-3/4 x 8-3/8 in. (14.6 x 21.3 cm),1971,"Norton Simon Museum, Gift of the Artist","Tract House #18,",American,Lewis Baltz,http://images.nortonsimon.org/viewer/index.php?id=PH.1971.109,1945.0,,99f765a83b77
46 x 36-3/4 in. (116.8 x 93.3 cm),c. 1621,The Norton Simon Foundation,"Suicide of Cleopatra,",Italian,Giovanni Francesco Barbieri called Guercino,http://images.nortonsimon.org/viewer/index.php?id=F.1973.30.P,1591.0,1666.0,17ca2a867416
29-1/8 in x 23 in. (74 x 58.4 cm),"May 28, 1973",Norton Simon Art Foundation,"Norton Simon,",American,Don Bachardy,http://images.nortonsimon.org/viewer/index.php?id=M.2007.2.D,1934.0,,3cb77c5fb816
Image: 5-9/16 x 8-5/8 in. (14.1 x 21.9 cm),1971,"Norton Simon Museum, Gift of the Artist","Tract House #19,",American,Lewis Baltz,http://images.nortonsimon.org/viewer/index.php?id=PH.1971.110,1945.0,,99a69fe27d7f
sheet: 29-1/8 x 23-1/8 in. (74 x 58.7 cm),"May 28, 1973",Norton Simon Art Foundation,"Norton Simon,",American,Don Bachardy,http://images.nortonsimon.org/viewer/index.php?id=M.2006.1.D,1934.0,,ea81f979bbcb
Image: 6 x 8-5/8 in. (15.2 x 21.9 cm),1971,"Norton Simon Museum, Gift of the Artist","Tract House #16,",American,Lewis Baltz,http://images.nortonsimon.org/viewer/index.php?id=PH.1971.107,1945.0,,7e480688c5d5
Image: 5-13/16 x 8-1/2 in. (14.8 x 21.6 cm),1971,"Norton Simon Museum, Gift of the Artist","Tract House #17,",American,Lewis Baltz,http://images.nortonsimon.org/viewer/index.php?id=PH.1971.108,1945.0,,375e5a382c5c
Image: 5-11/16 x 8-1/2 in. (14.4 x 21.6 cm),1971,"Norton Simon Museum, Gift of the Artist","Tract House #15,",American,Lewis Baltz,http://images.nortonsimon.org/viewer/index.php?id=PH.1971.106,1945.0,,c2aa7bd77032
Image: 5-7/16 x 8-7/16 in. (13.8 x 21.4 cm),1971,"Norton Simon Museum, Gift of the Artist","Tract House #14,",American,Lewis Baltz,http://images.nortonsimon.org/viewer/index.php?id=PH.1971.105,1945.0,,3f13981c563e
Sheet: 21-1/8 x 23-3/4 in. (53.7 x 60.3 cm),1967,"Norton Simon Museum, Anonymous Gift, 1967","Citron, Bol et Compotier,",French,Mario Avati,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.289,1921.0,,61a95a250de3
Sheet: 21-1/8 x 23-3/4 in. (53.7 x 60.3 cm),1967,"Norton Simon Museum, Anonymous Gift, 1967","Les Artichauts de Los Angeles,",French,Mario Avati,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.291,1921.0,,a6bd5f478c30
Sheet: 21-1/8 x 23-3/4 in. (53.7 x 60.3 cm),1967,"Norton Simon Museum, Anonymous Gift, 1967","Les Artichauts de Los Angeles,",French,Mario Avati,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.290,1921.0,,9181933c4313
Sheet: 30 x 22 in. (76.2 x 55.9 cm),1965,"Norton Simon Museum, Anonymous Gift, 1967","Nothingness,",Japanese,Kengiro Azuma,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.135,1926.0,,61befc5b0786
Sheet: 21-1/8 x 23-3/4 in. (53.7 x 60.3 cm),1967,"Norton Simon Museum, Anonymous Gift, 1967","Citron, Bol et Compotier,",French,Mario Avati,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.288,1921.0,,abaf47bb85fd
130 x 65 in. (330.2 x 165.1 cm),1966,"Norton Simon Museum, Gift of Mr. Charles Cowles","Untitled,",American,Edward Avedisian,http://images.nortonsimon.org/viewer/index.php?id=P.1967.07,1936.0,2007.0,2cf34b62e6bf
Sheet: 30 x 22 in. (76.2 x 55.9 cm),1965,"Norton Simon Museum, Anonymous Gift, 1967","Nothing,",Japanese,Kengiro Azuma,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.136,1926.0,,b6f4089f8f35
Image: 5-5/8 x 8-5/8 in. (14.3 x 21.9 cm),1971,"Norton Simon Museum, Gift of the Artist","Tract House #13,",American,Lewis Baltz,http://images.nortonsimon.org/viewer/index.php?id=PH.1971.104,1945.0,,8d3136a12683
sheet: 20 x 20-1/8 in. (50.8 x 51.1 cm),1965,"Norton Simon Museum, Anonymous Gift, 1968","Untitled,",American,Edward Avedisian,http://images.nortonsimon.org/viewer/index.php?id=P.1968.27.002,1936.0,2007.0,cab3f923f1e2
Image: 5-5/8 x 8-1/2 in. (14.3 x 21.6 cm),1971,"Norton Simon Museum, Gift of the Artist","Tract House #12,",American,Lewis Baltz,http://images.nortonsimon.org/viewer/index.php?id=PH.1971.103,1945.0,,ac435306f731
Image: 5-1/4 x 8-1/16 in. (13.3 x 20.5 cm),1971,"Norton Simon Museum, Gift of the Artist","Tract House #2,",American,Lewis Baltz,http://images.nortonsimon.org/viewer/index.php?id=PH.1971.093,1945.0,,62ea35abc2b4
Image: 5-9/16 x 8-1/4 in. (14.1 x 21.0 cm),1971,"Norton Simon Museum, Gift of the Artist","Tract House #11,",American,Lewis Baltz,http://images.nortonsimon.org/viewer/index.php?id=PH.1971.102,1945.0,,d984987dbb9c
Image: 5-5/8 x 7-7/8 in. (14.3 x 20.0 cm),1971,"Norton Simon Museum, Gift of the Artist","Tract House #1,",American,Lewis Baltz,http://images.nortonsimon.org/viewer/index.php?id=PH.1971.092,1945.0,,96d09870359b
Image: 5 x 7-1/4 in. (12.7 x 18.4 cm),1968,"Norton Simon Museum, Gift of the Artist","Sausalito #14,",American,Lewis Baltz,http://images.nortonsimon.org/viewer/index.php?id=PH.1971.001,1945.0,,b086474482fd
Image: 5-3/4 x 8-1/2 in. (14.6 x 21.6 cm),1971,"Norton Simon Museum, Gift of the Artist","Tract House #10,",American,Lewis Baltz,http://images.nortonsimon.org/viewer/index.php?id=PH.1971.101,1945.0,,a029e7019165
116 x 116 in. (294.6 x 294.6 cm),1974,"Norton Simon Museum, Museum Purchase / With the aid of funds from the National Endowment for the Arts, and the Fellows of the Pasadena Art Museum Acquisition Fund","Punta Tintorera Dracula,",American,Billy Al Bengston,http://images.nortonsimon.org/viewer/index.php?id=P.1974.5,1934.0,,f886e735f25e
Sheet: 5-1/2 x 5-1/4 in. (14.0 x 13.3 cm); Image: 2-1/2 x 3-1/4 in. (6.4 x 8.3 cm),1968,"Norton Simon Museum, Anonymous Gift, 1969","Players Dracula Undecimo,",American,Billy Al Bengston,http://images.nortonsimon.org/viewer/index.php?id=P.1969.092.424,1934.0,,f2ff9ee7eabd
Sheet: 5-1/2 x 5-1/4 in. (14.0 x 13.3 cm),1968,"Norton Simon Museum, Anonymous Gift, 1969","Players Dracula Tercero,",American,Billy Al Bengston,http://images.nortonsimon.org/viewer/index.php?id=P.1969.092.416,1934.0,,43de52972114
Sheet: 5-1/2 x 5-1/4 in. (14.0 x 13.3 cm),1968,"Norton Simon Museum, Anonymous Gift, 1969","Players Dracula Sexto,",American,Billy Al Bengston,http://images.nortonsimon.org/viewer/index.php?id=P.1969.092.419,1934.0,,cdfeca15eeda
Sheet: 5-1/2 x 5-1/4 in. (14.0 x 13.3 cm); Image: 3-3/4 x 3-1/2 in. (9.5 x 8.9 cm),1968,"Norton Simon Museum, Anonymous Gift, 1969","Players Dracula Septimo,",American,Billy Al Bengston,http://images.nortonsimon.org/viewer/index.php?id=P.1969.092.420,1934.0,,3727478ec1cc
Sheet: 5-1/2 x 5-1/4 in. (14.0 x 13.3 cm),1968,"Norton Simon Museum, Anonymous Gift, 1969","Players Dracula Segundo,",American,Billy Al Bengston,http://images.nortonsimon.org/viewer/index.php?id=P.1969.092.415,1934.0,,cd542b29e4de
Sheet: 5-1/2 x 5-1/4 in. (14.0 x 13.3 cm),1968,"Norton Simon Museum, Anonymous Gift, 1969","Players Dracula Quinto,",American,Billy Al Bengston,http://images.nortonsimon.org/viewer/index.php?id=P.1969.092.418,1934.0,,72c5e2b40921
Image: 5-1/2 x 8-5/8 in. (14.0 x 21.9 cm),1971,"Norton Simon Museum, Gift of the Artist","Tract House #7,",American,Lewis Baltz,http://images.nortonsimon.org/viewer/index.php?id=PH.1971.098,1945.0,,7109f98d925d
Image: 5-7/8 x 8-1/4 in. (14.9 x 21.0 cm),1971,"Norton Simon Museum, Gift of the Artist","Tract House #20,",American,Lewis Baltz,http://images.nortonsimon.org/viewer/index.php?id=PH.1971.111,1945.0,,47964c8e42ef
Image: 5-1/2 x 8-3/8 in. (14.0 x 21.3 cm),1971,"Norton Simon Museum, Gift of the Artist","Tract House #9,",American,Lewis Baltz,http://images.nortonsimon.org/viewer/index.php?id=PH.1971.100,1945.0,,72a4e3c44f27
Image: 5-1/2 x 8-1/8 in. (14.0 x 20.6 cm),1971,"Norton Simon Museum, Gift of the Artist","Tract House #6,",American,Lewis Baltz,http://images.nortonsimon.org/viewer/index.php?id=PH.1971.097,1945.0,,576c7fd0a7ad
Image: 5-11/12 x 8-3/8 in. (15.0 x 21.3 cm),1971,"Norton Simon Museum, Gift of the Artist","Tract House #5,",American,Lewis Baltz,http://images.nortonsimon.org/viewer/index.php?id=PH.1971.096,1945.0,,1ef5dcfc12d4
Image: 5-9/16 x 8-11/16 in. (14.1 x 22.1 cm),1971,"Norton Simon Museum, Gift of the Artist","Tract House #25,",American,Lewis Baltz,http://images.nortonsimon.org/viewer/index.php?id=PH.1971.115,1945.0,,e678255cc0b8
Image: 9-1/8 x 6-11/16 in. (23.2 x 17.0 cm),"c. 1899-1900, printed 1956 by Berenice Abbott from Atget's negative","Norton Simon Museum, Gift of Mr. Shirley C. Burden, in memory of Flobelle Fairbanks Burden","Street Pavers, Paris,",French,Eugène Atget,,1856.0,1927.0,f0a111eca3b3
Image: 5-3/4 x 8-7/8 in. (14.6 x 22.5 cm),1971,"Norton Simon Museum, Gift of the Artist","Tract House #4,",American,Lewis Baltz,http://images.nortonsimon.org/viewer/index.php?id=PH.1971.095,1945.0,,1c95428ab19f
Image: 5-7/16 x 8-1/4 in. (13.8 x 21.0 cm),1971,"Norton Simon Museum, Gift of the Artist","Tract House #3,",American,Lewis Baltz,http://images.nortonsimon.org/viewer/index.php?id=PH.1971.094,1945.0,,a7896c8eff64
Image: 9-1/16 x 6-3/4 in. (23.0 x 17.2 cm),"1925, printed 1956 by Berenice Abbott from Atget's negative","Norton Simon Museum, Gift of Mr. Shirley C. Burden, in memory of Flobelle Fairbanks Burden","Men's Fashions,",French,Eugène Atget,,1856.0,1927.0,659bb2d811d2
Image: 8-3/16 x 6-5/8 in. (20.8 x 16.8 cm),"c. 1899-1900, printed 1956 by Berenice Abbott from Atget's negative","Norton Simon Museum, Gift of Mr. Shirley C. Burden, in memory of Flobelle Fairbanks Burden","Lampshade Peddler,",French,Eugène Atget,,1856.0,1927.0,80020e8ce96d
Image: 9-1/4 x 6-15/16 in. (23.5 x 17.6 cm),"1910, printed 1956 by Berenice Abbott from Atget's negative","Norton Simon Museum, Gift of Mr. Shirley C. Burden, in memory of Flobelle Fairbanks Burden","Funeral (Pompe Funebre-1E Classe),",French,Eugène Atget,,1856.0,1927.0,99941a54363f
Image: 5-1/2 x 8-13/16 in. (14.0 x 22.4 cm),1971,"Norton Simon Museum, Gift of the Artist","Tract House #23,",American,Lewis Baltz,http://images.nortonsimon.org/viewer/index.php?id=PH.1971.114,1945.0,,edc3464609bc
Sheet: 20 x 25 in. (50.8 x 63.5 cm),1965,"Norton Simon Museum, Anonymous Gift, 1966","Faces,",American,Ruth Asawa,http://images.nortonsimon.org/viewer/index.php?id=P.1966.07.144,1926.0,,5becfeee278f
Image: 8-3/4 x 15 in. (22.2 x 38.1 cm),1971,"Norton Simon Museum, Gift of the Artist","Tract House #24,",American,Lewis Baltz,http://images.nortonsimon.org/viewer/index.php?id=PH.1971.085,1945.0,,57afa36acb87
comp: 32-3/4 x 22 in. (83.2 x 55.9 cm); sheet: 40-1/2 x 27-1/4 in. (102.9 x 69.2 cm),1973,"Norton Simon Museum, Gift of Elise Anne Doyle","Rainbow Score,",American,Walter Miller Askin,http://images.nortonsimon.org/viewer/index.php?id=P.2001.02.1,,,98186bc35db8
Sheet: 18 x 18 in. (45.7 x 45.7 cm),1965,"Norton Simon Museum, Anonymous Gift, 1967","Desert Plant,",American,Ruth Asawa,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.134,1926.0,,c15e68e88805
Sheet: 20-1/4 x 26 in. (51.4 x 66.0 cm),1965,"Norton Simon Museum, Anonymous Gift, 1966","Desert Flower,",American,Ruth Asawa,http://images.nortonsimon.org/viewer/index.php?id=P.1966.07.121,1926.0,,cb3e6b2b51cf
Sheet: 21 x 22 in. (53.3 x 55.9 cm),1965,"Norton Simon Museum, Anonymous Gift, 1966","Chrysanthemums,",American,Ruth Asawa,http://images.nortonsimon.org/viewer/index.php?id=P.1966.07.133,1926.0,,99a6e58f09da
Sheet: 30 x 22 in. (76.2 x 55.9 cm),1965,"Norton Simon Museum, Anonymous Gift, 1966","Chrysanthemums,",American,Ruth Asawa,http://images.nortonsimon.org/viewer/index.php?id=P.1966.07.132,1926.0,,dc8eb37c61ad
Sheet: 18-1/2 x 18-1/2 in. (47.0 x 47.0 cm); Image: 17-1/2 x 17-1/2 in. (44.5 x 44.5 cm),1965,"Norton Simon Museum, Anonymous Gift, 1966","Desert Flower,",American,Ruth Asawa,http://images.nortonsimon.org/viewer/index.php?id=P.1966.07.119,1926.0,,297165ae0137
Sheet: 22 x 27-3/8 in. (55.9 x 69.5 cm),1965,"Norton Simon Museum, Anonymous Gift, 1966","Desert Flower,",American,Ruth Asawa,http://images.nortonsimon.org/viewer/index.php?id=P.1966.07.120,1926.0,,271a39fa3f09
Sheet: 41 x 29 in. (104.1 x 73.7 cm),1965,"Norton Simon Museum, Anonymous Gift, 1966","Chair II,",American,Ruth Asawa,http://images.nortonsimon.org/viewer/index.php?id=P.1966.07.149,1926.0,,397ea2767a34
Sheet: 41 x 29 in. (104.1 x 73.7 cm),1965,"Norton Simon Museum, Anonymous Gift, 1966","Chair,",American,Ruth Asawa,http://images.nortonsimon.org/viewer/index.php?id=P.1966.07.148,1926.0,,194c1e6269f6
Sheet: 22 x 22 in. (55.9 x 55.9 cm); Image: 20 x 12-1/4 in. (50.8 x 31.1 cm),1965,"Norton Simon Museum, Anonymous Gift, 1966","Aiko,",American,Ruth Asawa,http://images.nortonsimon.org/viewer/index.php?id=P.1966.07.125,1926.0,,643067c647b3
Sheet: 22 x 30 in. (55.9 x 76.2 cm),1965,"Norton Simon Museum, Anonymous Gift, 1966","Babies,",American,Ruth Asawa,http://images.nortonsimon.org/viewer/index.php?id=P.1966.07.137,1926.0,,170f42536c4c
Sheet: 11 x 10 in. (27.9 x 25.4 cm),1965,"Norton Simon Museum, Anonymous Gift, 1966","Bud,",American,Ruth Asawa,http://images.nortonsimon.org/viewer/index.php?id=P.1966.07.151,1926.0,,1c5ee0c0b209
23 x 21-3/4 x 12 in. (58.4 x 55.2 x 30.5 cm),1980,"Norton Simon Museum, Gift of Horace and Vicki Solaini Baker","Polyplanograph,",American,Walter Miller Askin,,,,4613e1a90a9d
Sheet: 11 x 11 in. (27.9 x 27.9 cm),1965,"Norton Simon Museum, Anonymous Gift, 1966","Flowers I,",American,Ruth Asawa,http://images.nortonsimon.org/viewer/index.php?id=P.1966.07.104,1926.0,,da500e35f9b4
Sheet:  39-3/4 x 27-3/4 in. (101.0 x 70.5 cm);  Image:  29-3/4 x 19-3/4 in. (75.6 x 50.2 cm),1970,"Norton Simon Museum, Gift of the Artist","Bruegel-Britannia,",American,Walter Miller Askin,http://images.nortonsimon.org/viewer/index.php?id=P.1972.05,,,be0d1fac9a77
44 x 50 inches (111.8 x 127 cm),1970,"Norton Simon Museum, Gift of Elise Anne Doyle","Float,",American,Walter Miller Askin,,,,99d4bcdf2e80
44 x 50 inches (111.8 x 127 cm),1970,"Norton Simon Museum, Gift of Elise Anne Doyle","Ostend,",American,Walter Miller Askin,,,,c01ae43eb3c2
Image: 5-1/2 x 8-1/2 in. (14.0 x 21.6 cm),1971,"Norton Simon Museum, Gift of the Artist","Tract House #22,",American,Lewis Baltz,http://images.nortonsimon.org/viewer/index.php?id=PH.1971.113,1945.0,,1067ded165b7
Image: 5-15/16 x 8-1/2 in. (15.1 x 21.6 cm),1971,"Norton Simon Museum, Gift of the Artist","Tract House #21,",American,Lewis Baltz,http://images.nortonsimon.org/viewer/index.php?id=PH.1971.112,1945.0,,ed87b08e405f
