Artist_Name,Process,Dimensions,Provenance,image,Artwork_Name,Artwork_Year,EA_id
Laura Owens,Acrylic on canvas,24 x 20 in. (61 x 50.8 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Thea Westreich and Ethan Wagner in honor of Ann Goldstein",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.100&dim=300px,Untitled,1997,c8322be519d7
Laura Owens,"Acrylic, pencil, and collage on paper",24 x 18 in. (61 x 45.7 cm),"The Museum of Contemporary Art, Los Angeles
Partial and promised gift of Martin and Rebecca Eisenberg",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2003.49&dim=300px,Untitled,2003,a4c7f96f33f7
Hirsch Perlman,"Untitled , 1986","Aluminum siding, Haworth Office desk, laminated black and white photograph, oil and wax in tin pan","132 x 360 x 96 in. (335.3 x 914.4 x 243.8 cm)
Other (Desk): 24 1/2 x 61 x 30 in. (62.2 x 154.9 x 76.2 cm)
Other (Pan): 10 x 8 in. (25.4 x 20.3 cm)",http://www.moca.org/museum/pc_media_viewer.php?acsnum=92.3&dim=300px,Mitchell Kane,,adf756ea7c6e
Hirsch Perlman,"DVD projection, digital stills and certificate, edition 2/3",Dimensions variable,"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by the Curatorial Discretionary Fund",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2001.22&dim=300px,Two Affect Studies,2000,defd84d5b46d
Tom Wudl,Acrylic and gold leaf on perforated rice paper,92 x 51 in. (233.7 x 129.5 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Beatrice and Philip Gersh",http://www.moca.org/museum/pc_media_viewer.php?acsnum=83.37&dim=300px,Verde,1972,bad634702b06
Dennis Oppenheim,Two color photographs and black and white text drymounted on museum board,Each: 41 1/2 x 61 in. (105.4 x 154.9 cm),"The Museum of Contemporary Art, Los Angeles
Gift of the artist",http://www.moca.org/museum/pc_media_viewer.php?acsnum=96.11&dim=300px,Reading Position for a Second Degree Burn,1970,2f0a6cff46e2
Claes Oldenburg,"Muslin soaked in plaster over wire frame, painted with enamel",43 1/4 x 18 in. (109.9 x 45.7 cm),"The Museum of Contemporary Art, Los Angeles
The Panza Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=86.13&dim=300px,Green Stocking,1961,db8e17698b9a
Claes Oldenburg,"Muslin soaked in plaster over wire frame, painted with enamel",61 x 37 1/2 x 36 3/4 in. (154.9 x 95.3 x 93.3 cm),"The Museum of Contemporary Art, Los Angeles
The Panza Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=85.20&dim=300px,Bride Mannikin,1961,6a9c77ddfbf2
Claes Oldenburg,Crayon on paper,"Paper: 11 x 13 3/4 in. (27.9 x 34.9 cm)
Frame: 32 x 25 3/4 x 7 3/4 in. (81.3 x 65.4 x 19.7 cm)","The Museum of Contemporary Art, Los Angeles
Gift of Margo H. Leavin",http://www.moca.org/museum/pc_media_viewer.php?acsnum=87.73&dim=300px,Study for a Colossal Monument to Mayor Daley #2,1968,a69e9d606144
Claes Oldenburg,"Muslin soaked in plaster over wire frame, painted with enamel",20 x 13 x 19 in. (50.8 x 33 x 48.3 cm),"The Museum of Contemporary Art, Los Angeles
The Panza Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=88.9&dim=300px,Pie a La Mode,1962,f6515aba1f14
Claes Oldenburg,"Pencil, crayon, and chalk on paper","Paper: 29 x 23 in. (73.7 x 58.4 cm)
Frame: 34 1/2 x 29 1/2 x 1 1/2 in. (87.6 x 74.9 x 3.8 cm)","The Museum of Contemporary Art, Los Angeles
Gift of The Melville J. Kolliner Family Trust in memory of Beatrice S. Kolliner",http://www.moca.org/museum/pc_media_viewer.php?acsnum=89.6&dim=300px,Project for a Beachhouse in the Form of the Letter Q,1972,3a318a5bb86b
Bill Owens,Gelatin silver print,Paper: 8 x 10 in. (20.3 x 25.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Gary A. Richwald, MD, MPH in memory of Ann and Marvin Richwald",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.69.67&dim=300px,Some days when there is no one to play with I build Glenn a tent play house out of two chairs and two blankets.,1972,0af1cd1eaab9
Bill Owens,Gelatin silver print,Paper: 8 x 10 in. (20.3 x 25.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Gary A. Richwald, MD, MPH in memory of Ann and Marvin Richwald",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.69.65&dim=300px,Untitled,1972,ffb72520736f
Bill Owens,Gelatin silver print,Paper: 10 x 8 in. (25.4 x 20.3 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Gary A. Richwald, MD, MPH in memory of Ann and Marvin Richwald",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.69.63&dim=300px,If Bank of American knew the truth...,1972,528b281ef219
Bill Owens,Gelatin silver print,Paper: 8 x 10 in. (20.3 x 25.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Gary A. Richwald, MD, MPH in memory of Ann and Marvin Richwald",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.69.71&dim=300px,The best way to help your city government and have fun is to come out on a Saturday morning and pull weeds in a median strip.,1972,ec1d3f2b9c56
Bill Owens,Gelatin silver print,Paper: 8 x 10 in. (20.3 x 25.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Gary A. Richwald, MD, MPH in memory of Ann and Marvin Richwald",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.69.68&dim=300px,My kids love soccer and this is Saturday morning before the game.,1972,238089179b1e
Bill Owens,Gelatin silver print,Paper: 8 x 10 in. (20.3 x 25.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Gary A. Richwald, MD, MPH in memory of Ann and Marvin Richwald",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.69.72&dim=300px,My dad thinks it&#039;s a good idea to take all the leaves off the tree and rake up the yard.  I think he&#039;s crazy.,1972,0a0e7aeee57d
Bill Owens,Gelatin silver print,Paper: 10 x 8 in. (25.4 x 20.3 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Gary A. Richwald, MD, MPH in memory of Ann and Marvin Richwald",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.69.70&dim=300px,I don&#039;t feel that Richie playing with guns will have a negative effect on his personality.  (He already wants to be a policeman).  His childhood gun-playing won&#039;t make him into a cop-shooter.  By playing with guns (SEE NOTES SECTION FOR COMPLETE TITLE),1972,d716d1b1276a
Bill Owens,Gelatin silver print,Paper: 10 x 8 in. (25.4 x 20.3 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Gary A. Richwald, MD, MPH in memory of Ann and Marvin Richwald",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.69.66&dim=300px,"I put my hair up once or twice a week.  It&#039;s the only way I can get curls in it.  When it&#039;s combed out, I&#039;m willing to be seen in public.",1972,19819006ca35
Richard Prince,Ektacolor photographs,86 x 47 in. (218.4 x 119.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Daniel Weinberg",http://www.moca.org/museum/pc_media_viewer.php?acsnum=92.84&dim=300px,Untitled (Palms and Decals),1987,4ca81459ee7d
Richard Prince,Oil and enamel on fiberglass and wood,60 1/4 x 51 1/2 x 5 1/2 in. (153 x 130.8 x 14 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Mandy and Cliff Einstein in honor of Jeremy Strick",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2001.51&dim=300px,Untitled (White Car Hood),1992,0142e6b65254
Richard Prince,"Ektacolor print, edition 2/2",86 x 47 in. (218.4 x 119.4 cm),"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by the National Endowment for the Arts, a Federal Agency, and Councilman Joel Wachs",http://www.moca.org/museum/pc_media_viewer.php?acsnum=89.31&dim=300px,O.K. Girl,1988,82ae46b8e110
Richard Prince,Three publicity photographs,Each: 33 x 41 in. (83.8 x 104.1 cm),"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by LLWW Foundation",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2001.38&dim=300px,Untitled (Publicity),2000,41075e75ea12
Patrick Nickell,"Cardboard, newspaper, string, masking tape, and paint",50 x 46 x 18 in. (127 x 116.8 x 45.7 cm),"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by the Curatorial Discretionary Fund and David Richards and Geoff Tuck",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2003.72&dim=300px,Untitled,1997,e43302079c7a
Bill Owens,Gelatin silver print,Paper: 8 x 10 in. (20.3 x 25.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Gary A. Richwald, MD, MPH in memory of Ann and Marvin Richwald",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.69.41&dim=300px,Untitled,1972,84222d41748d
Bill Owens,Chromogenic print,30 x 40 in. (76.2 x 101.6 cm),"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by the Acquisition and Collection Committee",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.62&dim=300px,Doing laundry is death defying; as soon as you&#039;re done you have to start all over again.,1972,b3223490e996
Bill Owens,Gelatin silver print,Paper: 8 x 10 in. (20.3 x 25.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Gary A. Richwald, MD, MPH in memory of Ann and Marvin Richwald",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.69.38&dim=300px,Andrew doesn&#039;t like to go to the bathroom alone.,1972,ec298f6f90f3
Bill Owens,Gelatin silver print,Paper: 8 x 10 in. (20.3 x 25.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Gary A. Richwald, MD, MPH in memory of Ann and Marvin Richwald",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.69.36&dim=300px,"I wanted Christina to learn some responsibility for cleaning her room, but it didn&#039;t work.",1972,092306ed2148
Bill Owens,Gelatin silver print,Paper: 8 x 10 in. (20.3 x 25.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Gary A. Richwald, MD, MPH in memory of Ann and Marvin Richwald",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.69.32&dim=300px,"I enjoy giving a Tupperware party in my home.  It gives me a chance to talk to my friends.  But really, Tupperware is a homemaker&#039;s dream, you save time and money because your food keeps longer.",1972,10d7f7e649ec
Bill Owens,Gelatin silver print,Paper: 8 x 10 in. (20.3 x 25.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Gary A. Richwald, MD, MPH in memory of Ann and Marvin Richwald",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.69.34&dim=300px,"We feel most people have the wrong attitude towards sex, that it&#039;s nasty and has to be done only in the dark.  With us sex takes care of itself.",1972,3f00a2d5a711
Jackson Pollock,"Pen and ink, colored pencil, and watercolor on colored paper",15 3/8 x 13 1/2 in. (39.1 x 34.3 cm),"The Museum of Contemporary Art, Los Angeles
Bequest of Marcia Simon Weisman",http://www.moca.org/museum/pc_media_viewer.php?acsnum=96.151&dim=300px,Untitled,1943,07feb5f4ebfd
Jackson Pollock,Watercolor and ink on Howell paper,17 5/8 x 22 in. (44.8 x 55.9 cm),"The Museum of Contemporary Art, Los Angeles
Gift of The American Art Foundation",http://www.moca.org/museum/pc_media_viewer.php?acsnum=82.40&dim=300px,Number 15,1951,f316805de337
Jackson Pollock,Enamel and metallic paint on canvas,63 x 102 in. (160 x 259.1 cm),"The Museum of Contemporary Art, Los Angeles
The Rita and Taft Schreiber Collection
Given in loving memory of her husband, Taft Schreiber, by Rita Schreiber",http://www.moca.org/museum/pc_media_viewer.php?acsnum=89.23&dim=300px,Number 1,1949,b31a39140377
Jackson Pollock,Oil and enamel on canvas affixed to masonite,30 3/8 x 22 1/2 in. (77.2 x 57.2 cm),"The Museum of Contemporary Art, Los Angeles
Partial and promised gift of Beatrice and Philip Gersh",http://www.moca.org/museum/pc_media_viewer.php?acsnum=88.38&dim=300px,Number 3,1948,f774fff42d43
Christopher Wool,Alkyd and acrylic on aluminum,69 x 64 in. (175.3 x 162.6 cm),"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by Dagny Janss Corcoran, Douglas S. Cramer and an anonymous donor",http://www.moca.org/museum/pc_media_viewer.php?acsnum=90.7&dim=300px,Untitled,1990,e3abf944f09a
Christopher Wool,"Artist book, edition 280/350",23 x 16 in. (58.4 x 40.6 cm),"The Museum of Contemporary Art, Los Angeles
Gift of the artist",http://www.moca.org/museum/pc_media_viewer.php?acsnum=90.16&dim=300px,Black Book,1989,2b4d3a97928f
Daniel Zeller,Graphite on paper,"15 1/2 x 12 1/2 in. (39.4 x 31.8 cm)
Paper: 11 x 9 1/2 in. (27.9 x 24.1 cm)","The Museum of Contemporary Art, Los Angeles
Gift of Councilman Joel Wachs",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.265&dim=300px,Channel,2000,369fd53f93df
Kate Ericson,"Feed and Seed , 1990",Seed bags and etched plexiglas,"3@: 33 x 18 x 3 in. (83.8 x 45.7 x 7.6 cm)
3@: 33 x 18 x 1 1/2 in. (83.8 x 45.7 x 3.8 cm)",http://www.moca.org/museum/pc_media_viewer.php?acsnum=93.51A-F&dim=300px,Mel Ziegler,,cfa2a134784f
Matthew Antezzo,Pencil and charcoal on paper,22 1/4 x 24 1/4 in. (56.5 x 61.6 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Dean Valentine and Amy Adelson",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2001.121&dim=300px,"Artforum, June , p.31",1971,e88c449106e0
Lisa Yuskavage,Oil on linen,70 x 54 in. (177.8 x 137.2 cm),"The Museum of Contemporary Art, Los Angeles
Partial and promised gift of David Teiger",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2002.87&dim=300px,Northview,2000,f50499d5a104
Max Yavno,Gelatin silver print,"15 7/8 x 19 7/8 in. (40.3 x 50.5 cm)
Image: 11 3/4 x 19 3/8 in. (29.8 x 49.2 cm)","The Museum of Contemporary Art, Los Angeles
The Max Yavno Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=89.35.43&dim=300px,Muscle Beach,1949,2b6c245b9502
Julia Wachtel,"Oil, flashe and lacquer ink on canvas",60 x 115 in. (152.4 x 292.1 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Janet and Martin S. Blinder",http://www.moca.org/museum/pc_media_viewer.php?acsnum=93.55&dim=300px,Landscape No. 2 (Aerobics),1989,2f769d12b2d0
David Schnell,Acrylic on linen,75 x 114 in. (190.5 x 289.6 cm),"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by The Buddy Taub Foundation, Jill and Dennis Roach, Directors",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2003.137&dim=300px,Gestange 3,2003,668379a7a0c6
Ronnie van Hout,"DVD; 8 minutes, color/sound",Dimensions variable,"The Museum of Contemporary Art, Los Angeles
Gift of Dean Valentine and Samuel Schwartz in honor of Jeremy Strick",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2002.31&dim=300px,Drinking Again,2001,6672824c850a
Patssi Valdez,Acrylic on canvas,24 x 20 in. (61 x 50.8 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Gary and Tracy Mezzatesta",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2003.131&dim=300px,The Ladder,1993,dfc8ffa150c8
Patssi Valdez,Acrylic on canvas,36 x 48 in. (91.4 x 121.9 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Gary and Tracy Mezzatesta",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2003.130&dim=300px,The Virgin&#039;s Room,1992,008208983bdc
Marc Pally,"Oil, acrylic, oilstick, graphite, and white shellac on canvas",84 x 120 in. (213.4 x 304.8 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Robert and Mary Looker",http://www.moca.org/museum/pc_media_viewer.php?acsnum=90.11&dim=300px,Term,1987,b57947072783
Mark Tobey,Tempera on paper mounted on canvas,42 3/4 x 32 3/4 in. (108.6 x 83.2 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Lannan Foundation",http://www.moca.org/museum/pc_media_viewer.php?acsnum=97.108&dim=300px,Composition,1961,2fe8a1f9717a
Philippe Perrot,Oil and betadine on canvas,38 3/16 x 77 15/16 in. (97 x 198 cm),"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by The Buddy Taub Foundation, Jill and Dennis Roach, Directors",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.39&dim=300px,Migraine,2004,a002361b1ef5
Rosemarie Trockel,Enameled steel and three stove plates,40 x 40 in. (101.6 x 101.6 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Beatrice and Philip Gersh",http://www.moca.org/museum/pc_media_viewer.php?acsnum=96.76&dim=300px,Untitled,1991,853dfc91cb6f
James Turrell,Tungsten light installation,144 x 28 in. (365.8 x 71.1 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Eugene and Maxine Rosenfeld",http://www.moca.org/museum/pc_media_viewer.php?acsnum=88.34&dim=300px,Tollyn,1967,0c628a294eb5
James Turrell,Installation,Dimensions variable,"The Museum of Contemporary Art, Los Angeles
Gift of Sydney Goldfarb",http://www.moca.org/museum/pc_media_viewer.php?acsnum=86.44&dim=300px,Laar,1976,f9f246ea6858
James Turrell,"Emulsion, vellum, wax, pastel, ink and graphite on mylar",40 1/2 x 131 in.,"The Museum of Contemporary Art, Los Angeles
Gift of Sydney Goldfarb",http://www.moca.org/museum/pc_media_viewer.php?acsnum=86.51&dim=300px,T-12 Triptych with Reshaped Crater and Port,1983,c7b3faffe87f
Frank Stella,"51 color lithograph/screenprint, edition 21/50",33 7/8 x 45 7/8 in. (86 x 116.5 cm),"The Museum of Contemporary Art, Los Angeles
Gift of  David Gensburg",http://www.moca.org/museum/pc_media_viewer.php?acsnum=82.12.3&dim=300px,Puerto Rican Blue Pigeon from the Exotic Bird Series,1977,9184e6188ba6
Frank Stella,"One color lithograph on Barcham Green etching paper, edition 84/100","Paper: 15 x 22 in. (38.1 x 55.9 cm)
Frame: 16 x 23 in. (40.6 x 58.4 cm)","The Museum of Contemporary Art, Los Angeles
Gift of The Harold I. Huttas Family Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2000.114&dim=300px,Zambesi (from Black Series II),1967,709fea61091c
Frank Stella,"Lithograph and silkscreen on paper, edition 74/75",16 x 22 in. (40.6 x 55.9 cm),"The Museum of Contemporary Art, Los Angeles
Bequest of Marcia Simon Weisman",http://www.moca.org/museum/pc_media_viewer.php?acsnum=96.165&dim=300px,Marquis de Portago,1970,f60da91f328c
Frank Stella,Fluorescent alkyd and epoxy on canvas,103 3/4 x 173 3/4 in. (263.5 x 441.3 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Robert A. Rowan",http://www.moca.org/museum/pc_media_viewer.php?acsnum=80.4&dim=300px,Union III from the Irregular Polygon Series,1966,ddd4491a38a9
Dana Schutz,Oil on canvas,72 x 90 in. (182.9 x 228.6 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Tia and David Hoberman",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.267&dim=300px,Party,2004,5f29cd6539bf
Josef Strau,Mixed media lamp,50 x 10 x 10 in. (127 x 25.4 x 25.4 cm),"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by the Curatorial Discretionary Fund",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2008.19&dim=300px,The (non-profit) Idiot,2006,1750e862a785
Josef Strau,Mixed media lamps,59 x 36 x 20 in. (149.9 x 91.4 x 50.8 cm),"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by the Curatorial Discretionary Fund",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2008.20&dim=300px,The Dependent Lamp,2006,42d68a41918e
Josef Strau,Mixed media lamp,53 x 23 x 13 in. (134.6 x 58.4 x 33 cm),"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by the Curatorial Discretionary Fund",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2008.21&dim=300px,J Lamp,2006,00986c82536a
Mark Roeder,"C-print, A.P.",20 x 24 in. (50.8 x 61 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Alex Israel",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.79&dim=300px,Blondie on Green and White,2000,5ee5f6c1478f
Erika Rothenberg,"Aluminum, signboard and plastic letters, edition 2/10",36 x 24 x 2 1/2 in. (91.4 x 61 x 6.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Sheridan Brown",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2005.75&dim=300px,Another Century of Progress,1999,152411ac0e4f
