Subtype_of_Art,Type_of_Art,Title,Date_made,Credit,ArtistName,Inscription,Pic_URL,Dimensions,BirthDate,DeathDate,EA_id
gouache,painting,Lottery of the Gods (a study for a mural),1962,Gift of Carlo Anderson,Margaret Peterson,,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/z0015478.jpg,20 in HIGH x 25 in WIDE(50.80 cm HIGH x 63.50 cm WIDE),,,9ed3b383aa8b
oil on canvas,painting,The Fishman,1962,Gift of the Lyle R. Scott Collection,Frank Day," MEMORY AND IMAGINATION: The Legacy of Maidu Indian Artist Frank Day - March 15 to Oct. 19, 1997, Oakland Museum of California.",http://collections.museumca.org/?q=system/files/imagecache/collection_image2/z0023005.jpg,16 in HIGH x 20 in WIDE(40.64 cm HIGH x 50.80 cm WIDE),,,ac179bc5a41b
collage,painting,Manuscript,1962,Gift of John Streetz,Fred Martin,,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/z0018320.jpg,11 in HIGH x 14 in WIDE(27.94 cm HIGH x 35.56 cm WIDE),,,ef8b524604bf
acrylic,painting,Summer Water,1962,"Gift of Willis G. Foster and Maria P. Foster, Berkeley, California",Glenn A. Wessels,,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/n001106b.jpg,,1895.0,1982.0,312a55d4feee
oil on canvas,painting,Pink Ballerina,1962,Gift of Dr. and Mrs. Jay M. Cooper,James Strombotne,,http://collections.museumca.org/?q=system/files/imagecache/100_Square/z0015062.jpg,60 in HIGH x 72 in WIDE(152.40 cm HIGH x 182.88 cm WIDE),,,fbff90bd21b3
oil on canvas,painting,15-Apr-62,1962,Gift of the Art Guild of the Oakland Museum of California ,Frank Lobdell," Galerie D. Benador. Geneva, Switzerland.  1964. Pasadena Art Museum, California.Frank Lobdell.  1966 (t). Boise Gallery of Art, Idaho.  Abstract Expressionism.  1976.",http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A65.117_DGAH_058_02.jpg,70 in HIGH x 61.25 in WIDE(177.80 cm HIGH x 155.57 cm WIDE),,,e37f758811b2
tempera,painting,Portrait of a Man in a Blue Suit,1962,Gift of the Hamilton - Wells Collection,James Weeks," SFMMA.  Bay Area Figurative:  1950-65.  Dec 1989 - 1990 (travelling).                                             Wiegand Art Gallery, College of Notre Dame, Belmont, CA., Apr 2 - May 9, 1992",http://collections.museumca.org/?q=system/files/imagecache/collection_image2/z0029563.jpg,11 in HIGH x 7.75 in WIDE(27.94 cm HIGH x 19.68 cm WIDE),,,bde03374425e
oil on canvas,painting,Girl Sitting,1962,Gift of Dr. Samuel West,Joan Brown," UAM, U.C. Berkeley, Ca.  Joan Brown.  1974. De Saisset Museum, Univ. of Santa Clara.  Northern California Art of the Sixties.  1982. Grey Art Gallery, NY.  The Figurative Mode:  Northern California Painting 1955-1965.  1984. TOM.  Art in the San Francisco",http://collections.museumca.org/?q=system/files/imagecache/collection_image2/z0029853.jpg,60 in HIGH x 47.75 in WIDE(152.40 cm HIGH x 121.28 cm WIDE),1938.0,1990.0,fdb4bbf9c731
oil on canvas,painting,Spring Nude,1962,Gift of the artist in memory of Edna Stoddard Siegriest,Nathan Oliveira," TOM.  Nathan Oliveira: Paintings, 1959-1973.  1973. Cheney Cowles Memorial Museum. Spokane, Wa.  1978. SFMMA.  Nathan Oliveira Retrospective.  SEPT 1984-AUG 1, 1985.SFMMA.  BAY AREA FIGURATIVE: 1950-65, DEC 14, 1989 THRU 1990 (TRAVELING). Saint Mary",http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A66.175_DGAL_1114_01.jpg,96 in HIGH x 76 in WIDE(243.84 cm HIGH x 193.04 cm WIDE),1928.0,2010.0,b7c78af99768
oil on canvas,painting,Seated Nude--Arm on Knee,1962,Gift of the Estate of Howard E. Johnson,Richard Diebenkorn," Hara Museum, Tokyo.  RD:  Ptgs & Works on Paper.  1989./ Cal State LA ?",http://collections.museumca.org/?q=system/files/imagecache/collection_image2/z0029565.jpg,51.25 in HIGH x 45.75 in WIDE(130.17 cm HIGH x 116.20 cm WIDE),1922.0,1993.0,545a4b7a7750
oil on canvas,painting,Torque,1962,Gift of Byron R. Meyer,DEBORAH REMINGTON,,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/imagefield_default_images/unavailable.png,70 in HIGH x 68 in WIDE(177.80 cm HIGH x 172.72 cm WIDE),,,bdd5e0d4d571
oil on canvas,painting,The Flea People,1962,Gift of the Lyle R. Scott Collection,Frank Day," MEMORY AND IMAGINATION: The Legacy of Maidu Indian Artist Frank Day - March 15 to Oct. 19, 1997, Oakland Museum of California.",http://collections.museumca.org/?q=system/files/imagecache/collection_image2/z0022413.jpg,16 in HIGH x 20 in WIDE(40.64 cm HIGH x 50.80 cm WIDE),,,f612c1bce6cb
acrylic,painting,Abs-63,1962-63,Gift of the Collectors Gallery,John Altoon, Art in Embassies Program.  Sweden.  1979-81.,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A71.73_DGAH_140_02.jpg,59.75 in HIGH x 39.75 in WIDE(151.76 cm HIGH x 100.96 cm WIDE),,,87f32956c421
oil on canvas,painting,Muscatine Diver,1962-63,Gift of the artist,William Theophilus Brown," LACMA: Made in California, 2000.  Wiegand Gallery, College of Notre Dame, Wonner/Brown exhibition, October 19 - December 11, 1999",http://collections.museumca.org/?q=system/files/imagecache/collection_image2/z0006601.jpg,60.125 in HIGH x 40.25 in WIDE(152.72 cm HIGH x 102.23 cm WIDE),,,fd4488cc073a
oil on canvas,painting,"Window, Poster Paper",1963,Gift of Daniel and Armande Ritter,Howard Hack,,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A77.165_DGAH_156_02.jpg,64.5 in HIGH x 60.5 in WIDE(163.83 cm HIGH x 153.67 cm WIDE),,,9910b95b9937
oil on canvas,painting,Landscape,1963,Gift of Simona and Bill Martin,Bruce McGaw,,http://collections.museumca.org/?q=system/files/imagecache/100_Square/z0027923.jpg,16 in HIGH x 17.625 in WIDE(40.64 cm HIGH x 44.77 cm WIDE),,,f38188dd4182
oil on canvas,painting,Chair and Shirt,1963,Gift of Simona and Bill Martin,Bruce McGaw," San Francisco Art Institute 82nd Annual Exhibition, 1963",http://collections.museumca.org/?q=system/files/imagecache/100_Square/z0027924.jpg,29.875 in HIGH x 25.5 in WIDE(75.88 cm HIGH x 64.77 cm WIDE),,,f456966cf060
oil on canvas,painting,17/May '63,1963,Gift of Horst and Cecilia K. Trave,Horst Trave,,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/z0027570.jpg,41 in HIGH x 57.5 in WIDE(104.14 cm HIGH x 146.05 cm WIDE),,,612e48699edd
oil on canvas,painting,5/11/95,1963,Gift of Horst and Cecilia K. Trave,Horst Trave,,http://collections.museumca.org/?q=system/files/imagecache/100_Square/z0027568.jpg,48 in HIGH x 60 in WIDE(121.92 cm HIGH x 152.40 cm WIDE),,,6cdac58ea1b5
oil on canvas,painting,The Page,1963,Anonymous Donor,Llyn Foulkes," Kent Fine Arts, NYC.  Llyn Foulkes.  1987   Palm Springs Desert Museum, Dec 1, 1991 - Feb 1, 1993. (Catalogue/travel).// Lynn Foulkes: Between a Rock and a Hard Place  October 27, 1995 - January 21, 1996 Laguna Art Museum (tour, including OMCA  11/23/96 -",http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A64.10_DGAH_152_02.jpg,87.5 in HIGH x 84 in WIDE(222.25 cm HIGH x 213.36 cm WIDE),,,829e9cd952d7
oil on canvasboard,painting,Burning of the Roundhouse,1963,Gift of the Lyle R. Scott Collection,Frank Day," MEMORY AND IMAGINATION: The Legacy of Maidu Indian Artist Frank Day - March 15 to Oct. 19, 1997, Oakland Museum of California.",http://collections.museumca.org/?q=system/files/imagecache/collection_image2/z0022421.jpg,10 in HIGH x 14 in WIDE(25.40 cm HIGH x 35.56 cm WIDE),,,12a6d97ccf38
oil on canvas,painting,Playful Creatures,1964,Gift of the Lyle R. Scott Collection,Frank Day," MEMORY AND IMAGINATION: The Legacy of Maidu Indian Artist Frank Day - March 15 to Oct. 19, 1997, Oakland Museum of California.",http://collections.museumca.org/?q=system/files/imagecache/collection_image2/z0023003.jpg,18 in HIGH x 24 in WIDE(45.72 cm HIGH x 60.96 cm WIDE),,,3e07534790b1
oil on canvas,painting,"Three-Headed Creature, or Mom-usee-gu",1964,Gift of the Lyle R. Scott Collection,Frank Day," MEMORY AND IMAGINATION: The Legacy of Maidu Indian Artist Frank Day - March 15 to Oct. 19, 1997, Oakland Museum of California.",http://collections.museumca.org/?q=system/files/imagecache/collection_image2/z0023004.jpg,16 in HIGH x 20 in WIDE(40.64 cm HIGH x 50.80 cm WIDE),,,b1c2c1f0d100
oil on canvas,painting,The Beginning (Scene 1),1964,Gift of the Lyle R. Scott Collection,Frank Day," MEMORY AND IMAGINATION: The Legacy of Maidu Indian Artist Frank Day - March 15 to Oct. 19, 1997, Oakland Museum of California.",http://collections.museumca.org/?q=system/files/imagecache/collection_image2/z0023011.jpg,18 in HIGH x 24 in WIDE(45.72 cm HIGH x 60.96 cm WIDE),,,dd641da253da
oil on canvas,painting,Midsummer,1964,"Oakland Museum of California, gift of Stanton Sobel",Sam Tchakalian," CPLH.  Painters Behind Painters.  1967. TOM.  Sam Tchakalian Paintings. 1978. Portland Ctr. for the Visual Arts. Sam Tchakalian Paintings.  1979. Kaiser Ctr. 1980. SFAI. Sam Tchakalian. 1982. de Saisset Art Gallery. Santa Clara, Ca. Northern Berkeley Art",http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A78.208_DGAH_185_02.jpg,68.5 in HIGH x 69 in WIDE(173.99 cm HIGH x 175.26 cm WIDE),,,07cbdda40718
oil on canvas,painting,Activities Around a Maidu Roundhouse,1964,Gift of the Lyle R. Scott Collection,Frank Day,,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/z0022422.jpg,24 in HIGH x 72 in WIDE(60.96 cm HIGH x 182.88 cm WIDE),,,7a160fe82f89
oil on canvasboard,painting,The Beginning (Scene 3),1964,Gift of the Lyle R. Scott Collection,Frank Day," MEMORY AND IMAGINATION: The Legacy of Maidu Indian Artist Frank Day - March 15 to Oct. 19, 1997, Oakland Museum of California.",http://collections.museumca.org/?q=system/files/imagecache/collection_image2/z0022418.jpg,18 in HIGH x 24 in WIDE(45.72 cm HIGH x 60.96 cm WIDE),,,5d5a10ab45bc
oil on canvasboard,painting,The Beginning (Scene 2),1964,Gift of the Lyle R. Scott Collection,Frank Day," MEMORY AND IMAGINATION: The Legacy of Maidu Indian Artist Frank Day - March 15 to Oct. 19, 1997, Oakland Museum of California.",http://collections.museumca.org/?q=system/files/imagecache/collection_image2/z0022419.jpg,18 in HIGH x 24 in WIDE(45.72 cm HIGH x 60.96 cm WIDE),,,83241c95aba4
oil on canvas,painting,56 Chrysler,1965,Gift of Gary Lucidon,Robert Bechtle," OMCA, Robert Bechtle: California Classic, May 1-Sept. 30, 2000.SFMOMA, Robert Bechtle: A Retrospective, February 12, 2005 - August 28, 2005 (includes venues)OMCA, Great Hall, CCA:  100 Years in the Making, Oct. 13, 2007 - March 16, 2008",http://collections.museumca.org/?q=system/files/imagecache/collection_image2/z0024091.jpg,36 in HIGH x 40 in WIDE(91.44 cm HIGH x 101.60 cm WIDE),,,295be17f34b6
acrylic,painting,Untitled,1965-66,"Gift of Concours d'Antiques, Art Guild",Sam Francis," TOM.  10 x 10.  1979. San Jose Museum of Art.  Art for Arts Sake.  Jul 10- Sep, 1987.",http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A73.45_DGAH_153_02.jpg,101 in HIGH x 96.5 in WIDE(256.54 cm HIGH x 245.11 cm WIDE),,,771275d4ecfb
oil and acrylic on canvas,painting,-1,1966,Anonymous Donor,John McLaughlin,,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A68.80_DGAH_034_02.jpg,60 in HIGH x 42 in WIDE(152.40 cm HIGH x 106.68 cm WIDE),,,785510c1e455
oil on canvas,painting,Mama Cat and Pete in Tree,1966,Gift of the Estate of the artist,Mine Okubo," TOM, Mine Okubo: An American Experience, 1972.",http://collections.museumca.org/?q=system/files/imagecache/collection_image2/2008.32.26_1.jpg,40.625 in HIGH x 53.5 in WIDE x 1.125 in DEEP(103.19 cm HIGH x 135.89 cm WIDE x 2.86 cm DEEP),1912.0,2001.0,92d6fc5922ed
oil on canvas,painting,1957 Ford,1966|ca. 1968,Purchased through art acquisition fund.,Robert Bechtle," SFMOMA: Robert Bechtle: A Retrospective, February 12 2005 - August 28, 2005 (includes venues)",http://collections.museumca.org/?q=system/files/imagecache/collection_image2/z0008674.jpg,29.75 in HIGH(75.56 cm HIGH),,,1457ffb1c6e1
lacquer,painting,Bypass #4,1968,,Robert Maki,,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/z0020249.jpg,,,,bf76d140c644
acrylic,painting,Red Line,1969,Gift of Geoffrey Bowman,Geoffrey Bowman," Geoffrey Bowman, 1963 - 1998: A Retrospective Selection Frederick Spratt Gallery in association with Evans/Willis Gallery, San Francisco, CA December 14, 1998 - January 19, 1999",http://collections.museumca.org/?q=system/files/imagecache/collection_image2/n001105b.jpg,40.5 in HIGH x 30 in WIDE(102.87 cm HIGH x 76.20 cm WIDE),,,888c085b25b9
oil on canvas,painting,Eye,1969,"Gift of the Art Guild, Oakland Museum Association and the National Endowment for the Arts",Edward Ruscha," Albright-Knox Art Gallery, 1976.? SFMMA, Edward Ruscha, 1982. Sheldon Memorial Art Gallery, University of Nebraska, 1990. Gagosian Gallery, N.Y., Jan - Feb, 1993.Centre  Georges Pompidou, L'informe: Modernism Against the Grain, from May 15 - A",http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A79.178_DGAH_179_02.jpg,60 in HIGH x 54 in WIDE(152.40 cm HIGH x 137.16 cm WIDE),,,8157210f663b
acrylic,painting,"Untitled  (Red Line #56, Oct. 1969)",1969,Gift of Mrs. Elizabeth Ross,Lorser Feitelson," TOM. 10 x 10.  1979. Vice President Mondale's Home.  1980.  San Jose Museum of Art, For Arts Sake, Jul 10 - Sep, 1987.",http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A77.30_DGAH_151_02.jpg,60 in HIGH x 60 in WIDE(152.40 cm HIGH x 152.40 cm WIDE),,,008be39015e9
oil on masonite,painting,Nevada Desert,1970,Gift of Kaiser Alum,Louis Siegriest,,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/z0011394.jpg,49.5 in HIGH x 37.5 in WIDE(125.73 cm HIGH x 95.25 cm WIDE),,,a2a5ec853108
acrylic,painting,Haven Series #3 with ghost,1970,,Mason Wells,,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/z0025853.jpg,12 in HIGH x 10 in WIDE(30.48 cm HIGH x 25.40 cm WIDE),,,a5780abceb7d
acrylic,painting,Caravan,1970,Gift of an Anonymous Donor,Walter Snelgrove,,http://collections.museumca.org/?q=system/files/imagecache/100_Square/z0025940.jpg,69 in HIGH x 55.5 in WIDE x 1.75 in DEEP(175.26 cm HIGH x 140.97 cm WIDE x 4.44 cm DEEP),,,0c463f947d2c
oil on canvas,painting,For Giorgione,1971,,David Simpson,,http://collections.museumca.org/?q=system/files/imagecache/100_Square/z0025897.jpg,17 in HIGH x 111 in WIDE x 1.5 in DEEP(43.18 cm HIGH x 281.94 cm WIDE x 3.81 cm DEEP),,,3effd2b343f3
enamel,painting,Portrait of Carolyn Singer,1971,,Joan Brown," OMCA, Gallery of California Art, A Legacy of Art: The Ted and Ruth Nash Collection, August 24 - December 30, 2007.OMCA, Gallery of California Art, Open Space 2/3, 2000 and Rising, May 1 - Aug. 1, 2010.",http://collections.museumca.org/?q=system/files/imagecache/collection_image2/z0021545.jpg,96 in HIGH x 48 in WIDE x 1.75 in DEEP(243.84 cm HIGH x 121.92 cm WIDE x 4.44 cm DEEP),1938.0,1990.0,4d58b834e3ab
oil on canvas,painting,Pomo,1971,Gift of an Anonymous Donor,Walter Snelgrove,,http://collections.museumca.org/?q=system/files/imagecache/100_Square/z0025948.jpg,46.375 in HIGH x 81 in WIDE x 2.25 in DEEP(117.79 cm HIGH x 205.74 cm WIDE x 5.71 cm DEEP),,,86a3ab1ad766
canvas,painting,EM II,1972,,Ed Moses,,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/z0025896.jpg,87.5 in HIGH x 106 in WIDE x 12 in DEEP(222.25 cm HIGH x 269.24 cm WIDE x 30.48 cm DEEP),,,4dd3cc9af8ff
oil on canvas,painting,"Day and Night, Night and Day, Blind and Hungry",1972,,Irving Norman," de Young Museum, The Measure of all Things: Paintings by Irving Norman, July 3 - October 20, 1996.  (L96.75.07.01)OMCA, Gallery of California Art, Open Space 2/3, 2000 and Rising, May 1 - Aug. 1, 2010.",http://collections.museumca.org/?q=system/files/imagecache/100_Square/z0021706.jpg,90 in HIGH x 120 in WIDE x 1 in DEEP(228.60 cm HIGH x 304.80 cm WIDE x 2.54 cm DEEP),,,f9de592678ad
vinyl,painting,Sawtooth Roto Star (412),1973,Gift of Mrs. Frederick G. Novy Jr.,Ronald Davis,,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A76.130_DGAH_054_02.jpg,,,,25d47900288b
oil on canvas,painting,untitled,1973,Gift of Rena Bransten,Tony Delap," Walnut Creek Civic Art Gallery, The Planar Dimension, Geometric Abstraction in Bay Area Art, 1983.",http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A79.5_DGAH_059_02.jpg,56.875 in HIGH x 57 in WIDE x 4.5 in DEEP(144.46 cm HIGH x 144.78 cm WIDE x 11.43 cm DEEP),,,f535684c016c
acrylic,painting,Sun Over Sea,1973,Gift of Fred Martin,Thomas Frank Akawie,,http://collections.museumca.org/?q=system/files/imagecache/100_Square/z0028558.jpg,5.25 in HIGH x 23.75 in WIDE x 0.75 in DEEP(13.33 cm HIGH x 60.32 cm WIDE x 1.90 cm DEEP),,,1c24554fad09
acrylic,painting,Birds from Home #3,1975,Gift of the Estate of Helen Hathaway White,Gordon Onslow Ford, TOM.  Gordon Onslow-Ford: Retrospective Exhibition.  1977.,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A75.154.1_DGAH_065_02.jpg,75 in HIGH x 48 in WIDE(190.50 cm HIGH x 121.92 cm WIDE),,,b5c0e8448280
collage,painting,Untitled Drawing,1975,Gift of John Streetz,Mary Lovelace O'Neal,,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/z0018322.jpg,18 in HIGH x 24 in WIDE(45.72 cm HIGH x 60.96 cm WIDE),,,e7d29e57867f
acrylic,painting,Storefront,1975,,Mary Snowden,,http://collections.museumca.org/?q=system/files/imagecache/100_Square/z0025893.jpg,69 in HIGH x 46 in WIDE x 2.125 in DEEP(175.26 cm HIGH x 116.84 cm WIDE x 5.40 cm DEEP),,,14426bbfe351
acrylic,painting,Burned Field - New Grass,1976,"Gift of Willis G. Foster and Maria P. Foster, Berkeley, California",Glenn A. Wessels,,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/n001104b.jpg,,1895.0,1982.0,1794af6325bf
oil on canvas,painting,Orchid,1976,,Joseph Raffael,,http://collections.museumca.org/?q=system/files/imagecache/100_Square/z0025891.jpg,66 in HIGH x 66 in WIDE x 1.75 in DEEP(167.64 cm HIGH x 167.64 cm WIDE x 4.44 cm DEEP),,,90fb0ea608b6
oil on canvas,painting,"Freeway, 5th Avenue Marina",1976,Gift of the Estate of Lundy Siegriest,Lundy Siegriest,,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/z0000881.jpg,,,,6f5a49cffb2f
oil on canvas,painting,Sofa with Flowers,1976,Museum Donors Acquisition Fund and the National Endowment for the Arts,Jack Mendenhall, City of Walnut Creek.  Realism.  1980. CCAC.  Alumni Show.  1981.,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/z0028564.jpg,38.5 in HIGH x 54.5 in WIDE(97.79 cm HIGH x 138.43 cm WIDE),,,8b3c070dd7a6
canvas,painting,A Coasting Horse,1976,Gift of Mr. Byron Meyer,Roy De Forest,,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/z0030654.jpg,48 in HIGH x 60 in WIDE(121.92 cm HIGH x 152.40 cm WIDE),,,f35104bf3d10
