Artist_Name,Process,Dimensions,Provenance,image,Artwork_Name,Artwork_Year,production_id
Malcolm Morley,Oil and mixed media on canvas,61 x 40 in. (154.9 x 101.6 cm),"The Museum of Contemporary Art, Los Angeles
The Barry Lowen Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=85.71&dim=300px,The General,1974,f8073df0b37e
John Miller,Acrylic on board and various object,60 x 48 in. (152.4 x 121.9 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Alan Power",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2007.89&dim=300px,Untitled,1991,d295d0b0ab96
Belkis Ayon,"Collography on paper, edition 1/4 in nine parts",9 parts: 106 x 85 in. (269.2 x 215.9 cm),"The Museum of Contemporary Art, Los Angeles
Gift of the artist",http://www.moca.org/museum/pc_media_viewer.php?acsnum=98.34A-I&dim=300px,Resureccion,1998,dc2d8355008d
Craig Kauffman,Lithograph on paper,"Paper: 21 5/16 x 26 1/2 in. (54.1 x 67.3 cm)
Frame: 24 1/4 x 29 1/2 in. (61.6 x 74.9 cm)","The Museum of Contemporary Art, Los Angeles
Gift of The Atlantic Richfield Company",http://www.moca.org/museum/pc_media_viewer.php?acsnum=95.83&dim=300px,Untitled,1971,6104411e0bed
Richard Diebenkorn,"Watercolor, ink, and pencil on paper","Paper: 15 1/2 x 18 3/4 in. (39.4 x 47.6 cm)
Frame: 22 3/4 x 25 3/4 x 1 1/2 in. (57.8 x 65.4 x 3.8 cm)","The Museum of Contemporary Art, Los Angeles
Bequest of Marcia Simon Weisman",http://www.moca.org/museum/pc_media_viewer.php?acsnum=96.107&dim=300px,Untitled,1953,bf97909fbb0d
Mario Merz,"Newspapers, glass and neon",20 x 34 x 272 3/4 in. (50.8 x 86.4 x 692.8 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Margo Leavin and Wendy Brandow",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2005.68&dim=300px,610 Function of 15,1971,5425c766e867
Ana Mendieta,"Color photograph, edition of 20",Frame: 19 3/8 x 26 9/16 in. (49.2 x 67.5 cm),"The Museum of Contemporary Art, Los Angeles
Purchased with a grant provided by The Judith Rothschild Foundation",http://www.moca.org/museum/pc_media_viewer.php?acsnum=97.119.9&dim=300px,Silueta Works in Mexico,1973,d1891a8eaed2
Paul McCarthy,"Cibachrome print, edition 2/3",72 x 48 in. (182.9 x 121.9 cm),"The Museum of Contemporary Art, Los Angeles
Partial and promised gift of Blake Byrne",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.173&dim=300px,Masks (Pig),1994,570a433b3fbd
Brice Marden,Oil and beeswax on fabric,30 x 120 in. (76.2 x 304.8 cm),"The Museum of Contemporary Art, Los Angeles
The Barry Lowen Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=85.64&dim=300px,Frieze,1979,b1706ef67f83
Ivan Morley,Batik on canvas,36 x 30 in. (91.4 x 76.2 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Kourosh Larizadeh and Luis Pardo",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2008.123&dim=300px,Hope Whore,2000,69d21814f280
David Novros,Acrylic lacquer and dry pigment on fiberglass,12 panels: 120 x 156 in. (304.8 x 396.2 cm),"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by the Dorot Foundation and gift of the artist in honor of Peter Ungerleider&#039;s 50th Birthday",http://www.moca.org/museum/pc_media_viewer.php?acsnum=97.127A-L&dim=300px,Untitled,1968,9ea88a4f073f
Richard Nonas,Wood and steel slab,9 x 45 x 157 in. (22.9 x 114.3 x 398.8 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Frederick E. Sherman &amp; Michael S. Levin",http://www.moca.org/museum/pc_media_viewer.php?acsnum=81.21A-C&dim=300px,Hasp and Chair,1980,f69c4e10ba7c
Louise Nevelson,"Five color silkscreen, edition 199/300",12 x 9 in. (30.5 x 22.9 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Steven Feinstein",http://www.moca.org/museum/pc_media_viewer.php?acsnum=84.12.17&dim=300px,Untitled,1973,1cf5befff2da
Catherine Opie,Chromogenic print,60 x 30 in. (152.4 x 76.2 cm),"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by the friends of Virgil Young in his memory",http://www.moca.org/museum/pc_media_viewer.php?acsnum=96.10&dim=300px,Bo,1994,77960f29dc26
Tom Otterness,Pencil on paper,18 x 24 in. (45.7 x 61 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Sarah-Ann and Werner H. Kramarsky",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2001.32&dim=300px,Dreamers Awake,1986,4efc8eff02ae
Bill Owens,Gelatin silver print,Paper: 8 x 10 in. (20.3 x 25.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Gary A. Richwald, MD, MPH in memory of Ann and Marvin Richwald",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.69.72&dim=300px,My dad thinks it&#039;s a good idea to take all the leaves off the tree and rake up the yard.  I think he&#039;s crazy.,1972,4768741dec76
Richard Prince,"Ektacolor print, edition 2/2",86 x 47 in. (218.4 x 119.4 cm),"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by the National Endowment for the Arts, a Federal Agency, and Councilman Joel Wachs",http://www.moca.org/museum/pc_media_viewer.php?acsnum=89.31&dim=300px,O.K. Girl,1988,c856e52ab63c
Christopher Wool,Alkyd and acrylic on aluminum,69 x 64 in. (175.3 x 162.6 cm),"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by Dagny Janss Corcoran, Douglas S. Cramer and an anonymous donor",http://www.moca.org/museum/pc_media_viewer.php?acsnum=90.7&dim=300px,Untitled,1990,536c063ff71e
John Willenbecher,"Wood, glass and paint",10 3/8 x 8 7/8 x 1 7/8 in. (26.4 x 22.5 x 4.8 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Michael Asher",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2006.168&dim=300px,Numbers,1962,a07eeb80e688
David Zink Yi,"DVD, edition 2/5",Dimensions variable,"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by the Curatorial Discretionary Fund",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2003.67&dim=300px,Untitled (la salsa),1998,e6db2a16e58e
Jeffrey Vallance,"Papier-mâché, wood, fired ceramic, resin, metal, lights, and motor",74 x 33 1/2 x 33 1/2 in. (188 x 85.1 x 85.1 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Roger Wong",http://www.moca.org/museum/pc_media_viewer.php?acsnum=91.88&dim=300px,Door of the Heart,1978,d25f8c9373e5
Robert Therrien,Bronze and mixed media,20 x 47 1/4 x 37 in. (50.8 x 120 x 94 cm),"The Museum of Contemporary Art, Los Angeles
The Panza Gift",http://www.moca.org/museum/pc_media_viewer.php?acsnum=94.87&dim=300px,No Title,1988,75c5873a29aa
Frank Stella,"One color lithograph on Barcham Green etching paper, edition 84/100","Paper: 15 x 22 in. (38.1 x 55.9 cm)
Frame: 16 x 23 in. (40.6 x 58.4 cm)","The Museum of Contemporary Art, Los Angeles
Gift of The Harold I. Huttas Family Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2000.114&dim=300px,Zambesi (from Black Series II),1967,4b0b692ddb38
David Schnell,Acrylic on linen,75 x 114 in. (190.5 x 289.6 cm),"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by The Buddy Taub Foundation, Jill and Dennis Roach, Directors",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2003.137&dim=300px,Gestange 3,2003,e120a8dcb02a
David Salle,Acrylic and oil on canvas,42 x 62 in. (106.7 x 157.5 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Contemporary Art Associates",http://www.moca.org/museum/pc_media_viewer.php?acsnum=96.86&dim=300px,"Flat Puppets, Shadow Puppets",1988,d7c1c8c904f6
Shahzia Sikander,Gouache and watercolor on paper,15 x 10 in. (38.1 x 25.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Councilman Joel Wachs",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2003.107&dim=300px,Untitled,1997,e0c9f5bc7b05
Josef Strau,Mixed media lamps,59 x 36 x 20 in. (149.9 x 91.4 x 50.8 cm),"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by the Curatorial Discretionary Fund",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2008.20&dim=300px,The Dependent Lamp,2006,62300e240ca4
Mel Ramos,Graphite on paper,Frame: 16 1/4 x 13 5/8 in. (41.3 x 34.6 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Dean Valentine and Amy Adelson in memory of Stuart Regen",http://www.moca.org/museum/pc_media_viewer.php?acsnum=98.44&dim=300px,Superman,1961,27c4d0741c8c
George Rickey,"Stainless steel, copper, bronze, and brass",15 x 168 x 72 in. (38.1 x 426.7 x 182.9 cm),"The Museum of Contemporary Art, Los Angeles
The Rita and Taft Schreiber Collection
Given in loving memory of her husband, Taft Schreiber, by Rita Schreiber",http://www.moca.org/museum/pc_media_viewer.php?acsnum=89.25&dim=300px,Nuages II,1962,aeb14febb384
Nancy Shaver,"Book, charcoal, tape, and painted frame",19 3/4 x 14 x 1 3/4 in. (50.2 x 35.6 x 4.4 cm),"The Museum of Contemporary Art, Los Angeles
The Scott D. F. Spiegel Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=91.25&dim=300px,I Had Had a Day on the Lake #1,1986,a1a7bcd8f3d1
David Salle,Acrylic on paper,40 x 26 in. (101.6 x 66 cm),"The Museum of Contemporary Art, Los Angeles
The Barry Lowen Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=85.79&dim=300px,Untitled,1981,4953ef291f7b
Julian Schnabel,"Oil, plates, and auto-body filler on wood",108 x 84 in. (274.3 x 213.4 cm),"The Museum of Contemporary Art, Los Angeles
The Barry Lowen Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=85.84&dim=300px,Corine Near Armenia,1984,cde5d9f17d55
Michael Scott,Enamel paint on aluminum,96 x 48 in. (243.8 x 121.9 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Janet and Martin S. Blinder",http://www.moca.org/museum/pc_media_viewer.php?acsnum=93.53&dim=300px,Untitled #15,1990,550e8bf9f4b2
Frank Stella,"Lithograph and silkscreen on paper, edition 74/75",16 x 22 in. (40.6 x 55.9 cm),"The Museum of Contemporary Art, Los Angeles
Bequest of Marcia Simon Weisman",http://www.moca.org/museum/pc_media_viewer.php?acsnum=96.165&dim=300px,Marquis de Portago,1970,42b4db5741be
James Turrell,Installation,Dimensions variable,"The Museum of Contemporary Art, Los Angeles
Gift of Sydney Goldfarb",http://www.moca.org/museum/pc_media_viewer.php?acsnum=86.44&dim=300px,Laar,1976,d63940bcb9df
David Thorpe,"Wood, glass, and string","44 x 47 x 47 in. (111.8 x 119.4 x 119.4 cm)
Other (Pedestal): 31 x 25 1/2 x 25 1/2 in. (78.7 x 64.8 x 64.8 cm)","The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by the Curatorial Discretionary Fund",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2006.4&dim=300px,The Anchored Root,2005,cd4d47f89760
Patssi Valdez,Acrylic on canvas,24 x 20 in. (61 x 50.8 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Gary and Tracy Mezzatesta",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2003.131&dim=300px,The Ladder,1993,8966e62ea3af
Hellen van Meene,"Five C-prints, AP",Each: 12 x 12 in. (30.5 x 30.5 cm),"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by the Curatorial Discretionary Fund",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2001.23A-E&dim=300px,Untitled (Series Blanc),1995,7e39f54b4fda
Jeffrey Vallance,"Espresso coffee on Italian silk, paper document","18 1/4 x 26 3/8 in. (46.4 x 67 cm)
Frame: 18 1/4 x 26 5/8 x 1 3/4 in. (46.4 x 67.6 x 4.4 cm)","The Museum of Contemporary Art, Los Angeles
Gift of Lannan Foundation",http://www.moca.org/museum/pc_media_viewer.php?acsnum=97.111&dim=300px,Relics from Two Vatican Performances,1992,a99869c9cdb9
Tom Wudl,Acrylic and gold leaf on perforated rice paper,92 x 51 in. (233.7 x 129.5 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Beatrice and Philip Gersh",http://www.moca.org/museum/pc_media_viewer.php?acsnum=83.37&dim=300px,Verde,1972,cb99aaac99e8
Art and Language,"Photo-based reproduction, edition 2/2",33 x 44 in. (83.8 x 111.8 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Ruth and Guy Lemaster",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2003.13&dim=300px,"The Studio at 3 Wesley Place in the Dark, Study #4",1982,40f1657fd3b3
Mason Williams,"Silkscreen, edition 174/200",123 1/2 x 434 in. (313.7 x 1102.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Michael Asher",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2006.169&dim=300px,Bus,1967,3602c51bff39
Jackson Pollock,Enamel and metallic paint on canvas,63 x 102 in. (160 x 259.1 cm),"The Museum of Contemporary Art, Los Angeles
The Rita and Taft Schreiber Collection
Given in loving memory of her husband, Taft Schreiber, by Rita Schreiber",http://www.moca.org/museum/pc_media_viewer.php?acsnum=89.23&dim=300px,Number 1,1949,dd8863ae3a48
Lucio Pozzi,Acrylic on paper,Paper: 30 3/8 x 22 3/4 in. (77.2 x 57.8 cm),"Museum of Contemporary Art, THE DOROTHY AND HERBERT VOGEL COLLECTION: FIFTY WORKS FOR FIFTY STATES, a joint initiative of the Trustees of the Dorothy and Herbert Vogel Collection and the National Gallery of Art, with generous support of the National Endowment for the Arts and the Institute for Museum and Library Services.",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2008.53&dim=300px,Self Portrait (64),9901,317cd59c17aa
Jack Pierson,"Plastic, wood and metal",89 x 77 x 2 in. (226.1 x 195.6 x 5.1 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Alan N. Kleinman from the Estate of Marsha Kleinman",http://www.moca.org/museum/pc_media_viewer.php?acsnum=99.87&dim=300px,You are Allowed to Touch Things,1991,ecd7f39f83df
Bill Owens,Gelatin silver print,Paper: 8 x 10 in. (20.3 x 25.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Gary A. Richwald, MD, MPH in memory of Ann and Marvin Richwald",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.69.38&dim=300px,Andrew doesn&#039;t like to go to the bathroom alone.,1972,a70eaff1a6f8
Bill Owens,Gelatin silver print,Paper: 10 x 8 in. (25.4 x 20.3 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Gary A. Richwald, MD, MPH in memory of Ann and Marvin Richwald",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.69.70&dim=300px,I don&#039;t feel that Richie playing with guns will have a negative effect on his personality.  (He already wants to be a policeman).  His childhood gun-playing won&#039;t make him into a cop-shooter.  By playing with guns (SEE NOTES SECTION FOR COMPLETE TITLE),1972,4c7116766390
Claes Oldenburg,"Muslin soaked in plaster over wire frame, painted with enamel",20 x 13 x 19 in. (50.8 x 33 x 48.3 cm),"The Museum of Contemporary Art, Los Angeles
The Panza Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=88.9&dim=300px,Pie a La Mode,1962,5ed072578dc0
Claes Oldenburg,"Lithograph, edition 15/35",67 1/2 x 45 in. (171.5 x 114.3 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Steve Schapiro",http://www.moca.org/museum/pc_media_viewer.php?acsnum=83.32&dim=300px,"Soft Screw as Balloon, Ascending",1976,64339dc7d3e8
Catherine Opie,"Iris print, edition of 5","16 x 41 in. (40.6 x 104.1 cm)
26 1/2 x 51 3/8 in. (67.3 x 130.5 cm)","The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by The Citibank Private Bank Emerging Artists Award, 1997",http://www.moca.org/museum/pc_media_viewer.php?acsnum=97.184&dim=300px,Untitled #5,1997,5033aa33bcfe
Albert Oehlen,Inkjet and oil on canvas,59 x 43 1/4 in. (149.9 x 109.9 cm),"The Museum of Contemporary Art, Los Angeles
Partial and promised gift of Blake Byrne",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.186&dim=300px,24-7 Punk,2001,0442d28ea89f
Arthur Ollman,"Ektachrome print, no. 24/35",13 1/8 x 19 in. (33.3 x 48.3 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Sue and Al Dorskind",http://www.moca.org/museum/pc_media_viewer.php?acsnum=87.61&dim=300px,"AO5 (San Francisco, Checkerboard Drive)",1977,41a894d4dd75
Laura Owens,Acrylic on canvas,24 x 20 in. (61 x 50.8 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Thea Westreich and Ethan Wagner in honor of Ann Goldstein",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.100&dim=300px,Untitled,1997,9adf2bc85e4d
Louise Nevelson,Wood painted black,35 1/2 x 38 1/2 x 15 in. (90.2 x 97.8 x 38.1 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Mr. and Mrs. Arnold Glimcher",http://www.moca.org/museum/pc_media_viewer.php?acsnum=85.8&dim=300px,Night Landscape,1955,c269177ad517
John Neff,Color contact print,14 3/4 x 12 3/4 in. (37.5 x 32.4 cm),"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by Martin and Rebecca Eisenberg",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2003.28&dim=300px,Copyist,2001,21969f8cb224
Cady Noland,Color photostat,20 x 24 in. (50.8 x 61 cm),"The Museum of Contemporary Art, Los Angeles
Gift of the artist",http://www.moca.org/museum/pc_media_viewer.php?acsnum=92.80.11&dim=300px,"Car Race, Red Suit.
Photo: Thevenin/SIPA Press
Monaco Grand Prix, May . , 0",1982,e6b17774c682
David Novros,"Acrylic lacquer, and murano pigment and dry pigment on fiberglass",96 x 108 in. (243.8 x 274.3 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Barbara Jakobson",http://www.moca.org/museum/pc_media_viewer.php?acsnum=99.72A-L&dim=300px,Untitled,1968,7b79d2dc0772
Arnold Newman,Gelatin silver print,Image: 14 x 11 in. (35.6 x 27.9 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Marsha N. Levine",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2008.92&dim=300px,"Jean Dubuffet,  , 0",1956,507e9209ff11
Jerry McMillan,Photo-etched half hard brass coil,274 3/8 x 12 in. (696.9 x 30.5 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Dr. Leopold S. Tuchman",http://www.moca.org/museum/pc_media_viewer.php?acsnum=82.38&dim=300px,Untitled,1975,1fa5a4437178
Steve McQueen,"Triptych, color video projection with sound",Dimensions variable,"The Museum of Contemporary Art, Los Angeles
Partial and promised gift of Blake Byrne in honor of Jeremy Strick",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.176&dim=300px,Drumroll,1998,78d2763047bc
T. Kelly Mason,"Aluminum structure, packing blankets, collage and sound installation",98 1/2 x 63 x 358 1/4 in. (250.2 x 160 x 910 cm),"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by Mike Kelley",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2001.11&dim=300px,Passage from Present to Presence,2000,604a42b33cb5
Robert Motherwell,Acrylic paint and black chalk on canvas and paper,72 x 36 in. (182.9 x 91.4 cm),"The Museum of Contemporary Art, Los Angeles
Bequest of Marcia Simon Weisman",http://www.moca.org/museum/pc_media_viewer.php?acsnum=96.145&dim=300px,In Red with Two Ovals,1976,ed8e0912f4c4
Ree Morton,Celastic over wire,Dimensions variable,"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by a grant from The Judith Rothchild Foundation and the Curatorial Discretionary Fund",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2000.20&dim=300px,Coil Piece,1975,d604e678eb26
Gordon Matta-Clark,Black and white photo collage,30 x 40 in. (76.2 x 101.6 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Dr. David Clark and Dr. Jennifer Andrews Clark",http://www.moca.org/museum/pc_media_viewer.php?acsnum=99.107&dim=300px,Splitting,1974,be16d69f79af
John Miller,"Broadloom carpet, stitched",42 x 42 x 1/2 in. (106.7 x 106.7 x 1.3 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Kourosh Larizadeh and Luis Pardo",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2008.124&dim=300px,Remnant,1993,1241acfedec7
