technique,provenance,title,imageUrl,dimensions,artist,additionalInfo,url,production_id
Rotogravure,Gift of Edward T. Garcia,"""Smoky Mokes"" (Cake Walk and Two-Step)",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CSheet%5Fmusic%5CGarcia%5Fsheetmusic%5CSmokyMokes+copy%2Ejpg,"14"" x 11""",Feist & Frankenthaler,Sheet music composed by Abe Holzmann; photo of four African American boys in shirt and ties surrounded by decorative elements including smoke.,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Feist+%26+Frankenthaler&whereclause=where+maker%3D%27Feist+%26+Frankenthaler%27+OR+cleanmaker%3D%27Feist+%26+Frankenthaler%27+OR+maker1%3D%27Feist+%26+Frankenthaler%27+OR+maker2%3D%27Feist+%26+Frankenthaler%27+OR+maker3%3D%27Feist+%26+Frankenthaler%27+OR+maker4%3D%27Feist+%26+Frankenthaler%27+OR+maker5%3D%27Feist+%26+Frankenthaler%27&current_record=2,96be4dfe04cb
Gelatin silver prints mounted on board,Gift of Melvin Orsben,"Company ""L"" 24th Infantry - Ft. Benning, Georgia",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CMilitary%5CCoL%5F24ID%2Ejpg,"39"" x 29"" each",Fort Des Moines Studio,"Company ""L"" 24th infantry military role call; Captain Raymond S. Stripling, Commander",http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Fort+Des+Moines+Studio&whereclause=where+maker%3D%27Fort+Des+Moines+Studio%27+OR+cleanmaker%3D%27Fort+Des+Moines+Studio%27+OR+maker1%3D%27Fort+Des+Moines+Studio%27+OR+maker2%3D%27Fort+Des+Moines+Studio%27+OR+maker3%3D%27Fort+Des+Moines+Studio%27+OR+maker4%3D%27Fort+Des+Moines+Studio%27+OR+maker5%3D%27Fort+Des+Moines+Studio%27&current_record=1,c395d2bdb3ef
Haitian oils on canvas,Gift of the artist,Conte Vaudouesque,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5Cdes+Pres%5CVaudouesque%2Ejpg,"36"" x 44""",Francois Turenne des Pres,Oil painting depicting the story of How Malice Sent the Donkey to Marry the King.,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Francois+Turenne+des+Pres&whereclause=where+maker%3D%27Francois+Turenne+des+Pres%27+OR+cleanmaker%3D%27Francois+Turenne+des+Pres%27+OR+maker1%3D%27Francois+Turenne+des+Pres%27+OR+maker2%3D%27Francois+Turenne+des+Pres%27+OR+maker3%3D%27Francois+Turenne+des+Pres%27+OR+maker4%3D%27Francois+Turenne+des+Pres%27+OR+maker5%3D%27Francois+Turenne+des+Pres%27&current_record=1,5c50b07ebc23
Haitian oils on canvas,Gift of the artist,Dans Une Plage Caraïbe,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5Cdes+Pres%5CPlage%2Ejpg,"37 x 31½""",Francois Turenne des Pres,"Four women in foreground seated on the Caribbean seashore, basket of fruit on a blanket.",http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Francois+Turenne+des+Pres&whereclause=where+maker%3D%27Francois+Turenne+des+Pres%27+OR+cleanmaker%3D%27Francois+Turenne+des+Pres%27+OR+maker1%3D%27Francois+Turenne+des+Pres%27+OR+maker2%3D%27Francois+Turenne+des+Pres%27+OR+maker3%3D%27Francois+Turenne+des+Pres%27+OR+maker4%3D%27Francois+Turenne+des+Pres%27+OR+maker5%3D%27Francois+Turenne+des+Pres%27&current_record=2,afe17ddd1e61
Oil on canvas,Gift of the artist,Lidie et Tina,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5Cdes+Pres%5CLidie%2Ejpg,"25 x 30""",Francois Turenne des Pres,2 women with fruit,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Francois+Turenne+des+Pres&whereclause=where+maker%3D%27Francois+Turenne+des+Pres%27+OR+cleanmaker%3D%27Francois+Turenne+des+Pres%27+OR+maker1%3D%27Francois+Turenne+des+Pres%27+OR+maker2%3D%27Francois+Turenne+des+Pres%27+OR+maker3%3D%27Francois+Turenne+des+Pres%27+OR+maker4%3D%27Francois+Turenne+des+Pres%27+OR+maker5%3D%27Francois+Turenne+des+Pres%27&current_record=3,d675d62ac2d7
Haitian oils on canvas,Gift of the artist,Deux Bonnes Femmes,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5Cdes+Pres%5CFemmes%2Ejpg,"30 x 24""",Francois Turenne des Pres,Two young women seated cross legged in an orchard.,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Francois+Turenne+des+Pres&whereclause=where+maker%3D%27Francois+Turenne+des+Pres%27+OR+cleanmaker%3D%27Francois+Turenne+des+Pres%27+OR+maker1%3D%27Francois+Turenne+des+Pres%27+OR+maker2%3D%27Francois+Turenne+des+Pres%27+OR+maker3%3D%27Francois+Turenne+des+Pres%27+OR+maker4%3D%27Francois+Turenne+des+Pres%27+OR+maker5%3D%27Francois+Turenne+des+Pres%27&current_record=4,c8deeb518bbc
Haitian oils on canvas,Gift of the artist,Lone Woman,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5CTrioImages%5Cdes+Pres%5CWoman%2Ejpg,"24 x 30""",Francois Turenne des Pres,oil painting no frame or glass,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Francois+Turenne+des+Pres&whereclause=where+maker%3D%27Francois+Turenne+des+Pres%27+OR+cleanmaker%3D%27Francois+Turenne+des+Pres%27+OR+maker1%3D%27Francois+Turenne+des+Pres%27+OR+maker2%3D%27Francois+Turenne+des+Pres%27+OR+maker3%3D%27Francois+Turenne+des+Pres%27+OR+maker4%3D%27Francois+Turenne+des+Pres%27+OR+maker5%3D%27Francois+Turenne+des+Pres%27&current_record=5,d6f3d6edbf34
"Haitian oils, masonite",Gift of the artist,Conversation a Trois,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5Cdes+Pres%5CTrois%2Ejpg,"20 x 24""",Francois Turenne des Pres,painting of three women talking in Haitian village with straw houses to the right of them in background,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Francois+Turenne+des+Pres&whereclause=where+maker%3D%27Francois+Turenne+des+Pres%27+OR+cleanmaker%3D%27Francois+Turenne+des+Pres%27+OR+maker1%3D%27Francois+Turenne+des+Pres%27+OR+maker2%3D%27Francois+Turenne+des+Pres%27+OR+maker3%3D%27Francois+Turenne+des+Pres%27+OR+maker4%3D%27Francois+Turenne+des+Pres%27+OR+maker5%3D%27Francois+Turenne+des+Pres%27&current_record=6,8afad3dbf163
Haitian oils on masonite,Gift of the artist,Humilite,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5Cdes+Pres%5CHumilite%2Ejpg,"29"" x 20""",Francois Turenne des Pres,Portrait of woman with head scarf and crossed arms.,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Francois+Turenne+des+Pres&whereclause=where+maker%3D%27Francois+Turenne+des+Pres%27+OR+cleanmaker%3D%27Francois+Turenne+des+Pres%27+OR+maker1%3D%27Francois+Turenne+des+Pres%27+OR+maker2%3D%27Francois+Turenne+des+Pres%27+OR+maker3%3D%27Francois+Turenne+des+Pres%27+OR+maker4%3D%27Francois+Turenne+des+Pres%27+OR+maker5%3D%27Francois+Turenne+des+Pres%27&current_record=7,785a949ee070
"wood, ivory, leather, goat",Gift of Dr. and Mrs. Harland Goldwater,Woman,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CDAS+Foto%5CWoman%2Ejpg,"43"" x 36"" x 24""",Frank E. Cummings III,"top-suspended with footstool, made in Japanese oak on wooden bearings of lignin vitae which are capped in ivory; coverings are gold-brown matching African goat skins.",http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Frank+E%2E+Cummings+III&whereclause=where+maker%3D%27Frank+E%2E+Cummings+III%27+OR+cleanmaker%3D%27Frank+E%2E+Cummings+III%27+OR+maker1%3D%27Frank+E%2E+Cummings+III%27+OR+maker2%3D%27Frank+E%2E+Cummings+III%27+OR+maker3%3D%27Frank+E%2E+Cummings+III%27+OR+maker4%3D%27Frank+E%2E+Cummings+III%27+OR+maker5%3D%27Frank+E%2E+Cummings+III%27&current_record=1,be049f697c20
Oil on paper,Gift of Myron and Dawn Glenn,Abstract Landscape,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CFrank+Williams%5CWilliams%5FLandscape%2Ejpg,"14"" H x 10"" W",Frank James Williams,Tree occupying center of composition lit by moonlight from behind. Shrubbery surrounding the foreground in a vibrant color palette.,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Frank+James+Williams&whereclause=where+maker%3D%27Frank+James+Williams%27+OR+cleanmaker%3D%27Frank+James+Williams%27+OR+maker1%3D%27Frank+James+Williams%27+OR+maker2%3D%27Frank+James+Williams%27+OR+maker3%3D%27Frank+James+Williams%27+OR+maker4%3D%27Frank+James+Williams%27+OR+maker5%3D%27Frank+James+Williams%27&current_record=1,0613eab9bee4
Charcoal pencil on paper,Gift of Myron and Dawn Glenn,The Call,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CFrank+Williams%5CWilliams%5FTheCall%2Ejpg,"38.5"" H x 28.25"" W",Frank James Williams,Woman seated with her arms around her ankles gazing upwards to her right.,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Frank+James+Williams&whereclause=where+maker%3D%27Frank+James+Williams%27+OR+cleanmaker%3D%27Frank+James+Williams%27+OR+maker1%3D%27Frank+James+Williams%27+OR+maker2%3D%27Frank+James+Williams%27+OR+maker3%3D%27Frank+James+Williams%27+OR+maker4%3D%27Frank+James+Williams%27+OR+maker5%3D%27Frank+James+Williams%27&current_record=2,8be8c5881b05
engraving on newsprint,"Gift of Friends, The Foundation of the California African American Museum","The Plantation Police, or Home Guard, Examining Passes on the Road Leading to the Levee of the Mississippi River",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CHarper%27s+Weekly%5CCivilWar%5FPlantationPolice+copy%2Ejpg,15.5 H x 10.25 W,Frederick B. Schell,An engraving that shows an armed white plantation police man with a dog by his side inspecting passes of three black males with the use of a hand lamp. In the back four white armed men on horse can be seen roaming with the moon and the lake as a backdrop.,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Frederick+B%2E+Schell&whereclause=where+maker%3D%27Frederick+B%2E+Schell%27+OR+cleanmaker%3D%27Frederick+B%2E+Schell%27+OR+maker1%3D%27Frederick+B%2E+Schell%27+OR+maker2%3D%27Frederick+B%2E+Schell%27+OR+maker3%3D%27Frederick+B%2E+Schell%27+OR+maker4%3D%27Frederick+B%2E+Schell%27+OR+maker5%3D%27Frederick+B%2E+Schell%27&current_record=1,6943e48c373c
Oil on linen,California Afro-American Museum Foundation purchase,After the Hunt,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CAFTERH%7E1%2EBMP,"60 x 48""",Frederick James Brown,"large scale work; images of Candice Bergen, Elizabeth Taylor, Nat King Cole and others on the mind of a black male in front of a fireplace with a red fox.",http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Frederick+James+Brown&whereclause=where+maker%3D%27Frederick+James+Brown%27+OR+cleanmaker%3D%27Frederick+James+Brown%27+OR+maker1%3D%27Frederick+James+Brown%27+OR+maker2%3D%27Frederick+James+Brown%27+OR+maker3%3D%27Frederick+James+Brown%27+OR+maker4%3D%27Frederick+James+Brown%27+OR+maker5%3D%27Frederick+James+Brown%27&current_record=1,5a458769b51e
Oil on paper,Gift of Lauree and Larry Turman,U.S. Made,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CBrown%5FTurman%2Ejpg,"30"" H x 22"" W",Frederick James Brown,Full-face straight on stylized portrait of African American male in uniform.,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Frederick+James+Brown&whereclause=where+maker%3D%27Frederick+James+Brown%27+OR+cleanmaker%3D%27Frederick+James+Brown%27+OR+maker1%3D%27Frederick+James+Brown%27+OR+maker2%3D%27Frederick+James+Brown%27+OR+maker3%3D%27Frederick+James+Brown%27+OR+maker4%3D%27Frederick+James+Brown%27+OR+maker5%3D%27Frederick+James+Brown%27&current_record=2,2e300f8189b2
Sheet music,Gift of Estate of Marjorie P. Johnson,"""Oh! What A Beautiful City""",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5CTrioImages%5CSheet%5Fmusic%5CPooleJohnson%5Fsheetmusic+copy%2Ejpg,12 H x 9 W,"G. Schirmer, Inc",Sheet music with illustration of cityscape in lower right portion of cover page. Total of six pages.,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+G%2E+Schirmer%2C+Inc&whereclause=where+maker%3D%27G%2E+Schirmer%2C+Inc%27+OR+cleanmaker%3D%27G%2E+Schirmer%2C+Inc%27+OR+maker1%3D%27G%2E+Schirmer%2C+Inc%27+OR+maker2%3D%27G%2E+Schirmer%2C+Inc%27+OR+maker3%3D%27G%2E+Schirmer%2C+Inc%27+OR+maker4%3D%27G%2E+Schirmer%2C+Inc%27+OR+maker5%3D%27G%2E+Schirmer%2C+Inc%27&current_record=1,7421d5f7296c
printed paper,Museum purchase,"LIFE Magazine ""The Cry That Will Be Heard""",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CLIFE%2Ebmp,"13.5"" H x 10.5"" W",Gordon Parks,LIFE magazine featuring Gordon Parks cover photography; signed by Gordon Parks November 2000.,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Gordon+Parks&whereclause=where+maker%3D%27Gordon+Parks%27+OR+cleanmaker%3D%27Gordon+Parks%27+OR+maker1%3D%27Gordon+Parks%27+OR+maker2%3D%27Gordon+Parks%27+OR+maker3%3D%27Gordon+Parks%27+OR+maker4%3D%27Gordon+Parks%27+OR+maker5%3D%27Gordon+Parks%27&current_record=1,8840e828ea55
"paper, lithography ink",California Afro-American Museum Foundation purchase,Levi Strauss and Company [bill head],http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CGrafton+T%2E+Brown%5CLevi%2Ejpg,"8.5"" H x 8.5"" W",Grafton Tyler Brown,lithograph,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Grafton+Tyler+Brown&whereclause=where+maker%3D%27Grafton+Tyler+Brown%27+OR+cleanmaker%3D%27Grafton+Tyler+Brown%27+OR+maker1%3D%27Grafton+Tyler+Brown%27+OR+maker2%3D%27Grafton+Tyler+Brown%27+OR+maker3%3D%27Grafton+Tyler+Brown%27+OR+maker4%3D%27Grafton+Tyler+Brown%27+OR+maker5%3D%27Grafton+Tyler+Brown%27&current_record=1,7a3164016d8d
"paper, lithography ink",California Afro-American Museum Foundation purchase,"Wells Fargo Mining Co. Virginia District, Storey County, NV [stock certificate]",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CGrafton+T%2E+Brown%5CWells+Fargo%2Ejpg,"5.25"" H x 9.25"" W",Grafton Tyler Brown,stock certificate,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Grafton+Tyler+Brown&whereclause=where+maker%3D%27Grafton+Tyler+Brown%27+OR+cleanmaker%3D%27Grafton+Tyler+Brown%27+OR+maker1%3D%27Grafton+Tyler+Brown%27+OR+maker2%3D%27Grafton+Tyler+Brown%27+OR+maker3%3D%27Grafton+Tyler+Brown%27+OR+maker4%3D%27Grafton+Tyler+Brown%27+OR+maker5%3D%27Grafton+Tyler+Brown%27&current_record=2,86c405872d4e
"paper, lithography ink",California Afro-American Museum Foundation purchase,Queen Mining Co.,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CGRAFTO%7E1%2EBRO%5CQUEEN%2EJPG,"4 x 9½""",Grafton Tyler Brown,Two (2) stock certificates,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Grafton+Tyler+Brown&whereclause=where+maker%3D%27Grafton+Tyler+Brown%27+OR+cleanmaker%3D%27Grafton+Tyler+Brown%27+OR+maker1%3D%27Grafton+Tyler+Brown%27+OR+maker2%3D%27Grafton+Tyler+Brown%27+OR+maker3%3D%27Grafton+Tyler+Brown%27+OR+maker4%3D%27Grafton+Tyler+Brown%27+OR+maker5%3D%27Grafton+Tyler+Brown%27&current_record=3,b64d026f63ae
"paper, lithography ink",California Afro-American Museum Foundation purchase,"Ghirardelli, Coffee, Chocolate and Spice Manufactory [billhead]",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CGRAFTO%7E1%2EBRO%5CGHIRAD%7E1%2EJPG,"5"" H x 9.5"" W",Grafton Tyler Brown,lithographed billhead,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Grafton+Tyler+Brown&whereclause=where+maker%3D%27Grafton+Tyler+Brown%27+OR+cleanmaker%3D%27Grafton+Tyler+Brown%27+OR+maker1%3D%27Grafton+Tyler+Brown%27+OR+maker2%3D%27Grafton+Tyler+Brown%27+OR+maker3%3D%27Grafton+Tyler+Brown%27+OR+maker4%3D%27Grafton+Tyler+Brown%27+OR+maker5%3D%27Grafton+Tyler+Brown%27&current_record=4,639a02128884
"paper, lithography ink",California Afro-American Museum Foundation purchase,"Residence, Ranch and Dairy of V. Guerrero, Half Moon Bay, San Mateo, California",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CGrafton+T%2E+Brown%5CGuerrero%2Ejpg,"18"" x 33""",Grafton Tyler Brown,landscape and buildings,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Grafton+Tyler+Brown&whereclause=where+maker%3D%27Grafton+Tyler+Brown%27+OR+cleanmaker%3D%27Grafton+Tyler+Brown%27+OR+maker1%3D%27Grafton+Tyler+Brown%27+OR+maker2%3D%27Grafton+Tyler+Brown%27+OR+maker3%3D%27Grafton+Tyler+Brown%27+OR+maker4%3D%27Grafton+Tyler+Brown%27+OR+maker5%3D%27Grafton+Tyler+Brown%27&current_record=5,59d0e2300574
"paper, lithography ink",California Afro-American Museum Foundation purchase,"Willow Glen Rancho, Residence of T.W. Moore, Pescadero, San Mateo Co. Cal.",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CGrafton+T%2E+Brown%5CWillow+Glen+Rancho%2Ejpg,"19"" H x 33"" W x 2"" D",Grafton Tyler Brown,landscape and buildings,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Grafton+Tyler+Brown&whereclause=where+maker%3D%27Grafton+Tyler+Brown%27+OR+cleanmaker%3D%27Grafton+Tyler+Brown%27+OR+maker1%3D%27Grafton+Tyler+Brown%27+OR+maker2%3D%27Grafton+Tyler+Brown%27+OR+maker3%3D%27Grafton+Tyler+Brown%27+OR+maker4%3D%27Grafton+Tyler+Brown%27+OR+maker5%3D%27Grafton+Tyler+Brown%27&current_record=6,5badfc0e03d9
"paper, lithography ink",California Afro-American Museum Foundation purchase,"San Felix Station, M. Carey, Prop. San Mateo County California",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CGrafton+T%2E+Brown%5CSan+Felix+Station%2Ejpg,"16"" x 19½""",Grafton Tyler Brown,landscape and buildings,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Grafton+Tyler+Brown&whereclause=where+maker%3D%27Grafton+Tyler+Brown%27+OR+cleanmaker%3D%27Grafton+Tyler+Brown%27+OR+maker1%3D%27Grafton+Tyler+Brown%27+OR+maker2%3D%27Grafton+Tyler+Brown%27+OR+maker3%3D%27Grafton+Tyler+Brown%27+OR+maker4%3D%27Grafton+Tyler+Brown%27+OR+maker5%3D%27Grafton+Tyler+Brown%27&current_record=7,039f5d28a073
"paper, lithography ink",California Afro-American Museum Foundation purchase,"Lake Ranch, Residence of R.T. Ray",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CGrafton+T%2E+Brown%5CRay%2Ejpg,"17"" x 20""",Grafton Tyler Brown,landscape and buildings,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Grafton+Tyler+Brown&whereclause=where+maker%3D%27Grafton+Tyler+Brown%27+OR+cleanmaker%3D%27Grafton+Tyler+Brown%27+OR+maker1%3D%27Grafton+Tyler+Brown%27+OR+maker2%3D%27Grafton+Tyler+Brown%27+OR+maker3%3D%27Grafton+Tyler+Brown%27+OR+maker4%3D%27Grafton+Tyler+Brown%27+OR+maker5%3D%27Grafton+Tyler+Brown%27&current_record=8,34bf598734ac
"paper, lithography ink",California Afro-American Museum Foundation purchase,"Ocean View Ranch, Property & Residence of Jacob Downing, San Gregorio, San Mateo Co., Cal.",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CGRAFTO%7E1%2EBRO%5CJDOWNI%7E1%2EJPG,"23) 5"" x 12.25""; 24) 6 9/16"" x 12.25"" (images)",Grafton Tyler Brown,"landscape and buildings, both views on one (1) page",http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Grafton+Tyler+Brown&whereclause=where+maker%3D%27Grafton+Tyler+Brown%27+OR+cleanmaker%3D%27Grafton+Tyler+Brown%27+OR+maker1%3D%27Grafton+Tyler+Brown%27+OR+maker2%3D%27Grafton+Tyler+Brown%27+OR+maker3%3D%27Grafton+Tyler+Brown%27+OR+maker4%3D%27Grafton+Tyler+Brown%27+OR+maker5%3D%27Grafton+Tyler+Brown%27&current_record=9,701dd172228b
"paper, lithography ink",California Afro-American Museum Foundation purchase,"Residence of John Donnelly, San Mateo, California",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CGrafton+T%2E+Brown%5CJ%2E+Donnelly%2Ejpg,"16"" H x 18.75"" W x 2"" D",Grafton Tyler Brown,landscape and buildings,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Grafton+Tyler+Brown&whereclause=where+maker%3D%27Grafton+Tyler+Brown%27+OR+cleanmaker%3D%27Grafton+Tyler+Brown%27+OR+maker1%3D%27Grafton+Tyler+Brown%27+OR+maker2%3D%27Grafton+Tyler+Brown%27+OR+maker3%3D%27Grafton+Tyler+Brown%27+OR+maker4%3D%27Grafton+Tyler+Brown%27+OR+maker5%3D%27Grafton+Tyler+Brown%27&current_record=10,481c2daece62
"paper, lithography ink",California Afro-American Museum Foundation purchase,"E.A. Husing, Dealer in Groceries, Dry Goods, Hardware, Crockery, Boots and Shoes",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CGrafton+T%2E+Brown%5CHusing%2Ejpg,"15"" x 18""",Grafton Tyler Brown,landscape and buildings,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Grafton+Tyler+Brown&whereclause=where+maker%3D%27Grafton+Tyler+Brown%27+OR+cleanmaker%3D%27Grafton+Tyler+Brown%27+OR+maker1%3D%27Grafton+Tyler+Brown%27+OR+maker2%3D%27Grafton+Tyler+Brown%27+OR+maker3%3D%27Grafton+Tyler+Brown%27+OR+maker4%3D%27Grafton+Tyler+Brown%27+OR+maker5%3D%27Grafton+Tyler+Brown%27&current_record=11,c16075c81d0c
