dim,made,prov,title,nationality,artist,image_url,birth_date,death_date,production_id
Paper: 6 x 6 in. (15.2 x 15.2 cm.); Image 3 x 3 in. (7.6 x 7.6 cm.),1966,"Norton Simon Museum, Anonymous Gift, 1968","Hommage a Kandinsky,",American,Jesse Reichek,http://images.nortonsimon.org/viewer/index.php?id=P.1968.27.140,1916,2005,31753da9e1d1
Paper: 6 x 6 in. (15.2 x 15.2 cm.),1966,"Norton Simon Museum, Anonymous Gift, 1971","Hommage a Klee,",American,Jesse Reichek,http://images.nortonsimon.org/viewer/index.php?id=P.1971.7.019,1916,2005,a2926552705d
11-1/4 x 13-1/4 in. (28.6 x 33.7 cm),1921,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Falling Star,",German,Hans Reichel,http://images.nortonsimon.org/viewer/index.php?id=P.1953.305,1892,1958,81bb66557aa2
plate: 5-3/16 x 4-5/16 in. (13.2 x 11.0 cm); sheet: 5-1/4 x 4-3/8 in. (13.3 x 11.1 cm),1645,Norton Simon Art Foundation,"Christ Carried to the Tomb,",Dutch,Rembrandt van Rijn,http://images.nortonsimon.org/viewer/index.php?id=M.1977.32.070.G,1606,1669,4137d864da5e
plate: 6-3/8 x 8-3/8 in. (16.2 x 21.3 cm); sheet: 6-1/2 x 8-3/8 in. (16.5 x 21.3 cm),1650,Norton Simon Art Foundation,"Christ Appearing to the Apostles,",Dutch,Rembrandt van Rijn,http://images.nortonsimon.org/viewer/index.php?id=M.1977.32.081.G,1606,1669,d02bcacd2cee
comp: 8-1/16 x 5-13/16 in. (20.5 x 14.8 cm); sheet: 8-1/8 x 5-15/16 in. (20.6 x 15.1 cm),1661,Norton Simon Art Foundation,"Woman with the Arrow (Cleopatra),",Dutch,Rembrandt van Rijn,http://images.nortonsimon.org/viewer/index.php?id=M.1977.32.115.G,1606,1669,0149ec5b56fd
plate: 6-1/2 x 4-3/16 in. (16.5 x 10.6 cm); sheet: 6-5/8 x 4-1/4 in. (16.8 x 10.8 cm),1641,Norton Simon Art Foundation,"Virgin and Child in the Clouds,",Dutch,Rembrandt van Rijn,http://images.nortonsimon.org/viewer/index.php?id=M.1977.32.052.G,1606,1669,d8be5d45fb44
plate: 3-1/2 x 2-7/16 in. (8.9 x 6.2 cm); sheet: 3-9/16 x 2-9/16 in. (9.0 x 6.5 cm),1642,Norton Simon Art Foundation,"Girl with a Basket,",Dutch,Rembrandt van Rijn,http://images.nortonsimon.org/viewer/index.php?id=M.1977.32.056.G,1606,1669,122fe2f96364
plate: 4-7/16 x 6 in. (11.3 x 15.2 cm); sheet: 4-15/16 x 6-5/8 in. (12.5 x 16.8 cm),1640,Norton Simon Art Foundation,"View of Amsterdam from the Northwest,",Dutch,Rembrandt van Rijn,http://images.nortonsimon.org/viewer/index.php?id=M.1977.32.045.G,1606,1669,64fc549df345
plate: 2-1/2 x 1-11/16 in. (6.4 x 4.3 cm); sheet: 2-9/16 x 1-11/16 in. (6.5 x 4.3 cm),1634,Norton Simon Art Foundation,"Two Tramps, a Man and a Woman,",Dutch,Rembrandt van Rijn,http://images.nortonsimon.org/viewer/index.php?id=M.1977.32.020.G,1606,1669,f4e513243791
plate:  5-3/4 x 8-1/8 in. (14.6 x 21.0 cm); sheet:  5-7/8 x 8-1/2 in. (14.9x 21.6 cm),1641,Norton Simon Art Foundation,"The Windmill,",Dutch,Rembrandt van Rijn,http://images.nortonsimon.org/viewer/index.php?id=M.1977.32.048.G,1606,1669,f54db610d789
plate: 2-15/16 x 4-1/16 in. (7.5 x 10.3 cm); sheet: 2-15/16 x 4-1/16 in. (7.5 x 10.3 cm),1635,Norton Simon Art Foundation,"The Tribute Money,",Dutch,Rembrandt van Rijn,http://images.nortonsimon.org/viewer/index.php?id=M.1977.32.023.G,1606,1669,f73e98b23f6e
Paper: 39 x 22 in. (99.1 x 55.9 cm.),1966,"Norton Simon Museum, Anonymous Gift, 1969","Untitled,",American,Jesse Reichek,http://images.nortonsimon.org/viewer/index.php?id=P.1969.092.291,1916,2005,aff64d5384f0
Paper: 6 x 6 in. (15.2 x 15.2 cm.),1966,"Norton Simon Museum, Anonymous Gift, 1968","Hommage a Mondrian,",American,Jesse Reichek,http://images.nortonsimon.org/viewer/index.php?id=P.1968.27.171,1916,2005,ff22227d28fa
Paper: 6 x 6 in. (15.2 x 15.2 cm.),1966,"Norton Simon Museum, Anonymous Gift, 1971","Hommage a Klee,",American,Jesse Reichek,http://images.nortonsimon.org/viewer/index.php?id=P.1971.7.030,1916,2005,261b6f73a797
Paper: 6 x 6 in. (15.2 x 15.2 cm.),1966,"Norton Simon Museum, Anonymous Gift, 1971","Hommage a Klee,",American,Jesse Reichek,http://images.nortonsimon.org/viewer/index.php?id=P.1971.7.029,1916,2005,44615bd592f5
Paper: 6 x 6 in. (15.2 x 15.2 cm.),1966,"Norton Simon Museum, Anonymous Gift","Hommage a Klee,",American,Jesse Reichek,http://images.nortonsimon.org/viewer/index.php?id=P.1971.7.028,1916,2005,6ae305e8d0d5
Paper: 6 x 6 in. (15.2 x 15.2 cm.),1966,"Norton Simon Museum, Anonymous Gift, 1971","Hommage a Klee,",American,Jesse Reichek,http://images.nortonsimon.org/viewer/index.php?id=P.1971.7.027,1916,2005,5e0ee122237d
plate: 3-5/16 x 6-15/16 in. (8.4 x 17.6 cm); sheet: 3-5/16 x 6-15/16 in. (8.4 x 17.6 \cm),1652,Norton Simon Art Foundation,"Landscape with a Hay Barn and a Flock of Sheep,",Dutch,Rembrandt van Rijn,http://images.nortonsimon.org/viewer/index.php?id=M.1977.32.085.G,1606,1669,e4cc14ab2cb8
plate: 4-1/16 x 5-3/16 in. (10.3 x 13.2 cm); sheet: 4-3/16 x 5-3/16 in. (10.6 x 13.2 cm),1650,Norton Simon Art Foundation,"Landscape with a Cow,",Dutch,Rembrandt van Rijn,http://images.nortonsimon.org/viewer/index.php?id=M.1977.32.084.G,1606,1669,210697a26c57
plate:  5 x 12-1/2 in. (12.7 x 31.8 cm); sheet:  5-1/8 x 12-5/8 in. (13.0 x 39.7 cm),1641,Norton Simon Art Foundation,"Landscape with a Cottage and Large Tree,",Dutch,Rembrandt van Rijn,http://images.nortonsimon.org/viewer/index.php?id=M.1977.32.047.G,1606,1669,d869d4a46d8b
plate:  5-1/4 x 12-3/4 in. (13.3 x 32.4 cm); sheet:  5-5/8 x 15-1/4 in. (14.3 x 38.7 cm),1641,Norton Simon Art Foundation,"Landscape with a Cottage and Haybarn: Oblong,",Dutch,Rembrandt van Rijn,http://images.nortonsimon.org/viewer/index.php?id=M.1977.32.046.G,1606,1669,4b5e414f1d33
plate: 5-1/2 x 8-1/8 in. (14.0 x 20.6 cm); sheet: 5-9/16 x 8-1/4 in. (14.1 x 21.0 cm),1659,Norton Simon Art Foundation,"Jupiter and Antiope:  the Larger Plate,",Dutch,Rembrandt van Rijn,http://images.nortonsimon.org/viewer/index.php?id=M.1977.32.114.G,1606,1669,42d282f3c285
plate: 3-1/4 x 4-3/8 in. (8.3 x 11.1 cm); sheet: 3-5/8 x 4-1/2 in. (9.2 x 11.4 cm),1631,Norton Simon Art Foundation,"Jupiter and Antiope:  Smaller Plate,",Dutch,Rembrandt van Rijn,http://images.nortonsimon.org/viewer/index.php?id=M.1977.32.011.G,1606,1669,86ed21efe0fa
4-5/16 x 3-5/16 in. (11.0 x 8.4 cm),1638,Norton Simon Art Foundation,"Joseph Telling His Dreams,",Dutch,Rembrandt van Rijn,http://images.nortonsimon.org/viewer/index.php?id=M.1977.32.034.G,1606,1669,ad4ec14afcc3
plate: 2-7/8 x 5-3/16 in. (7.3 x 13.6 cm); sheet: 2-15/16 x 5-1/4 in. (7.5 x 13.3 cm),1648,Norton Simon Art Foundation,"Jews in the Synagogue,",Dutch,Rembrandt van Rijn,http://images.nortonsimon.org/viewer/index.php?id=M.1977.32.079.G,1606,1669,9d3c3a0cabc6
plate: 9-3/8 x 7-15/16 in. (23.8 x 20.2 cm); sheet: 10 1/16 x 8 1/8 in. (25.6 x 20.6 cm),1639,Norton Simon Art Foundation,"Jan Uytenbogaert, 'The Goldweigher',",Dutch,Rembrandt van Rijn,http://images.nortonsimon.org/viewer/index.php?id=M.1977.32.040.G,1606,1669,fd6b3e020d9a
7-5/8 x 5-5/8 in. (19.4 x 14.3 cm),1656,"Norton Simon Museum, Museum purchase with funds donated by Mrs. Edward C. Crossett","Jan Lutma, the Elder, Goldsmith and Sculptor,",Dutch,Rembrandt van Rijn,http://images.nortonsimon.org/viewer/index.php?id=P.1961.36,1606,1669,f0c1786350e1
Paper: 6 x 6 in. (15.2 x 15.2 cm.),1966,"Norton Simon Museum, Anonymous Gift, 1971","Hommage a Klee,",American,Jesse Reichek,http://images.nortonsimon.org/viewer/index.php?id=P.1971.7.026,1916,2005,b66a46a00f2f
Paper: 6 x 6 in. (15.2 x 15.2 cm.),1966,"Norton Simon Museum, Anonymous Gift, 1971","Hommage a Klee,",American,Jesse Reichek,http://images.nortonsimon.org/viewer/index.php?id=P.1971.7.025,1916,2005,b994e5ea4543
Paper: 6 x 6 in. (15.2 x 15.2 cm.),1966,"Norton Simon Museum, Anonymous Gift, 1971","Hommage a Klee,",American,Jesse Reichek,http://images.nortonsimon.org/viewer/index.php?id=P.1971.7.031,1916,2005,cc43f44422c5
Paper: 6 x 6 in. (15.2 x 15.2 cm.),1966,"Norton Simon Museum, Anonymous Gift, 1971","Hommage a Klee,",American,Jesse Reichek,http://images.nortonsimon.org/viewer/index.php?id=P.1971.7.024,1916,2005,7bc2471aaea9
Paper: 6 x 6 in. (15.2 x 15.2 cm.),1966,"Norton Simon Museum, Anonymous Gift, 1971","Hommage a Klee,",American,Jesse Reichek,http://images.nortonsimon.org/viewer/index.php?id=P.1971.7.023,1916,2005,453d51acce69
Paper: 6 x 6 in. (15.2 x 15.2 cm.),1966,"Norton Simon Museum, Anonymous Gift, 1971","Hommage a Klee,",American,Jesse Reichek,http://images.nortonsimon.org/viewer/index.php?id=P.1971.7.022,1916,2005,60fa95a0a8c9
plate: 2-5/8 x 6-7/8 in. (6.7 x 17.5 cm); sheet: 2-5/8 x 6-7/8 in. (6.7 x 17.5 cm),1650,Norton Simon Art Foundation,"Landscape with a Milkman (Het Melkboertje),",Dutch,Rembrandt van Rijn,http://images.nortonsimon.org/viewer/index.php?id=M.1977.32.086.G,1606,1669,1dbf4507eaba
Paper: 6 x 6 in. (15.2 x 15.2 cm.),1966,"Norton Simon Museum, Anonymous Gift, 1971","Hommage a Klee,",American,Jesse Reichek,http://images.nortonsimon.org/viewer/index.php?id=P.1971.7.021,1916,2005,58fcaf186d02
Paper: 6 x 6 in. (15.2 x 15.2 cm.),1966,"Norton Simon Museum, Anonymous Gift, 1971","Hommage a Klee,",American,Jesse Reichek,http://images.nortonsimon.org/viewer/index.php?id=P.1971.7.020,1916,2005,97d49b3e93c2
Paper: 6 x 6 in. (15.2 x 15.2 cm.),1966,"Norton Simon Museum, Anonymous Gift, 1968","Hommage a Mondrian,",American,Jesse Reichek,http://images.nortonsimon.org/viewer/index.php?id=P.1968.27.170,1916,2005,3c24b42a85ef
Paper: 6 x 6 in. (15.2 x 15.2 cm.),1966,"Norton Simon Museum, Anonymous Gift, 1968","Hommage a Mondrian,",American,Jesse Reichek,http://images.nortonsimon.org/viewer/index.php?id=P.1968.27.169,1916,2005,6780abc58d48
Paper: 6 x 6 in. (15.2 x 15.2 cm.),1966,"Norton Simon Museum, Anonymous Gift, 1968","Hommage a Mondrian,",American,Jesse Reichek,http://images.nortonsimon.org/viewer/index.php?id=P.1968.27.168,1916,2005,31328eb45eb1
Paper: 6 x 6 in. (15.2 x 15.2 cm.),1966,"Norton Simon Museum, Anonymous Gift, 1968","Hommage a Mondrian,",American,Jesse Reichek,http://images.nortonsimon.org/viewer/index.php?id=P.1968.27.167,1916,2005,b55ef73593d9
plate: 9-3/8 x 7 in. (23.8 x 17.8 cm); sheet: 10-9/16 x 7-1/8 in. (26.8 x 18.1 cm),1648,Norton Simon Art Foundation,"Medea:  or the Marriage of Jason and Creusa,",Dutch,Rembrandt van Rijn,http://images.nortonsimon.org/viewer/index.php?id=M.1977.32.080.G,1606,1669,f1ee657a9919
plate: 3 x 2-5/16 in. (7.6 x 5.9 cm); sheet: 3-3/16 x 2-1/2 in. (8.1 x 6.4 cm),1630,Norton Simon Art Foundation,"Man Wearing a Close Cap:  Bust (the Artist's Father?),",Dutch,Rembrandt van Rijn,http://images.nortonsimon.org/viewer/index.php?id=M.1977.32.008.G,1606,1669,5020eb18faf6
plate: 4-7/16 x 3-3/16 in. (11.3 x 8.1 cm); sheet: 4-5/8 x 3-5/16 in. (11.7 x 8.4 cm),1630,Norton Simon Art Foundation,"Man in a Coat and Fur Cap Leaning Against a Bank,",Dutch,Rembrandt van Rijn,http://images.nortonsimon.org/viewer/index.php?id=M.1977.32.006.G,1606,1669,80840a5b4954
plate: 3-1/8 x 2-5/8 in. (7.9 x 6.7 cm); sheet: 3-3/8 x 2-13/16 in. (8.6 x 7.1 cm),1638,Norton Simon Art Foundation,"Man in a Broad-Brimmed Hat,",Dutch,Rembrandt van Rijn,http://images.nortonsimon.org/viewer/index.php?id=M.1977.32.033.G,1606,1669,82bca7af1a77
plate: 3-1/4 x 2-9/16 in. (8.3 x 6.5 cm); sheet: 3-7/8 x 2-11/16 in. (9.8 x 6.8 cm),1641,Norton Simon Art Foundation,"Man Drawing from a Cast,",Dutch,Rembrandt van Rijn,http://images.nortonsimon.org/viewer/index.php?id=M.1977.32.055.G,1606,1669,d3855f9e51c5
Paper: 6 x 6 in. (15.2 x 15.2 cm.),1966,"Norton Simon Museum, Anonymous Gift, 1971","Hommage a Klee,",American,Jesse Reichek,http://images.nortonsimon.org/viewer/index.php?id=P.1971.7.032,1916,2005,772a01207bef
plate: 6-1/8 x 4-1/16 in. (15.6 x 10.3 cm); sheet: 6-1/2 x 4-1/8 in. (16.5 x 10.5 cm),1641,Norton Simon Art Foundation,"Man at a Desk, Wearing Cross and Chain,",Dutch,Rembrandt van Rijn,http://images.nortonsimon.org/viewer/index.php?id=M.1977.32.053.G,1606,1669,e2f695212061
plate: 13-1/8 x 11-1/8 in. (33.3 x 28.3 cm); sheet: 13-1/8 x 11-1/8 in. (33.3 x 28.3 cm),1658,Norton Simon Art Foundation,"Lieven Willemsz. Van Coppenol, Writing-Master:  the Larger Plate,",Dutch,Rembrandt van Rijn,http://images.nortonsimon.org/viewer/index.php?id=M.1977.29.3.G,1606,1669,1e77215ead35
Paper: 6 x 6 in. (15.2 x 15.2 cm.),1966,"Norton Simon Museum, Anonymous Gift, 1968","Hommage a Mondrian,",American,Jesse Reichek,http://images.nortonsimon.org/viewer/index.php?id=P.1968.27.150,1916,2005,5f0b5391f528
Paper: 6 x 6 in. (15.2 x 15.2 cm.),1966,"Norton Simon Museum, Anonymous Gift, 1968","Hommage a Mondrian,",American,Jesse Reichek,http://images.nortonsimon.org/viewer/index.php?id=P.1968.27.149,1916,2005,5635099582b2
plate: 6-3/8 x 8 in. (16.2 x 20.3 cm); sheet: 6-9/16 x 8-1/8 in. (16.7 x 20.6 cm),1650,Norton Simon Art Foundation,"Landscape with Three Gabled Cottages Beside a Road,",Dutch,Rembrandt van Rijn,http://images.nortonsimon.org/viewer/index.php?id=M.1977.32.089.G,1606,1669,98c205605ead
"Norton Simon Museum, Anonymous Gift, 1968",1966,P.1968.27.148-171,"Hommage a Mondrian,",American,Jesse Reichek,http://images.nortonsimon.org/viewer/index.php?id=P.1968.27.148-171,1916,2005,fd26af34f691
Paper: 6 x 6 in. (15.2 x 15.2 cm.),1966,"Norton Simon Museum, Anonymous Gift, 1968","Hommage a Mondrian,",American,Jesse Reichek,http://images.nortonsimon.org/viewer/index.php?id=P.1968.27.148,1916,2005,611a1126ac19
Paper: 6 x 6 in. (15.2 x 15.2 cm.),1966,"Norton Simon Museum, Anonymous Gift, 1971","Hommage a Klee,",American,Jesse Reichek,http://images.nortonsimon.org/viewer/index.php?id=P.1971.7.038,1916,2005,ddc21d883f8a
Paper: 6 x 6 in. (15.2 x 15.2 cm.),1966,"Norton Simon Museum, Anonymous Gift, 1971","Hommage a Klee,",American,Jesse Reichek,http://images.nortonsimon.org/viewer/index.php?id=P.1971.7.037,1916,2005,29b22a143728
Paper: 6 x 6 in. (15.2 x 15.2 cm.),1966,"Norton Simon Museum, Anonymous Gift, 1971","Hommage a Klee,",American,Jesse Reichek,http://images.nortonsimon.org/viewer/index.php?id=P.1971.7.036,1916,2005,976839c2a363
Paper: 6 x 6 in. (15.2 x 15.2 cm.),1966,"Norton Simon Museum, Anonymous Gift, 1971","Hommage a Klee,",American,Jesse Reichek,http://images.nortonsimon.org/viewer/index.php?id=P.1971.7.035,1916,2005,391df3e034c2
Paper: 6 x 6 in. (15.2 x 15.2 cm.),1966,"Norton Simon Museum, Anonymous Gift, 1971","Hommage a Klee,",American,Jesse Reichek,http://images.nortonsimon.org/viewer/index.php?id=P.1971.7.034,1916,2005,e7091e489216
plate: 3-1/4 x 6-1/4 in. (8.3 x 15.9 cm); sheet: 3-5/8 x 6-1/4 in. (9.2 x 15.9 cm),1658,Norton Simon Art Foundation,"Negress Lying Down,",Dutch,Rembrandt van Rijn,http://images.nortonsimon.org/viewer/index.php?id=M.1977.32.111.G,1606,1669,65db39589b03
Paper: 6 x 6 in. (15.2 x 15.2 cm.),1966,"Norton Simon Museum, Anonymous Gift, 1971","Hommage a Klee,",American,Jesse Reichek,http://images.nortonsimon.org/viewer/index.php?id=P.1971.7.033,1916,2005,c3e43c6b9bfb
plate: 5-1/8 x 6-5/16 in. (13.0 x 16.0 cm); sheet: 5-1/4 x 6-5/16 in. (13.3 x 16.0 cm),1653,Norton Simon Art Foundation,"Landscape with Sportsman and Dogs ('Het Jagertje'),",Dutch,Rembrandt van Rijn,http://images.nortonsimon.org/viewer/index.php?id=M.1977.32.098.G,1606,1669,0b2efe11efd5
plate: 3-3/8 x 6-3/8 in. (8.6 x 16.2 cm); sheet: 3-3/4 x 7-1/16 in. (9.5 x 17.9 cm),1650,Norton Simon Art Foundation,"Landscape with an Obelisk,",Dutch,Rembrandt van Rijn,http://images.nortonsimon.org/viewer/index.php?id=M.1977.32.087.G,1606,1669,aeee9a7a138f
plate: 3-9/16 x 6-3/16 in. (9.0 x 15.7 cm); sheet: 4 x 6-5/8 in. (10.2 x 16.8 cm),1650,Norton Simon Art Foundation,"Landscape with a Square Tower,",Dutch,Rembrandt van Rijn,http://images.nortonsimon.org/viewer/index.php?id=M.1977.32.088.G,1606,1669,5e75ebdf2f2f
Paper: 6 x 6 in. (15.2 x 15.2 cm.),1966,"Norton Simon Museum, Anonymous Gift, 1968","Hommage a Mondrian,",American,Jesse Reichek,http://images.nortonsimon.org/viewer/index.php?id=P.1968.27.166,1916,2005,ad57316fdbaa
Paper: 6 x 6 in. (15.2 x 15.2 cm.),1966,"Norton Simon Museum, Anonymous Gift, 1968","Hommage a Mondrian,",American,Jesse Reichek,http://images.nortonsimon.org/viewer/index.php?id=P.1968.27.165,1916,2005,10155b456837
Paper: 6 x 6 in. (15.2 x 15.2 cm.),1966,"Norton Simon Museum, Anonymous Gift, 1968","Hommage a Mondrian,",American,Jesse Reichek,http://images.nortonsimon.org/viewer/index.php?id=P.1968.27.151,1916,2005,9077ca0d74f6
Paper: 6 x 6 in. (15.2 x 15.2 cm.),1966,"Norton Simon Museum, Anonymous Gift, 1968","Hommage a Mondrian,",American,Jesse Reichek,http://images.nortonsimon.org/viewer/index.php?id=P.1968.27.164,1916,2005,9e157108be81
Paper: 6 x 6 in. (15.2 x 15.2 cm.),1966,"Norton Simon Museum, Anonymous Gift, 1968","Hommage a Mondrian,",American,Jesse Reichek,http://images.nortonsimon.org/viewer/index.php?id=P.1968.27.163,1916,2005,d022a6b0cf72
plate: 8-1/8 x 11 in. (20.6 x 27.9 cm); sheet:  8-5/16 x 11-1/8 in. (21.1 x 28.3 cm),1643,Norton Simon Art Foundation,"The Three Trees,",Dutch,Rembrandt van Rijn,http://images.nortonsimon.org/viewer/index.php?id=M.1977.32.062.G,1606,1669,98161bade90c
plate: 3-11/16 x 5-5/8 in. (9.4 x 14.3 cm); sheet: 3-13/16 x 5-11/16 in. (9.7 x 14.4 cm),1651,Norton Simon Art Foundation,"The Star of Kings:  a Night Piece,",Dutch,Rembrandt van Rijn,http://images.nortonsimon.org/viewer/index.php?id=M.1977.32.093.G,1606,1669,649ce5eadbe8
plate:  6-1/16 x 4-3/4 in. (15.4 x 12.1 cm); sheet:  6-1/2 x 4-7/8 in. (16.5 x 12.4 cm),1632,Norton Simon Art Foundation,"The Small Lion Hunt (with Two Lions),",Dutch,Rembrandt van Rijn,http://images.nortonsimon.org/viewer/index.php?id=M.1977.32.049.G,1606,1669,50ca24ec6c45
plate: 3-1/8 x 2-5/16 in. (7.9 x 5.9 cm); sheet: 3-5/16 x 2-1/2  in. (8.4 x 6.4 cm),1644,Norton Simon Art Foundation,"The Sleeping Herdsman,",Dutch,Rembrandt van Rijn,http://images.nortonsimon.org/viewer/index.php?id=M.1977.32.064.G,1606,1669,fe70ed9ce65c
plate: 3-1/4 x 6-1/4 in. (8.3 x 15.9 cm); sheet: 3-9/16 x 6-9/16 in. (9.0 x 16.7 cm),1658,Norton Simon Art Foundation,"Negress Lying Down,",Dutch,Rembrandt van Rijn,http://images.nortonsimon.org/viewer/index.php?id=M.1977.32.112.G,1606,1669,90cffc4207fd
5-5/16 x 4-1/16 in. (13.5 x 10.3 cm),1638,Norton Simon Art Foundation,"Rembrandt in Velvet Cap and Plume, with an Embroidered Dress:  Bust,",Dutch,Rembrandt van Rijn,http://images.nortonsimon.org/viewer/index.php?id=M.1977.32.116.G,1606,1669,7e09a21eb32b
plate: 3-9/16 x 3 in. (9.0 x 7.6 cm); sheet: 3-9/16 x 3 in. (9.0 x 7.6 cm),1630,Norton Simon Art Foundation,"Ragged Peasant with His Hands Behind Him, Holding a Stick,",Dutch,Rembrandt van Rijn,http://images.nortonsimon.org/viewer/index.php?id=M.1977.32.007.G,1606,1669,84d56e432dfa
25-1/2 x 22 in. (64.8 x 55.9 cm),1655-1660,The Norton Simon Foundation,"Portrait of a Boy,",Dutch,Rembrandt van Rijn,http://images.nortonsimon.org/viewer/index.php?id=F.1965.2.P,1606,1669,914a4f2071ee
27-1/2 x 21-1/2 in. (69.9 x 54.6 cm),1633,Norton Simon Art Foundation,"Portrait of a Bearded Man in a Wide-Brimmed Hat,",Dutch,Rembrandt van Rijn,http://images.nortonsimon.org/viewer/index.php?id=M.1977.31.P,1606,1669,30be6fbb200a
plate: 7-1/16 x 8-1/2 in. (17.9 x 21.6 cm); sheet: 7-1/4 x 8-5/8 in. (18.4 x 21.9 cm),1659,Norton Simon Art Foundation,"Peter and John Healing the Cripple at the Gate of the Temple,",Dutch,Rembrandt van Rijn,http://images.nortonsimon.org/viewer/index.php?id=M.1977.32.113.G,1606,1669,543bf78fed05
Paper: 6 x 6 in. (15.2 x 15.2 cm.),1966,"Norton Simon Museum, Anonymous Gift, 1968","Hommage a Mondrian,",American,Jesse Reichek,http://images.nortonsimon.org/viewer/index.php?id=P.1968.27.152,1916,2005,fbe8301a9d54
plate: 5-3/4 x 5-7/16 in. (14.6 x 13.8 cm); sheet: 6-1/16 x 5-9/16 in. (15.4 x 14.1 cm),1640,Norton Simon Art Foundation,"Old Man with a Divided Fur Cap,",Dutch,Rembrandt van Rijn,http://images.nortonsimon.org/viewer/index.php?id=M.1977.32.042.G,1606,1669,4ac361d7b3a2
Paper: 6 x 6 in. (15.2 x 15.2 cm.),1966,"Norton Simon Museum, Anonymous Gift, 1968","Hommage a Mondrian,",American,Jesse Reichek,http://images.nortonsimon.org/viewer/index.php?id=P.1968.27.161,1916,2005,029dcebefcaa
Paper: 6 x 6 in. (15.2 x 15.2 cm.),1966,"Norton Simon Museum, Anonymous Gift, 1968","Hommage a Mondrian,",American,Jesse Reichek,http://images.nortonsimon.org/viewer/index.php?id=P.1968.27.162,1916,2005,9f096e81c074
Paper: 6 x 6 in. (15.2 x 15.2 cm.),1966,"Norton Simon Museum, Anonymous Gift, 1968","Hommage a Mondrian,",American,Jesse Reichek,http://images.nortonsimon.org/viewer/index.php?id=P.1968.27.160,1916,2005,3d03370d1544
plate: 3-15/16 x 3-5/16 in. (10.0 x 8.4 cm); sheet: 4 x 3-3/8 in. (10.2 x 8.6 cm),1630,Norton Simon Art Foundation,"Old Man with a Flowing Beard,",Dutch,Rembrandt van Rijn,http://images.nortonsimon.org/viewer/index.php?id=M.1977.32.009.G,1606,1669,e17ae3fbb695
Paper: 6 x 6 in. (15.2 x 15.2 cm.),1966,"Norton Simon Museum, Anonymous Gift, 1968","Hommage a Mondrian,",American,Jesse Reichek,http://images.nortonsimon.org/viewer/index.php?id=P.1968.27.159,1916,2005,302fc803bd89
Paper: 6 x 6 in. (15.2 x 15.2 cm.),1966,"Norton Simon Museum, Anonymous Gift, 1968","Hommage a Mondrian,",American,Jesse Reichek,http://images.nortonsimon.org/viewer/index.php?id=P.1968.27.158,1916,2005,7db59516acd4
Paper: 6 x 6 in. (15.2 x 15.2 cm.),1966,"Norton Simon Museum, Anonymous Gift, 1968","Hommage a Mondrian,",American,Jesse Reichek,http://images.nortonsimon.org/viewer/index.php?id=P.1968.27.157,1916,2005,45cebfefdafb
Paper: 6 x 6 in. (15.2 x 15.2 cm.),1966,"Norton Simon Museum, Anonymous Gift, 1968","Hommage a Mondrian,",American,Jesse Reichek,http://images.nortonsimon.org/viewer/index.php?id=P.1968.27.156,1916,2005,ec2b2f74c138
plate: 3-13/16 x 2-11/16 in. (9.7 x 6.8 cm); sheet: 3-7/8 x 2-3/4 in. (9.8 x 7.0 cm),1644,Norton Simon Art Foundation,"The Shepherd and His Family,",Dutch,Rembrandt van Rijn,http://images.nortonsimon.org/viewer/index.php?id=M.1977.32.063.G,1606,1669,ed49a8ce1146
